ArrestID,PersonID,CaseID,ArrestDate,CustodyDays,BailGranted
742,513003,3388,2023-09-06,72,False
743,518839,3503,2023-08-03,61,True
744,518839,813,2023-06-13,52,False
745,518839,1652,2023-09-15,6,False
746,518839,3570,2025-05-05,3,True
747,502752,4791,2025-03-11,48,True
748,515940,1090,2026-03-18,57,False
749,515940,797,2023-12-18,76,True
750,520666,4306,2024-11-02,21,True
751,520666,3054,2022-08-23,88,True
752,524555,3107,2023-06-03,26,False
753,524555,4014,2026-04-14,70,True
754,507354,1844,2023-07-30,64,False
755,512899,3407,2024-06-28,5,False
756,519795,2285,2022-05-13,35,True
757,505941,4025,2025-11-23,3,False
758,505941,4272,2022-08-29,37,True
759,523228,580,2026-03-01,72,False
760,519527,4365,2023-04-23,30,True
761,505103,4216,2022-03-22,36,True
762,520269,317,2026-06-09,58,False
763,520269,4454,2025-10-28,16,True
764,507764,1161,2023-08-31,54,True
765,506092,4302,2024-01-30,61,False
766,508242,1355,2026-02-18,24,False
767,515794,3644,2023-04-14,13,True
768,515794,4258,2023-12-23,16,True
769,515794,1129,2022-02-02,61,True
770,515924,2126,2024-08-14,53,True
771,515924,4553,2026-02-21,50,False
772,513341,482,2022-10-31,40,False
773,520702,1078,2025-07-29,4,True
774,524004,2150,2022-04-26,84,False
775,524004,3087,2026-01-26,17,True
776,524004,140,2023-12-04,17,True
777,514193,3637,2026-04-14,26,True
778,514193,2107,2023-03-01,57,False
779,514193,632,2023-06-01,33,False
780,510658,3822,2022-08-06,42,True
781,515842,534,2024-10-01,77,True
782,515842,4349,2022-07-28,52,True
783,518003,556,2025-07-07,75,True
784,514046,2349,2025-06-23,33,False
785,514046,3718,2022-07-11,7,True
786,510846,2378,2024-10-17,84,True
787,514757,3187,2022-05-15,83,False
788,507673,4205,2024-04-10,22,True
789,516243,3427,2024-09-22,12,True
790,502477,3104,2024-04-18,29,True
791,507931,4134,2027-01-11,14,True
792,502255,914,2024-03-23,76,False
793,505750,1564,2026-05-27,56,True
794,505750,900,2022-12-22,74,True
795,504705,303,2025-06-18,88,True
796,514101,1409,2025-01-17,2,False
797,515551,4419,2026-03-23,59,True
798,515251,328,2024-01-01,9,True
799,515251,2561,2023-08-07,89,True
800,515251,3602,2026-07-17,62,True
801,511759,2955,2025-11-19,26,True
802,508887,1525,2026-07-05,15,True
803,508887,2334,2022-03-04,47,False
804,523045,1984,2026-02-05,40,True
805,523045,1088,2022-01-18,84,True
806,507485,2684,2024-07-26,16,False
807,522937,3797,2025-05-21,19,True
808,522937,4886,2025-10-01,68,False
809,503442,3464,2023-04-15,24,False
810,503442,1967,2026-11-28,44,False
811,503442,2234,2024-01-08,62,True
812,509648,212,2024-09-04,64,False
813,511342,212,2024-09-01,85,False
814,504071,2316,2022-05-26,37,False
815,506461,4180,2023-02-11,69,False
816,518736,660,2024-09-11,38,False
817,520241,1863,2024-10-23,9,True
818,520241,2294,2022-12-09,28,True
819,522427,3958,2024-11-19,79,False
820,522427,4842,2026-01-01,71,True
821,504833,2569,2026-12-13,86,True
822,504833,1067,2023-10-23,11,True
823,504833,284,2023-02-09,59,True
824,502005,4051,2023-09-03,66,False
825,508127,2019,2025-07-16,16,False
826,521815,1504,2023-07-28,65,False
827,521815,1421,2024-04-26,77,True
828,521815,2305,2025-04-26,43,False
829,524253,137,2026-06-09,25,True
830,504286,243,2023-12-31,45,True
831,517326,3244,2025-07-28,77,True
832,517067,3808,2022-06-28,27,False
833,522090,3747,2026-09-26,47,True
834,522090,3486,2023-05-25,48,False
835,502154,4876,2025-01-16,5,False
836,501114,1895,2024-06-03,21,False
837,511193,463,2022-05-01,75,False
838,502636,2672,2023-11-25,37,False
839,519691,2505,2025-11-26,47,False
840,519691,4194,2024-04-20,12,True
841,500551,1882,2023-06-08,56,False
842,500551,1030,2025-10-02,10,False
843,511225,1656,2025-03-26,88,True
844,510688,4907,2023-05-03,37,False
845,512600,2894,2025-11-06,85,True
846,508198,2866,2026-01-29,63,True
847,508198,4300,2025-04-07,13,False
848,508198,2889,2025-09-29,87,False
849,518299,246,2025-05-23,15,False
850,518299,629,2026-01-05,66,True
851,502593,1555,2023-11-23,80,True
852,516272,1720,2025-10-05,66,True
853,516272,2273,2022-12-12,52,True
854,524205,610,2025-01-23,64,True
855,503143,4952,2026-07-11,64,False
856,522991,2452,2022-08-01,42,True
857,520586,2056,2025-07-29,27,False
858,514865,4833,2026-12-22,30,True
859,514865,4603,2026-07-14,55,True
860,514448,2292,2025-01-15,54,False
861,520258,3927,2026-08-27,14,True
862,520258,114,2026-12-26,78,False
863,517178,3467,2022-06-04,81,False
864,500439,2958,2023-09-11,85,True
865,515420,4087,2024-04-25,17,True
866,515420,79,2022-04-13,18,True
867,522402,2792,2023-04-12,69,False
868,522402,1226,2025-01-09,25,False
869,514986,132,2022-12-14,42,False
870,520525,2641,2023-01-25,34,True
871,510193,4512,2025-04-10,18,False
872,506651,2032,2025-11-30,81,False
873,506651,77,2023-12-03,12,False
874,511506,1863,2024-11-05,12,False
875,524893,521,2025-02-06,59,True
876,524893,4866,2023-03-19,45,True
877,503636,2290,2025-02-04,17,True
878,512953,1701,2024-07-08,76,True
879,512953,158,2025-07-21,87,False
880,518398,4712,2024-08-12,49,True
881,518398,1794,2026-07-28,10,False
882,508286,1144,2024-04-30,49,True
883,508286,484,2023-06-23,17,False
884,508828,3448,2026-02-28,66,True
885,523383,3063,2024-01-07,63,False
886,512536,3013,2025-12-05,58,False
887,524445,1622,2026-03-08,21,True
888,523284,437,2025-09-06,62,True
889,500682,1024,2026-12-24,69,True
890,516172,1167,2023-01-28,46,True
891,502899,998,2025-01-29,71,False
892,503397,4463,2026-09-26,14,True
893,513174,4302,2024-02-06,19,False
894,513174,3263,2024-09-09,81,True
895,513174,3408,2025-07-10,69,True
896,519359,4681,2023-12-14,23,True
897,519814,1121,2026-10-23,85,True
898,519814,981,2023-07-04,61,True
899,519814,3804,2025-07-23,64,True
900,508897,3510,2023-01-05,17,True
901,508897,1722,2026-11-27,74,True
902,514662,3290,2025-03-10,80,False
903,521873,3791,2025-06-15,6,True
904,520736,2146,2026-03-30,50,True
905,509007,4820,2025-06-21,24,False
906,516004,4260,2023-03-04,71,False
907,516004,4518,2023-10-31,22,True
908,514605,3965,2026-10-09,19,True
909,507526,2209,2023-04-03,8,False
910,524932,2691,2024-10-06,51,False
911,524932,744,2023-06-25,57,False
912,524932,3414,2024-07-25,16,True
913,500539,207,2022-06-27,59,True
914,522832,4687,2022-11-16,30,False
915,522832,3552,2024-05-28,10,True
916,522832,2535,2024-11-06,2,True
917,502509,4722,2022-03-13,2,True
918,502509,227,2025-05-16,78,False
919,507407,1527,2025-01-31,12,True
920,507407,3394,2023-02-19,90,False
921,524845,1201,2023-11-03,34,True
922,524845,4061,2026-08-04,79,False
923,511770,3039,2023-02-14,13,False
924,524412,4146,2022-07-07,77,True
925,509683,1850,2023-11-28,57,False
926,518082,3713,2025-12-25,62,False
927,522483,3013,2025-11-25,67,True
928,522483,4530,2025-04-15,29,True
929,511244,10,2023-04-21,72,False
930,514223,1284,2026-12-17,29,True
931,509768,2304,2026-10-16,14,False
932,504337,2658,2022-06-17,57,True
933,504337,3677,2023-09-24,44,True
934,504337,786,2023-09-29,39,True
935,517689,1812,2022-10-15,51,False
936,507073,3757,2026-11-19,5,True
937,507073,2761,2023-12-26,75,True
938,511093,1184,2025-06-30,39,True
939,502056,4181,2025-11-17,11,True
940,504673,3900,2024-03-30,26,True
941,504673,4720,2022-04-07,73,True
942,508300,3887,2023-01-27,34,False
943,508300,2584,2025-05-18,35,False
944,501109,3047,2026-05-15,40,True
945,520868,4581,2026-08-09,73,True
946,520868,1580,2026-08-10,88,True
947,518002,4425,2023-11-28,39,True
948,518002,4497,2022-07-10,89,True
949,523629,538,2025-12-26,55,True
950,523629,3829,2025-10-22,20,True
951,522974,2980,2024-03-16,36,False
952,522974,4681,2023-12-08,69,False
953,522974,1943,2023-02-07,65,False
954,503733,2156,2023-11-22,74,True
955,508280,539,2026-11-26,84,True
956,502363,2442,2027-01-17,77,False
957,500874,4436,2024-12-02,20,True
958,500874,1358,2027-01-06,22,False
959,500874,1671,2025-01-16,84,True
960,518227,3487,2026-04-01,1,True
961,518227,585,2026-04-07,6,False
962,516779,2733,2022-08-22,5,False
963,520364,1151,2024-04-12,13,False
964,504611,339,2025-08-13,49,False
965,504611,4605,2025-03-13,40,False
966,522670,1647,2025-07-20,15,True
967,516798,3214,2026-04-02,35,True
968,521115,1489,2025-04-07,60,True
969,501669,4735,2023-05-31,20,False
970,505524,833,2026-06-16,86,True
971,523098,694,2026-04-24,38,True
972,523098,2968,2026-10-23,59,True
973,523098,1207,2025-04-13,65,False
974,506137,761,2025-01-11,19,False
975,513934,505,2023-04-21,61,True
976,509200,1924,2022-04-09,22,True
977,513526,1075,2023-02-26,18,True
978,513526,4259,2024-01-20,78,True
979,513526,345,2024-11-16,32,True
980,510030,1482,2026-11-09,72,False
981,520827,319,2025-05-20,67,True
982,507704,347,2024-09-28,3,False
983,507704,2268,2024-04-01,26,True
984,510915,4200,2026-02-03,49,True
985,510915,2014,2024-10-18,20,False
986,510915,1009,2024-01-29,85,True
987,510501,4424,2023-07-31,54,True
988,524051,430,2025-09-19,84,False
989,503434,1708,2024-06-09,59,False
990,515644,737,2022-09-10,13,False
991,501531,4613,2025-05-19,32,False
992,511586,307,2024-02-05,7,False
993,519341,3413,2022-12-27,79,False
994,510114,492,2026-01-09,67,False
995,523553,789,2023-04-07,42,False
996,523553,3679,2022-10-23,9,True
997,524045,4691,2022-09-05,67,False
998,509162,75,2025-08-06,44,False
999,517046,4358,2022-03-17,56,True
1000,523555,2820,2022-11-26,9,True
1001,512661,3658,2023-08-29,87,False
1002,500965,3456,2026-12-20,60,False
1003,500965,1490,2024-02-07,20,True
1004,500965,695,2023-12-30,55,True
1005,500965,1121,2026-10-14,9,True
1006,524489,4456,2023-04-09,37,False
1007,524489,1146,2026-10-11,22,True
1008,502343,2994,2024-03-20,72,True
1009,507213,889,2026-07-18,19,True
1010,510931,4018,2023-11-19,59,True
1011,510931,1734,2024-11-28,49,True
1012,510931,1490,2024-01-27,61,True
1013,511122,3198,2022-03-09,73,False
1014,511122,1008,2022-08-30,33,True
1015,511122,2544,2026-01-03,21,True
1016,503793,3422,2023-12-15,28,True
1017,500504,2589,2022-08-07,70,True
1018,522253,4616,2025-03-22,15,True
1019,521708,4599,2022-08-20,90,True
1020,521708,3963,2022-05-19,50,False
1021,521708,1440,2022-08-05,27,False
1022,516329,3947,2024-11-24,36,False
1023,516797,4327,2024-03-21,3,False
1024,516797,4163,2024-11-12,23,False
1025,520783,3026,2026-03-08,25,False
1026,520783,3208,2022-01-22,58,True
1027,501604,660,2024-09-21,83,False
1028,505653,2684,2024-07-25,1,False
1029,507582,4965,2022-02-09,49,True
1030,502715,3415,2023-11-02,39,False
1031,518616,2706,2024-04-29,15,True
1032,505722,509,2026-04-28,5,False
1033,505722,4869,2023-08-29,65,True
1034,501645,3144,2025-05-30,11,False
1035,502112,1485,2023-03-01,37,True
1036,500829,3358,2025-11-05,26,True
1037,500829,4159,2022-03-24,84,False
1038,507748,2524,2026-06-05,36,True
1039,502435,4163,2024-10-29,74,False
1040,502435,602,2024-07-08,49,True
1041,511969,230,2025-05-24,14,False
1042,517599,4597,2025-03-21,62,False
1043,517599,2761,2024-01-11,83,False
1044,515261,3299,2022-08-06,78,False
1045,515261,1771,2026-08-15,10,False
1046,515261,601,2023-09-19,3,True
1047,511833,2744,2026-12-10,85,True
1048,513208,1911,2024-01-16,28,True
1049,513208,1561,2024-09-14,71,False
1050,513208,1631,2024-01-20,5,False
1051,513208,1792,2022-04-13,62,True
1052,505837,968,2022-12-29,46,True
1053,523235,3825,2026-01-10,20,False
1054,524782,3726,2023-04-01,84,False
1055,524782,4358,2022-02-26,63,True
1056,522500,1897,2023-05-11,26,False
1057,502905,4119,2023-09-23,9,False
1058,502905,1939,2026-12-26,80,False
1059,502905,1075,2023-03-17,34,False
1060,510728,14,2023-11-10,69,True
1061,514586,639,2024-01-15,42,True
1062,514586,3907,2026-04-24,60,False
1063,510153,631,2025-10-14,43,False
1064,510153,1785,2024-04-19,9,True
1065,510153,4242,2024-03-05,80,False
1066,508511,1736,2023-04-23,55,True
1067,508511,4083,2026-10-06,45,False
1068,511855,4779,2022-09-15,85,True
1069,518571,4089,2023-10-18,70,True
1070,518416,1281,2023-07-18,80,False
1071,518416,3032,2022-08-15,81,False
1072,518416,3625,2022-03-10,11,True
1073,515655,2207,2024-05-22,35,True
1074,501922,4409,2023-07-28,57,True
1075,508978,3855,2025-10-22,18,True
1076,522748,1000,2022-12-10,54,False
1077,522748,3493,2025-03-21,67,True
1078,507271,3647,2025-03-31,73,True
1079,507271,4639,2024-08-26,71,True
1080,524125,414,2024-05-01,74,False
1081,524125,4434,2023-08-19,42,False
1082,506052,2682,2022-10-20,82,True
1083,506052,800,2024-09-19,1,False
1084,503800,4532,2023-04-08,77,True
1085,508589,3642,2025-06-17,11,True
1086,516183,694,2026-05-09,26,True
1087,516183,2527,2025-08-24,75,True
1088,516183,2126,2024-08-09,32,True
1089,516183,3395,2027-01-30,48,True
1090,503923,3331,2022-11-28,69,True
1091,506545,3767,2024-12-25,88,True
1092,523798,4053,2025-11-11,57,False
1093,523798,1536,2026-10-09,34,True
1094,523798,400,2025-07-29,76,False
1095,510313,3630,2026-11-04,48,False
1096,510313,4914,2023-08-17,62,True
1097,513553,58,2022-04-14,37,False
1098,513553,1362,2024-07-02,28,False
1099,512624,3368,2025-08-03,14,True
1100,520572,565,2023-02-22,40,False
1101,519708,3970,2024-11-29,20,True
1102,504230,4995,2023-10-07,88,False
1103,504230,1986,2025-10-18,73,False
1104,508118,4647,2024-04-24,33,True
1105,507278,599,2022-12-25,81,False
1106,507278,379,2026-09-14,16,True
1107,507278,2269,2026-03-12,62,True
1108,514718,4593,2022-10-31,32,True
1109,514718,3753,2026-12-30,70,True
1110,514718,1023,2023-11-01,30,False
1111,520503,1558,2025-07-22,29,True
1112,509094,821,2022-02-12,68,False
1113,509094,2218,2024-10-15,52,True
1114,503474,30,2022-03-01,17,False
1115,507998,3570,2025-05-24,3,False
1116,507998,4930,2027-01-10,65,True
1117,512148,3466,2024-12-31,87,False
1118,512148,2632,2024-03-13,64,False
1119,505355,1231,2022-06-17,5,False
1120,506603,4343,2025-07-18,14,True
1121,506603,3214,2026-03-14,9,False
1122,513244,2301,2022-04-30,24,True
1123,513244,3163,2024-03-24,68,True
1124,522969,4455,2025-03-03,80,False
1125,522969,4261,2024-01-21,11,False
1126,513197,4713,2023-02-03,14,True
1127,513197,3162,2025-03-15,85,True
1128,507072,3533,2025-05-10,53,False
1129,518247,4123,2023-04-26,46,True
1130,518247,3903,2026-01-16,79,True
1131,524195,4847,2022-06-23,64,True
1132,521102,3705,2024-07-16,24,True
1133,507224,2627,2024-12-30,75,True
1134,514005,4850,2026-12-18,68,True
1135,520656,4500,2022-07-11,31,True
1136,520656,4667,2025-07-09,84,False
1137,514583,401,2023-04-03,16,False
1138,510456,1255,2027-01-03,37,True
1139,510350,4100,2022-03-24,27,False
1140,512287,632,2023-05-26,28,False
1141,512287,3794,2026-06-23,57,True
1142,503212,4159,2022-04-02,87,True
1143,503212,1264,2025-03-30,76,True
1144,521561,4112,2024-09-27,71,True
1145,502436,448,2026-07-08,47,True
1146,513539,284,2023-02-16,45,False
1147,509535,1310,2025-05-07,57,True
1148,502267,1164,2023-04-03,79,False
1149,512112,2977,2022-07-18,12,False
1150,513203,3969,2022-07-20,61,True
1151,522054,4681,2023-12-14,66,False
1152,510735,1785,2024-04-04,82,False
1153,510735,2408,2023-01-31,35,True
1154,501010,477,2022-03-10,72,True
1155,517123,1627,2023-06-04,28,False
1156,509645,4238,2025-07-19,21,True
1157,509645,532,2026-08-08,70,True
1158,505438,3325,2023-12-07,22,True
1159,505438,1918,2023-07-27,39,True
1160,509223,95,2022-03-29,75,True
1161,519715,252,2025-08-13,79,False
1162,519715,539,2026-11-30,67,True
1163,519715,3040,2026-01-05,3,False
1164,523130,3089,2025-01-12,39,False
1165,520197,4054,2022-06-17,90,True
1166,520197,2139,2025-05-05,78,False
1167,521763,4312,2025-09-14,43,False
1168,502167,327,2023-11-10,81,False
1169,509756,4338,2026-01-21,18,False
1170,509756,1708,2024-06-11,78,True
1171,517437,3009,2026-06-30,80,True
1172,517437,3910,2023-09-21,16,False
1173,503403,4706,2023-12-30,27,True
1174,512115,342,2024-01-01,65,False
1175,512115,3816,2022-01-15,10,False
1176,500650,616,2024-12-02,1,False
1177,511007,2012,2025-10-12,2,False
1178,511007,2960,2025-10-18,87,True
1179,500218,4968,2022-03-16,87,True
1180,510409,3217,2026-05-26,53,False
1181,505622,3928,2022-08-05,35,False
1182,519893,4049,2023-08-31,19,False
1183,504421,4998,2024-10-31,81,False
1184,504421,2539,2023-05-16,7,True
1185,504421,744,2023-06-23,60,True
1186,504421,366,2022-09-23,52,False
1187,507851,919,2025-01-30,63,False
1188,507851,3827,2026-12-07,90,False
1189,511468,556,2025-07-13,73,True
1190,510561,3847,2023-05-21,79,False
1191,516362,2012,2025-10-18,8,True
1192,510354,3088,2026-02-17,28,True
1193,521041,2660,2025-05-23,79,True
1194,502450,3396,2025-02-15,49,True
1195,516455,4755,2025-08-10,46,False
1196,516704,1997,2022-08-20,84,True
1197,512841,1682,2025-03-16,34,False
1198,507933,1515,2023-04-02,24,False
1199,507933,1159,2024-04-12,23,True
1200,507933,3000,2025-04-07,90,True
1201,522589,2371,2022-12-22,29,True
1202,502767,3796,2024-01-21,32,False
1203,502767,500,2022-10-11,85,False
1204,509352,4670,2023-10-28,44,True
1205,508478,1933,2024-01-20,39,True
1206,507340,4269,2022-04-16,78,True
1207,516041,3023,2025-01-27,70,True
1208,516041,2923,2024-10-01,87,False
1209,517596,4890,2025-09-25,73,False
1210,522541,2949,2023-07-26,52,False
1211,515045,4838,2022-02-09,71,True
1212,509974,4497,2022-07-01,29,True
1213,509974,1168,2024-10-31,45,True
1214,520122,4724,2022-10-21,75,True
1215,502300,3562,2026-03-12,25,False
1216,502300,882,2023-04-08,32,False
1217,524160,3302,2023-01-12,39,False
1218,505815,2157,2024-05-21,85,False
1219,519347,3237,2022-10-27,8,False
1220,513813,2381,2023-10-21,47,True
1221,513813,4765,2024-09-24,61,False
1222,513813,2132,2022-12-09,18,False
1223,508619,2919,2026-02-09,13,True
1224,511118,1615,2024-01-11,50,True
1225,502728,225,2022-03-16,85,False
1226,502728,966,2026-12-03,81,False
1227,508035,4358,2022-03-04,2,False
1228,519085,4724,2022-11-01,26,True
1229,502642,859,2023-10-21,88,False
1230,516465,1048,2026-08-16,14,True
1231,516465,1732,2024-08-09,48,False
1232,516465,199,2024-11-17,48,False
1233,510095,1852,2025-11-11,74,False
1234,514254,4810,2022-10-25,10,True
1235,514254,1610,2023-04-22,54,True
1236,517615,4666,2024-11-02,67,False
1237,517615,4770,2026-01-14,40,True
1238,517615,1710,2025-04-07,69,False
1239,506872,3168,2022-08-12,65,True
1240,516660,1372,2022-02-19,85,False
1241,500147,811,2026-10-31,50,True
1242,520550,4156,2024-08-07,71,False
1243,524530,702,2022-06-25,19,False
1244,513352,1051,2024-03-24,60,True
1245,508133,4898,2022-08-06,37,True
1246,512685,1922,2023-08-13,56,False
1247,512685,662,2024-07-17,26,False
1248,520597,2231,2023-07-15,35,False
1249,520597,3793,2024-04-24,64,True
1250,503382,1499,2022-05-08,47,False
1251,503382,3674,2022-04-16,57,True
1252,504259,2883,2024-01-31,5,False
1253,504259,522,2022-11-23,42,False
1254,523166,497,2026-01-13,28,False
1255,519374,4378,2023-04-25,89,False
1256,519374,2115,2026-01-10,30,True
1257,517197,3830,2025-05-14,12,True
1258,515876,2979,2022-11-19,25,True
1259,515876,1965,2026-05-18,43,False
1260,515876,642,2025-11-08,23,False
1261,515876,3990,2022-11-27,7,True
1262,508611,1088,2022-01-07,45,False
1263,508611,318,2023-01-20,35,False
1264,514205,140,2023-12-04,28,False
1265,514205,4702,2023-12-29,13,True
1266,514205,671,2026-06-10,36,False
1267,512573,2323,2023-01-31,20,True
1268,509562,2272,2026-11-24,16,False
1269,501064,1578,2023-03-05,41,True
1270,508590,4199,2026-02-06,50,True
1271,500092,2341,2022-06-16,44,True
1272,512786,2389,2024-05-30,74,False
1273,500944,449,2023-06-05,57,True
1274,504102,4027,2025-12-29,86,False
1275,520732,4664,2022-10-30,2,False
1276,516804,1782,2024-06-11,34,True
1277,516804,599,2022-11-29,3,True
1278,515356,1505,2027-01-02,40,True
1279,515356,2343,2022-09-03,2,False
1280,500448,4699,2023-02-01,9,False
1281,503071,4288,2022-05-05,85,False
1282,505219,4225,2023-11-12,72,False
1283,505219,2561,2023-07-27,53,True
1284,505219,465,2026-07-14,27,True
1285,501823,244,2024-03-22,67,False
1286,501823,1330,2026-05-06,49,True
1287,501823,2245,2022-08-25,68,False
1288,524955,840,2025-08-22,55,True
1289,524955,2708,2023-07-08,72,False
1290,511823,2155,2025-12-20,84,True
1291,516063,4552,2024-03-18,51,True
1292,509750,3692,2024-09-18,26,False
1293,508333,682,2024-09-15,23,True
1294,501969,1468,2022-09-07,43,False
1295,521541,1114,2022-02-18,80,False
1296,511431,2577,2026-06-23,3,True
1297,511431,1849,2025-05-24,85,False
1298,511431,1174,2024-02-18,11,False
1299,503211,3238,2022-07-12,3,True
1300,503211,1870,2025-12-06,62,True
1301,503211,4624,2026-05-22,8,True
1302,523037,1511,2022-05-10,84,True
1303,505533,2763,2024-10-03,42,False
1304,501494,4807,2024-02-27,60,True
1305,501494,915,2023-08-25,53,False
1306,501494,1813,2024-05-18,43,True
1307,521277,2095,2023-11-16,41,True
1308,521277,870,2025-05-14,69,False
1309,516404,2848,2025-11-25,46,True
1310,516404,1916,2022-12-03,16,False
1311,506353,2500,2024-06-17,26,False
1312,514230,438,2022-04-22,12,False
1313,514230,3504,2023-12-08,90,False
1314,508779,4105,2022-12-04,65,True
1315,508779,232,2024-03-09,7,False
1316,506012,3530,2026-09-26,67,False
1317,506012,1652,2023-09-14,2,False
1318,512778,1849,2025-05-30,40,True
1319,524181,3221,2025-05-11,58,False
1320,520484,1554,2022-12-02,5,False
1321,520484,3040,2025-12-27,71,True
1322,520484,2492,2024-05-02,3,True
1323,524474,417,2023-11-04,13,False
1324,522673,1431,2025-10-31,49,False
1325,521476,152,2026-09-24,12,False
1326,523612,130,2026-08-25,40,True
1327,521402,526,2023-05-17,26,True
1328,521402,2384,2022-07-24,22,False
1329,521402,4446,2024-03-07,62,False
1330,518329,336,2025-11-11,14,False
1331,507308,4073,2023-02-16,18,True
1332,507308,70,2024-02-02,47,True
1333,502865,1603,2024-02-13,56,True
1334,509163,1631,2024-01-22,76,False
1335,509163,1005,2024-09-29,4,True
1336,513772,2941,2023-04-24,46,True
1337,515003,2026,2025-11-30,35,False
1338,508020,2461,2024-04-11,52,False
1339,508020,1741,2025-01-06,29,True
1340,521580,960,2026-01-17,38,True
1341,524989,4665,2025-11-03,34,True
1342,522595,3685,2024-04-12,76,False
1343,522595,2390,2022-03-11,1,False
1344,515835,3743,2025-08-21,58,False
1345,516783,224,2024-03-21,26,True
1346,517168,1182,2022-10-18,56,True
1347,504814,4133,2024-11-04,45,True
1348,504814,3811,2024-10-11,62,False
1349,502663,105,2022-08-12,27,True
1350,504221,3903,2026-01-13,38,False
1351,503299,1267,2026-08-01,30,True
1352,503299,2828,2023-04-23,7,True
1353,503299,1524,2026-04-13,67,False
1354,520052,659,2023-06-05,1,False
1355,511481,1964,2025-01-15,4,True
1356,503736,1556,2026-12-11,36,True
1357,503736,1626,2022-10-26,25,True
1358,503182,527,2026-12-17,83,False
1359,500470,317,2026-06-03,28,False
1360,511079,670,2022-04-01,6,False
1361,524878,575,2023-07-29,57,True
1362,524878,3204,2022-03-29,9,True
1363,515449,2862,2022-12-20,74,False
1364,515449,1094,2024-10-29,55,True
1365,515449,1800,2026-09-26,2,True
1366,515449,1262,2024-12-26,8,True
1367,522089,3256,2026-01-21,13,False
1368,506449,1965,2026-05-15,37,False
1369,522020,2420,2025-09-22,83,False
1370,501513,1380,2025-04-21,27,False
1371,501513,4489,2025-10-16,51,True
1372,510710,3449,2022-06-30,65,False
1373,510710,676,2022-04-11,12,False
1374,507406,836,2024-11-29,76,True
1375,512779,4382,2023-11-07,1,False
1376,512779,3437,2025-08-01,69,True
1377,512779,576,2026-06-07,26,True
1378,512779,152,2026-10-03,19,True
1379,524689,3498,2025-02-04,21,True
1380,504045,1874,2024-03-09,68,True
1381,509749,3299,2022-08-04,44,True
1382,514827,716,2024-09-21,9,False
1383,502763,118,2023-04-20,90,True
1384,502763,3453,2024-12-24,49,True
1385,506881,1158,2022-08-02,48,False
1386,506881,4860,2025-04-07,22,False
1387,514369,2473,2023-07-17,34,False
1388,514369,4439,2024-05-22,61,False
1389,510139,3922,2025-09-16,81,True
1390,510139,3251,2026-02-04,76,True
1391,510139,18,2024-05-08,57,False
1392,512260,2132,2022-12-17,27,True
1393,512260,3003,2024-03-22,89,True
1394,517440,1118,2023-02-07,60,False
1395,520549,359,2023-01-01,8,False
1396,507761,2805,2024-02-07,58,False
1397,507761,920,2022-08-13,82,True
1398,523598,3163,2024-04-07,33,True
1399,523598,2651,2024-05-01,42,True
1400,517712,432,2024-07-03,88,True
1401,518346,1258,2023-03-08,81,False
1402,502938,1470,2022-10-19,42,True
1403,501298,2947,2025-07-19,6,False
1404,515972,4541,2025-07-21,76,False
1405,514530,4225,2023-11-20,1,True
1406,514530,1556,2026-12-09,48,False
1407,500636,1590,2023-09-01,20,True
1408,500636,3846,2023-05-10,63,False
1409,500636,3630,2026-10-20,63,True
1410,500636,1197,2022-11-24,74,False
1411,523930,3511,2026-12-06,77,True
1412,523888,2077,2023-10-05,76,True
1413,523888,2102,2024-02-11,40,False
1414,513992,225,2022-03-04,70,True
1415,513992,4075,2024-01-31,62,True
1416,510546,1954,2022-11-04,18,False
1417,510546,2825,2023-09-28,89,True
1418,510546,129,2026-06-25,8,True
1419,509166,3379,2024-06-05,75,True
1420,516433,2203,2026-01-01,58,True
1421,516433,4632,2022-05-08,15,False
1422,506530,4533,2026-07-02,22,False
1423,505549,3057,2025-11-27,70,True
1424,509057,3274,2026-06-08,24,False
1425,503996,2926,2024-09-17,43,True
1426,505260,1080,2024-05-30,23,False
1427,502062,3584,2025-04-06,80,True
1428,502062,441,2024-07-19,75,True
1429,502908,1474,2022-10-30,13,False
1430,502908,2615,2024-06-17,75,True
1431,514347,3065,2022-03-21,44,False
1432,501046,3067,2026-04-11,58,True
1433,511652,1242,2026-05-07,40,False
1434,511652,394,2026-12-08,75,True
1435,509060,4441,2023-08-08,66,True
1436,514450,4021,2023-11-19,62,False
1437,514450,2192,2024-04-15,24,False
1438,503875,1744,2023-12-29,18,True
1439,503875,3772,2025-11-07,62,False
1440,511861,4631,2023-09-16,68,True
1441,522151,1064,2024-07-07,67,True
1442,503740,2472,2025-08-06,19,False
1443,500030,3220,2023-12-16,57,True
1444,500030,191,2026-05-29,76,True
1445,508844,4821,2023-04-06,90,False
1446,508844,304,2025-09-16,43,True
1447,511258,2126,2024-08-30,57,True
1448,505450,373,2026-07-14,6,False
1449,517985,2749,2026-04-08,1,True
1450,507126,2255,2025-05-27,19,False
1451,511290,4378,2023-04-23,7,False
1452,504878,3947,2024-12-02,60,False
1453,504878,531,2024-11-16,79,True
1454,500961,3400,2022-04-03,81,False
1455,500961,2985,2026-06-03,17,True
1456,500985,3344,2023-01-17,31,True
1457,502562,3452,2025-12-10,85,True
1458,502562,3489,2026-12-03,62,False
1459,502562,1691,2023-04-21,50,True
