RecordID,CaseID,PersonID,Role
2521,1003,505786,Main Accused
2522,1004,514222,Co-Accused
2523,1005,508156,Co-Accused
2524,1005,501629,Co-Accused
2525,1005,524025,Main Accused
2526,1005,506498,Main Accused
2527,1006,501644,Co-Accused
2528,1006,513254,Co-Accused
2529,1006,513831,Main Accused
2530,1006,508346,Co-Accused
2531,1007,516887,Co-Accused
2532,1007,513052,Co-Accused
2533,1007,503733,Co-Accused
2534,1007,508777,Main Accused
2535,1008,506021,Main Accused
2536,1008,516107,Main Accused
2537,1008,515229,Co-Accused
2538,1009,520466,Co-Accused
2539,1009,514132,Main Accused
2540,1010,517322,Main Accused
2541,1010,500089,Main Accused
2542,1011,502872,Co-Accused
2543,1011,505810,Main Accused
2544,1011,521695,Main Accused
2545,1011,507755,Main Accused
2546,1012,503593,Co-Accused
2547,1012,506996,Co-Accused
2548,1012,500750,Main Accused
2549,1012,513100,Main Accused
2550,1013,522538,Co-Accused
2551,1013,513574,Co-Accused
2552,1013,521820,Main Accused
2553,1014,503375,Main Accused
2554,1014,507471,Co-Accused
2555,1014,510615,Main Accused
2556,1014,500066,Co-Accused
2557,1015,518907,Co-Accused
2558,1015,504066,Co-Accused
2559,1016,508262,Main Accused
2560,1016,506859,Main Accused
2561,1016,504845,Co-Accused
2562,1017,502364,Main Accused
2563,1017,519488,Main Accused
2564,1018,515779,Co-Accused
2565,1019,518562,Main Accused
2566,1019,501428,Co-Accused
2567,1019,503064,Main Accused
2568,1019,504447,Main Accused
2569,1020,514225,Co-Accused
2570,1020,510750,Co-Accused
2571,1020,504277,Main Accused
2572,1021,510859,Co-Accused
2573,1021,505515,Main Accused
2574,1021,524429,Main Accused
2575,1022,512680,Main Accused
2576,1022,506897,Main Accused
2577,1022,512419,Main Accused
2578,1022,513242,Main Accused
2579,1023,522817,Co-Accused
2580,1023,524135,Co-Accused
2581,1024,500269,Main Accused
2582,1024,523980,Co-Accused
2583,1025,519614,Co-Accused
2584,1026,511986,Co-Accused
2585,1027,518899,Main Accused
2586,1027,514301,Main Accused
2587,1027,513882,Main Accused
2588,1028,522783,Co-Accused
2589,1028,522322,Co-Accused
2590,1028,519044,Main Accused
2591,1028,514429,Co-Accused
2592,1029,500130,Co-Accused
2593,1029,516019,Co-Accused
2594,1029,503378,Main Accused
2595,1029,523988,Main Accused
2596,1030,513066,Co-Accused
2597,1030,521781,Main Accused
2598,1031,508072,Main Accused
2599,1031,504112,Co-Accused
2600,1031,518686,Main Accused
2601,1032,511047,Co-Accused
2602,1033,506357,Main Accused
2603,1033,518376,Main Accused
2604,1033,515252,Co-Accused
2605,1033,501288,Co-Accused
2606,1034,509149,Main Accused
2607,1034,523742,Co-Accused
2608,1035,521089,Co-Accused
2609,1035,500522,Co-Accused
2610,1036,519425,Main Accused
2611,1036,513174,Co-Accused
2612,1037,512499,Co-Accused
2613,1037,517669,Co-Accused
2614,1037,517995,Co-Accused
2615,1037,503927,Co-Accused
2616,1038,521467,Main Accused
2617,1039,511168,Main Accused
2618,1039,503618,Co-Accused
2619,1040,523524,Co-Accused
2620,1041,513006,Main Accused
2621,1041,507997,Co-Accused
2622,1041,511309,Co-Accused
2623,1041,524293,Co-Accused
2624,1042,517594,Main Accused
2625,1042,516544,Co-Accused
2626,1043,501167,Co-Accused
2627,1043,520350,Co-Accused
2628,1044,504870,Co-Accused
2629,1045,505030,Co-Accused
2630,1046,516898,Co-Accused
2631,1046,514145,Main Accused
2632,1046,508255,Co-Accused
2633,1046,520679,Co-Accused
2634,1047,516094,Main Accused
2635,1047,506609,Co-Accused
2636,1048,501408,Main Accused
2637,1049,505385,Co-Accused
2638,1049,523339,Main Accused
2639,1049,511136,Main Accused
2640,1050,507905,Main Accused
2641,1050,517830,Co-Accused
2642,1051,516738,Main Accused
2643,1051,502734,Main Accused
2644,1052,507799,Co-Accused
2645,1052,515807,Co-Accused
2646,1052,501701,Main Accused
2647,1052,523866,Main Accused
2648,1053,506228,Main Accused
2649,1053,505433,Co-Accused
2650,1053,507063,Main Accused
2651,1053,520120,Co-Accused
2652,1054,519738,Main Accused
2653,1054,510900,Co-Accused
2654,1055,509460,Co-Accused
2655,1055,510286,Main Accused
2656,1056,502745,Main Accused
2657,1057,513512,Co-Accused
2658,1057,512645,Co-Accused
2659,1058,512713,Main Accused
2660,1058,521318,Co-Accused
2661,1059,514404,Co-Accused
2662,1059,514609,Co-Accused
2663,1059,520504,Main Accused
2664,1060,522265,Co-Accused
2665,1060,515722,Co-Accused
2666,1060,504372,Main Accused
2667,1061,514720,Co-Accused
2668,1061,519096,Co-Accused
2669,1061,520630,Main Accused
2670,1061,511685,Co-Accused
2671,1062,521054,Main Accused
2672,1062,509416,Main Accused
2673,1062,520668,Co-Accused
2674,1062,508227,Main Accused
2675,1063,520799,Co-Accused
2676,1063,511740,Main Accused
2677,1064,504567,Co-Accused
2678,1064,513736,Main Accused
2679,1064,511283,Main Accused
2680,1065,521036,Co-Accused
2681,1065,519620,Main Accused
2682,1066,523583,Co-Accused
2683,1066,502690,Co-Accused
2684,1066,509325,Co-Accused
2685,1066,509324,Co-Accused
2686,1067,521553,Main Accused
2687,1067,505890,Main Accused
2688,1067,510337,Main Accused
2689,1068,517377,Co-Accused
2690,1069,514401,Main Accused
2691,1070,512171,Co-Accused
2692,1070,500122,Co-Accused
2693,1071,510417,Co-Accused
2694,1071,519607,Main Accused
2695,1072,504241,Main Accused
2696,1073,507017,Co-Accused
2697,1073,506755,Co-Accused
2698,1073,516091,Co-Accused
2699,1073,500658,Main Accused
2700,1074,503913,Co-Accused
2701,1075,518512,Main Accused
2702,1076,500120,Main Accused
2703,1077,514475,Co-Accused
2704,1077,503563,Main Accused
2705,1077,519609,Co-Accused
2706,1078,517058,Main Accused
2707,1078,500135,Main Accused
2708,1079,521444,Co-Accused
2709,1079,505759,Main Accused
2710,1080,515892,Main Accused
2711,1080,503075,Main Accused
2712,1080,511198,Co-Accused
2713,1080,518591,Co-Accused
2714,1081,505802,Co-Accused
2715,1081,507537,Co-Accused
2716,1081,515514,Co-Accused
2717,1081,524405,Co-Accused
2718,1082,514454,Main Accused
2719,1082,523994,Main Accused
2720,1082,520822,Main Accused
2721,1083,522348,Co-Accused
2722,1083,513964,Main Accused
2723,1084,508244,Main Accused
2724,1084,508669,Main Accused
2725,1084,508753,Co-Accused
2726,1085,517189,Co-Accused
2727,1085,508840,Main Accused
2728,1085,513198,Co-Accused
2729,1086,521793,Co-Accused
2730,1086,524024,Main Accused
2731,1086,510320,Co-Accused
2732,1087,508409,Main Accused
2733,1087,502084,Main Accused
2734,1088,510384,Co-Accused
2735,1089,513324,Co-Accused
2736,1090,513915,Co-Accused
2737,1090,513171,Main Accused
2738,1090,519485,Main Accused
2739,1091,502107,Main Accused
2740,1092,500639,Co-Accused
2741,1092,520469,Main Accused
2742,1092,510555,Main Accused
2743,1093,512764,Main Accused
2744,1093,523538,Main Accused
2745,1093,514237,Co-Accused
2746,1094,513540,Main Accused
2747,1094,504869,Main Accused
2748,1094,518767,Main Accused
2749,1094,517326,Co-Accused
2750,1095,522866,Co-Accused
2751,1095,504450,Co-Accused
2752,1095,524113,Main Accused
2753,1095,504242,Main Accused
2754,1096,506832,Main Accused
2755,1096,505892,Main Accused
2756,1096,504948,Main Accused
2757,1097,512792,Main Accused
2758,1097,503122,Main Accused
2759,1097,510975,Main Accused
2760,1098,513764,Main Accused
2761,1099,503516,Main Accused
2762,1099,500771,Co-Accused
2763,1099,505379,Main Accused
2764,1099,503789,Main Accused
2765,1100,501018,Co-Accused
2766,1100,510568,Co-Accused
2767,1100,512485,Main Accused
2768,1100,519534,Co-Accused
2769,1101,506005,Co-Accused
2770,1101,518665,Co-Accused
2771,1102,507240,Co-Accused
2772,1102,520889,Co-Accused
2773,1102,514259,Co-Accused
2774,1103,511268,Main Accused
2775,1103,509525,Co-Accused
2776,1103,523045,Main Accused
2777,1103,510268,Co-Accused
2778,1104,515566,Co-Accused
2779,1104,520391,Main Accused
2780,1105,504907,Co-Accused
2781,1105,522377,Co-Accused
2782,1105,511840,Co-Accused
2783,1105,522873,Co-Accused
2784,1106,513508,Co-Accused
2785,1106,514242,Co-Accused
2786,1107,508438,Co-Accused
2787,1107,517742,Co-Accused
2788,1108,511744,Co-Accused
2789,1108,518355,Main Accused
2790,1108,514752,Main Accused
2791,1108,513683,Co-Accused
2792,1109,505787,Main Accused
2793,1110,505244,Main Accused
2794,1110,521426,Co-Accused
2795,1110,521554,Main Accused
2796,1110,500376,Co-Accused
2797,1111,520259,Co-Accused
2798,1111,509677,Main Accused
2799,1112,523255,Main Accused
2800,1112,514532,Main Accused
2801,1113,505079,Co-Accused
2802,1114,509097,Co-Accused
2803,1114,504079,Co-Accused
2804,1114,511607,Main Accused
2805,1114,524126,Co-Accused
2806,1115,522770,Co-Accused
2807,1115,509208,Co-Accused
2808,1115,508908,Co-Accused
2809,1115,509960,Main Accused
2810,1116,506720,Co-Accused
2811,1116,512860,Main Accused
2812,1116,510141,Main Accused
2813,1116,511483,Co-Accused
2814,1117,522750,Main Accused
2815,1117,513218,Main Accused
2816,1117,500873,Main Accused
2817,1117,512819,Co-Accused
2818,1118,512086,Main Accused
2819,1118,508449,Main Accused
2820,1118,520675,Main Accused
2821,1119,521599,Main Accused
2822,1119,508988,Main Accused
2823,1120,524633,Main Accused
2824,1120,520541,Main Accused
2825,1120,503269,Main Accused
2826,1121,511016,Co-Accused
2827,1121,504796,Co-Accused
2828,1122,504501,Co-Accused
2829,1122,516722,Co-Accused
2830,1122,522155,Co-Accused
2831,1123,502321,Co-Accused
2832,1123,506580,Co-Accused
2833,1123,515206,Co-Accused
2834,1124,518868,Co-Accused
2835,1124,510164,Co-Accused
2836,1125,509720,Co-Accused
2837,1125,516064,Main Accused
2838,1125,522522,Main Accused
2839,1125,519600,Main Accused
2840,1126,510032,Main Accused
2841,1126,517641,Main Accused
2842,1126,503556,Co-Accused
2843,1127,509148,Co-Accused
2844,1127,512845,Co-Accused
2845,1128,520758,Co-Accused
2846,1128,501726,Co-Accused
2847,1128,502697,Main Accused
2848,1128,507051,Main Accused
2849,1129,511442,Main Accused
2850,1129,511809,Co-Accused
2851,1130,523012,Main Accused
2852,1131,506476,Main Accused
2853,1131,508934,Co-Accused
2854,1131,509483,Co-Accused
2855,1131,522543,Main Accused
2856,1132,511657,Main Accused
2857,1132,504486,Main Accused
2858,1133,509659,Main Accused
2859,1134,518551,Co-Accused
2860,1134,516395,Main Accused
2861,1134,524147,Co-Accused
2862,1135,514599,Main Accused
2863,1135,510061,Co-Accused
2864,1136,523494,Main Accused
2865,1136,521043,Main Accused
2866,1136,502777,Main Accused
2867,1137,503664,Co-Accused
2868,1138,515158,Co-Accused
2869,1138,507370,Co-Accused
2870,1138,505836,Main Accused
2871,1138,514880,Main Accused
2872,1139,506497,Co-Accused
2873,1139,523647,Main Accused
2874,1140,517608,Main Accused
2875,1140,512892,Co-Accused
2876,1140,509075,Main Accused
2877,1141,504437,Main Accused
2878,1142,518203,Main Accused
2879,1142,503213,Co-Accused
2880,1142,508251,Main Accused
2881,1143,511516,Co-Accused
2882,1144,519099,Co-Accused
2883,1145,521885,Main Accused
2884,1145,503102,Co-Accused
2885,1146,501329,Main Accused
2886,1146,512415,Co-Accused
2887,1146,522350,Main Accused
2888,1147,521733,Main Accused
2889,1147,518770,Co-Accused
2890,1148,504830,Co-Accused
2891,1148,502318,Main Accused
2892,1148,521504,Main Accused
2893,1148,521239,Co-Accused
2894,1149,524030,Main Accused
2895,1149,515028,Co-Accused
2896,1149,518763,Co-Accused
2897,1150,502073,Main Accused
2898,1151,501514,Co-Accused
2899,1152,513063,Main Accused
2900,1153,502825,Co-Accused
2901,1153,508549,Co-Accused
2902,1153,512125,Co-Accused
2903,1154,515871,Co-Accused
2904,1154,503840,Co-Accused
2905,1155,514129,Co-Accused
2906,1156,502559,Main Accused
2907,1156,503574,Co-Accused
2908,1156,522928,Co-Accused
2909,1157,511017,Co-Accused
2910,1157,511366,Main Accused
2911,1158,511078,Main Accused
2912,1158,523316,Main Accused
2913,1158,519238,Co-Accused
2914,1158,523613,Co-Accused
2915,1159,514306,Main Accused
2916,1159,511841,Co-Accused
2917,1160,509222,Main Accused
2918,1160,516429,Main Accused
2919,1160,522565,Co-Accused
2920,1160,503717,Co-Accused
2921,1161,520238,Main Accused
2922,1161,507161,Co-Accused
2923,1161,514352,Main Accused
2924,1162,516797,Main Accused
2925,1162,524648,Main Accused
2926,1162,522350,Co-Accused
2927,1162,516952,Co-Accused
2928,1163,504447,Main Accused
2929,1163,503575,Main Accused
2930,1163,522206,Co-Accused
2931,1163,501661,Co-Accused
2932,1164,523551,Co-Accused
2933,1164,509602,Co-Accused
2934,1164,517881,Co-Accused
2935,1164,508901,Co-Accused
2936,1165,521645,Main Accused
2937,1165,504339,Co-Accused
2938,1165,511441,Co-Accused
2939,1166,519764,Co-Accused
2940,1167,511643,Main Accused
2941,1167,520327,Main Accused
2942,1167,509880,Co-Accused
2943,1168,502089,Main Accused
2944,1169,500232,Co-Accused
2945,1169,515776,Co-Accused
2946,1169,513415,Co-Accused
2947,1170,505833,Co-Accused
2948,1170,516644,Co-Accused
2949,1170,517896,Main Accused
2950,1170,511240,Main Accused
2951,1171,504567,Co-Accused
2952,1171,509234,Co-Accused
2953,1172,513924,Main Accused
2954,1172,520670,Main Accused
2955,1172,517169,Main Accused
2956,1172,513645,Main Accused
2957,1173,521668,Main Accused
2958,1174,502957,Co-Accused
2959,1174,509679,Main Accused
2960,1175,508694,Main Accused
2961,1176,516267,Main Accused
2962,1176,509115,Main Accused
2963,1176,500011,Co-Accused
2964,1177,501628,Co-Accused
2965,1177,515395,Co-Accused
2966,1177,511989,Main Accused
2967,1178,514717,Co-Accused
2968,1178,510153,Main Accused
2969,1178,523739,Co-Accused
2970,1178,524614,Co-Accused
2971,1179,517835,Co-Accused
2972,1179,511024,Main Accused
2973,1180,510031,Co-Accused
2974,1180,505856,Main Accused
2975,1180,524777,Co-Accused
2976,1180,515237,Main Accused
2977,1181,509257,Co-Accused
2978,1181,509475,Main Accused
2979,1181,520903,Main Accused
2980,1182,511365,Co-Accused
2981,1182,521746,Co-Accused
2982,1182,505265,Main Accused
2983,1183,507002,Co-Accused
2984,1183,517085,Main Accused
2985,1183,520394,Main Accused
2986,1183,506621,Co-Accused
2987,1184,522522,Main Accused
2988,1184,519244,Co-Accused
2989,1184,505201,Co-Accused
2990,1185,513121,Co-Accused
2991,1185,502842,Main Accused
2992,1186,520770,Co-Accused
2993,1186,508798,Main Accused
2994,1186,513612,Co-Accused
2995,1187,522167,Main Accused
2996,1187,511275,Co-Accused
2997,1188,502544,Main Accused
2998,1189,511107,Co-Accused
2999,1190,522213,Co-Accused
3000,1191,514536,Co-Accused
3001,1192,514967,Main Accused
3002,1192,503603,Main Accused
3003,1192,522682,Co-Accused
3004,1193,512582,Main Accused
3005,1193,521084,Main Accused
3006,1193,503663,Main Accused
3007,1194,500458,Co-Accused
3008,1194,512935,Main Accused
3009,1195,506440,Co-Accused
3010,1195,505296,Main Accused
3011,1195,507659,Co-Accused
3012,1196,513887,Co-Accused
3013,1196,514670,Co-Accused
3014,1196,519223,Co-Accused
3015,1196,513214,Co-Accused
3016,1197,501881,Main Accused
3017,1197,520946,Co-Accused
3018,1198,517527,Main Accused
3019,1199,521134,Co-Accused
3020,1200,503910,Co-Accused
3021,1200,512728,Co-Accused
3022,1200,513523,Co-Accused
3023,1201,501673,Co-Accused
3024,1202,507578,Main Accused
3025,1203,512223,Co-Accused
3026,1203,514567,Main Accused
3027,1204,505483,Co-Accused
3028,1205,524583,Co-Accused
3029,1205,507907,Main Accused
3030,1206,500804,Co-Accused
3031,1206,520754,Main Accused
3032,1207,506107,Co-Accused
3033,1207,519302,Co-Accused
3034,1208,524329,Main Accused
3035,1208,522260,Main Accused
3036,1209,520951,Main Accused
3037,1209,511288,Co-Accused
3038,1209,508905,Co-Accused
3039,1209,501552,Main Accused
3040,1210,507300,Co-Accused
3041,1211,509143,Co-Accused
3042,1211,510204,Main Accused
3043,1211,520438,Co-Accused
3044,1212,520145,Main Accused
3045,1212,516425,Main Accused
3046,1212,513881,Main Accused
3047,1213,519972,Main Accused
3048,1214,516499,Main Accused
3049,1214,521378,Co-Accused
3050,1214,502913,Co-Accused
3051,1214,500886,Co-Accused
3052,1215,509792,Co-Accused
3053,1216,508034,Main Accused
3054,1216,505933,Main Accused
3055,1216,501274,Co-Accused
3056,1216,508602,Main Accused
3057,1217,500596,Main Accused
3058,1217,501087,Main Accused
3059,1217,508291,Co-Accused
3060,1217,518819,Main Accused
3061,1218,507837,Main Accused
3062,1219,509129,Co-Accused
3063,1220,518984,Main Accused
3064,1220,517614,Main Accused
3065,1221,500767,Co-Accused
3066,1221,516314,Main Accused
3067,1221,511135,Main Accused
3068,1222,522822,Co-Accused
3069,1222,506020,Main Accused
3070,1222,512784,Co-Accused
3071,1223,513124,Co-Accused
3072,1223,509842,Co-Accused
3073,1223,509297,Main Accused
3074,1224,513236,Main Accused
3075,1225,515519,Co-Accused
3076,1225,503437,Main Accused
3077,1226,518444,Co-Accused
3078,1226,500708,Main Accused
3079,1227,503928,Main Accused
3080,1227,522977,Main Accused
3081,1227,522272,Co-Accused
3082,1228,503128,Co-Accused
3083,1228,519671,Main Accused
3084,1228,508792,Co-Accused
3085,1229,501321,Co-Accused
3086,1229,523999,Main Accused
3087,1229,505712,Main Accused
3088,1229,510033,Main Accused
3089,1230,502749,Co-Accused
3090,1230,517378,Co-Accused
3091,1231,513055,Co-Accused
3092,1231,522350,Main Accused
3093,1231,508778,Co-Accused
3094,1232,515206,Co-Accused
3095,1232,510092,Main Accused
3096,1232,511415,Co-Accused
3097,1232,500692,Main Accused
3098,1233,509933,Main Accused
3099,1233,507797,Co-Accused
3100,1233,511958,Co-Accused
3101,1233,523901,Co-Accused
3102,1234,519067,Main Accused
3103,1234,517130,Co-Accused
3104,1234,521732,Co-Accused
3105,1235,513996,Co-Accused
3106,1236,507642,Co-Accused
3107,1236,510634,Co-Accused
3108,1237,521441,Co-Accused
3109,1237,516906,Co-Accused
3110,1237,517540,Main Accused
3111,1238,519215,Co-Accused
3112,1238,524680,Main Accused
3113,1239,512306,Main Accused
3114,1240,504145,Co-Accused
3115,1241,512210,Co-Accused
3116,1241,512589,Co-Accused
3117,1241,520617,Main Accused
3118,1241,520426,Main Accused
3119,1242,500362,Co-Accused
3120,1242,514371,Main Accused
3121,1242,514118,Main Accused
3122,1242,522500,Co-Accused
3123,1243,522229,Co-Accused
3124,1243,523383,Co-Accused
3125,1243,505861,Main Accused
3126,1244,521403,Co-Accused
3127,1245,513380,Co-Accused
3128,1245,504814,Main Accused
3129,1245,520651,Main Accused
3130,1245,508599,Co-Accused
3131,1246,507532,Co-Accused
3132,1246,511301,Co-Accused
3133,1246,516241,Main Accused
3134,1247,505594,Main Accused
3135,1247,516164,Co-Accused
3136,1247,508258,Co-Accused
3137,1248,510513,Main Accused
3138,1248,523864,Main Accused
3139,1249,504903,Main Accused
3140,1250,502617,Main Accused
3141,1250,524725,Co-Accused
3142,1250,506331,Co-Accused
3143,1251,519236,Co-Accused
3144,1252,520412,Co-Accused
3145,1252,520570,Co-Accused
3146,1253,517454,Co-Accused
3147,1254,508816,Main Accused
3148,1254,508719,Main Accused
3149,1255,504808,Main Accused
3150,1256,516479,Main Accused
3151,1257,504968,Main Accused
3152,1257,514873,Main Accused
3153,1257,512570,Main Accused
3154,1257,513376,Main Accused
3155,1258,507544,Main Accused
3156,1258,514901,Main Accused
3157,1259,508369,Main Accused
3158,1260,517384,Main Accused
3159,1261,516209,Co-Accused
3160,1261,501217,Main Accused
3161,1261,508115,Main Accused
3162,1262,510781,Main Accused
3163,1262,519020,Co-Accused
3164,1262,504701,Main Accused
3165,1262,500910,Co-Accused
3166,1263,507249,Co-Accused
3167,1263,518571,Co-Accused
3168,1263,507149,Main Accused
3169,1263,502543,Main Accused
3170,1264,515186,Main Accused
3171,1264,518537,Co-Accused
3172,1264,515180,Co-Accused
3173,1265,515621,Main Accused
3174,1266,519095,Main Accused
3175,1266,516717,Co-Accused
3176,1267,506002,Co-Accused
3177,1267,523085,Co-Accused
3178,1267,511606,Main Accused
3179,1268,503957,Main Accused
3180,1268,500356,Co-Accused
3181,1268,505888,Co-Accused
3182,1268,524420,Main Accused
3183,1269,516440,Co-Accused
3184,1269,516982,Main Accused
3185,1269,512832,Main Accused
3186,1269,523934,Main Accused
3187,1270,502867,Co-Accused
3188,1270,510307,Main Accused
3189,1271,520482,Co-Accused
3190,1272,500339,Co-Accused
3191,1272,502202,Main Accused
3192,1273,502438,Co-Accused
3193,1273,520977,Co-Accused
3194,1274,504042,Main Accused
3195,1274,509225,Main Accused
3196,1274,517520,Main Accused
3197,1274,506374,Main Accused
3198,1275,518963,Main Accused
3199,1276,500028,Co-Accused
3200,1276,520087,Co-Accused
3201,1276,503463,Main Accused
3202,1276,521635,Main Accused
3203,1277,524124,Main Accused
3204,1277,509232,Co-Accused
3205,1278,523927,Co-Accused
3206,1278,503092,Co-Accused
3207,1278,515036,Co-Accused
3208,1279,522836,Main Accused
3209,1280,514136,Main Accused
3210,1280,506326,Co-Accused
3211,1281,500090,Main Accused
3212,1281,518113,Co-Accused
3213,1282,517851,Main Accused
3214,1282,522018,Main Accused
3215,1282,512296,Main Accused
3216,1283,521522,Co-Accused
3217,1284,522546,Main Accused
3218,1284,510243,Main Accused
3219,1285,517205,Co-Accused
3220,1285,513986,Co-Accused
3221,1285,508529,Main Accused
3222,1286,508042,Main Accused
3223,1286,517503,Main Accused
3224,1286,516252,Co-Accused
3225,1286,516584,Co-Accused
3226,1287,503404,Co-Accused
3227,1287,524910,Main Accused
3228,1287,510015,Main Accused
3229,1287,523777,Main Accused
3230,1288,504139,Co-Accused
3231,1289,502556,Co-Accused
3232,1290,500001,Co-Accused
3233,1290,524529,Main Accused
3234,1290,508391,Co-Accused
3235,1291,503940,Main Accused
3236,1291,507073,Co-Accused
3237,1292,519348,Co-Accused
3238,1293,510715,Co-Accused
3239,1293,516979,Main Accused
3240,1294,506786,Co-Accused
3241,1294,516167,Main Accused
3242,1294,514360,Main Accused
3243,1294,519066,Co-Accused
3244,1295,507077,Co-Accused
3245,1295,514520,Co-Accused
3246,1295,503649,Co-Accused
3247,1296,505172,Main Accused
3248,1296,507747,Co-Accused
3249,1297,511665,Main Accused
3250,1298,517659,Main Accused
3251,1298,508264,Co-Accused
3252,1298,506665,Co-Accused
3253,1298,521957,Main Accused
3254,1299,512910,Co-Accused
3255,1299,508691,Co-Accused
3256,1299,516984,Co-Accused
3257,1299,503032,Co-Accused
3258,1300,515156,Main Accused
3259,1300,501311,Main Accused
3260,1300,501734,Co-Accused
3261,1300,517176,Co-Accused
3262,1301,522518,Co-Accused
3263,1301,502587,Main Accused
3264,1302,523689,Main Accused
3265,1302,514984,Co-Accused
3266,1302,512436,Co-Accused
3267,1302,502544,Co-Accused
3268,1303,505447,Main Accused
3269,1304,510934,Co-Accused
3270,1304,513193,Co-Accused
3271,1305,523561,Main Accused
3272,1306,517854,Co-Accused
3273,1306,520674,Co-Accused
3274,1306,504388,Main Accused
3275,1307,510763,Co-Accused
3276,1307,522676,Co-Accused
3277,1307,521271,Co-Accused
3278,1308,500819,Co-Accused
3279,1308,507834,Main Accused
3280,1308,510008,Co-Accused
3281,1308,510066,Main Accused
3282,1309,524178,Main Accused
3283,1309,501867,Main Accused
3284,1309,502957,Main Accused
3285,1309,520481,Main Accused
3286,1310,512039,Co-Accused
3287,1310,516675,Main Accused
3288,1310,515516,Co-Accused
3289,1311,520748,Main Accused
3290,1312,513723,Co-Accused
3291,1312,521977,Co-Accused
3292,1312,516383,Co-Accused
3293,1313,502983,Main Accused
3294,1313,513772,Main Accused
3295,1313,523069,Co-Accused
3296,1313,524361,Co-Accused
3297,1314,522134,Main Accused
3298,1314,512936,Main Accused
3299,1314,509799,Main Accused
3300,1315,520363,Co-Accused
3301,1315,505691,Co-Accused
3302,1316,506394,Co-Accused
3303,1317,507926,Main Accused
3304,1317,521166,Co-Accused
3305,1317,510783,Main Accused
3306,1318,500086,Co-Accused
3307,1318,517942,Main Accused
3308,1319,520086,Co-Accused
3309,1319,521765,Main Accused
3310,1319,517292,Co-Accused
3311,1320,500672,Co-Accused
3312,1320,518352,Main Accused
3313,1321,515538,Main Accused
3314,1321,501846,Co-Accused
3315,1321,523866,Main Accused
3316,1322,517963,Co-Accused
3317,1322,521771,Main Accused
3318,1322,512662,Co-Accused
3319,1322,504262,Main Accused
3320,1323,520970,Co-Accused
3321,1323,518748,Main Accused
3322,1324,500699,Main Accused
3323,1324,512087,Co-Accused
3324,1324,515187,Co-Accused
3325,1324,520423,Main Accused
3326,1325,516669,Main Accused
3327,1326,522478,Main Accused
3328,1326,511277,Co-Accused
3329,1327,524810,Co-Accused
3330,1327,522245,Main Accused
3331,1328,519533,Main Accused
3332,1328,516443,Co-Accused
3333,1328,518458,Main Accused
3334,1329,522160,Main Accused
3335,1329,510171,Main Accused
3336,1329,509671,Main Accused
3337,1330,504018,Co-Accused
3338,1331,506504,Main Accused
3339,1331,522247,Co-Accused
3340,1331,519126,Main Accused
3341,1332,521415,Co-Accused
3342,1333,513211,Main Accused
3343,1333,500860,Co-Accused
3344,1333,522687,Main Accused
3345,1334,510829,Main Accused
3346,1334,522694,Co-Accused
3347,1334,509636,Main Accused
3348,1334,505272,Co-Accused
3349,1335,514742,Main Accused
3350,1335,508052,Co-Accused
3351,1335,517626,Co-Accused
3352,1336,506170,Co-Accused
3353,1337,521962,Co-Accused
3354,1338,521368,Co-Accused
3355,1338,508690,Main Accused
3356,1338,502503,Main Accused
3357,1339,507850,Main Accused
3358,1339,522507,Main Accused
3359,1339,514597,Co-Accused
3360,1340,509881,Co-Accused
3361,1340,520347,Co-Accused
3362,1340,511399,Main Accused
3363,1341,512139,Main Accused
3364,1342,507149,Co-Accused
3365,1342,504827,Main Accused
3366,1343,516148,Main Accused
3367,1344,505483,Co-Accused
3368,1344,502473,Main Accused
3369,1344,522913,Main Accused
3370,1345,513100,Co-Accused
3371,1345,518334,Main Accused
3372,1346,522544,Co-Accused
3373,1347,502599,Co-Accused
3374,1347,512119,Co-Accused
3375,1347,511235,Co-Accused
3376,1347,524873,Co-Accused
3377,1348,502361,Co-Accused
3378,1348,523588,Co-Accused
3379,1349,504113,Co-Accused
3380,1349,505007,Main Accused
3381,1349,511006,Co-Accused
3382,1349,519722,Co-Accused
3383,1350,506025,Co-Accused
3384,1350,500579,Main Accused
3385,1350,512078,Main Accused
3386,1350,508292,Co-Accused
3387,1351,516340,Co-Accused
3388,1351,501541,Co-Accused
3389,1352,523459,Co-Accused
3390,1352,518099,Co-Accused
3391,1353,508715,Co-Accused
3392,1353,501741,Co-Accused
3393,1354,523024,Co-Accused
3394,1355,503128,Main Accused
3395,1355,520403,Main Accused
3396,1355,510336,Co-Accused
3397,1356,514878,Main Accused
3398,1356,515437,Co-Accused
3399,1356,520128,Main Accused
3400,1357,512197,Main Accused
3401,1357,524516,Main Accused
3402,1357,515212,Main Accused
3403,1358,509521,Co-Accused
3404,1358,508254,Main Accused
3405,1358,519393,Co-Accused
3406,1358,503593,Co-Accused
3407,1359,502080,Main Accused
3408,1359,514872,Co-Accused
3409,1359,516532,Co-Accused
3410,1359,509438,Main Accused
3411,1360,507413,Main Accused
3412,1361,515070,Main Accused
3413,1361,518894,Co-Accused
3414,1361,521762,Co-Accused
3415,1362,521055,Main Accused
3416,1363,504506,Co-Accused
3417,1363,516397,Main Accused
3418,1363,515303,Main Accused
3419,1364,512160,Main Accused
3420,1364,522683,Main Accused
3421,1365,511692,Main Accused
