CaseID,FIRNumber,CrimeHeadID,CrimeSubHeadID,StationID,OfficerID,VictimID,AccusedID,Date,Weapon,Vehicle,Latitude,Longitude,Priority,ModusOperandi,Status
1035,FIR/2023/001035,5,15,6,100530,502565,503608,2025-01-15,Crowbar,Auto,12.978628,77.600368,Critical,Vehicle Lock Break,Pending Trial
1036,FIR/2025/001036,1,1,5,100376,506558,520237,2026-05-25,Unknown,Van,12.946389,77.546584,Critical,Duplicate Key,Pending Trial
1037,FIR/2024/001037,11,37,7,100543,509791,519603,2025-06-17,Crowbar,Van,12.944178,77.609917,High,Online Scam,Under Investigation
1038,FIR/2026/001038,2,7,10,100859,520214,513381,2024-08-14,Crowbar,None,12.954675,77.612299,High,Forced Entry,Charge Sheet Filed
1039,FIR/2026/001039,6,21,5,100400,500189,518448,2023-08-17,Knife,Motorcycle,12.921183,77.570484,High,ATM Skimming,Under Investigation
1040,FIR/2023/001040,4,12,3,100187,507625,520501,2026-01-26,Knife,Scooter,12.949011,77.626538,High,Physical Assault,Pending Trial
1041,FIR/2022/001041,9,31,19,101519,501691,520965,2024-09-17,Crowbar,Motorcycle,12.908438,74.805695,Low,Social Engineering,Charge Sheet Filed
1042,FIR/2022/001042,10,34,16,101275,510217,515005,2025-12-20,Hands,None,12.942351,74.84285,Low,Online Scam,Pending Trial
1043,FIR/2024/001043,11,35,10,100777,506252,516288,2024-02-03,Iron Rod,Van,12.936346,77.59686,High,Duplicate Key,Under Investigation
1044,FIR/2023/001044,2,6,20,101601,516396,514443,2026-11-23,Crowbar,Auto,12.895416,74.846838,Medium,Online Scam,Charge Sheet Filed
1045,FIR/2022/001045,2,6,20,101611,517603,515113,2023-01-28,Stick,Truck,12.924898,74.864902,Medium,ATM Skimming,Closed
1046,FIR/2025/001046,3,9,17,101356,512502,507179,2022-07-19,Stick,Car,12.920485,74.861944,Critical,ATM Skimming,Charge Sheet Filed
1047,FIR/2022/001047,12,38,11,100939,508140,501145,2024-12-30,Knife,Scooter,12.340298,76.59825,Low,Knife Attack,Under Investigation
1048,FIR/2022/001048,10,33,6,100438,504759,518084,2026-08-04,Pistol,Motorcycle,12.985053,77.579976,Low,Duplicate Key,Under Investigation
1049,FIR/2023/001049,7,23,18,101413,500135,518895,2023-03-23,Iron Rod,Truck,12.914928,74.869138,Low,Vehicle Lock Break,Under Investigation
1050,FIR/2024/001050,8,26,1,100005,522071,510908,2023-09-20,Pistol,Van,12.98441,77.548291,High,Social Engineering,Closed
1051,FIR/2024/001051,5,16,10,100838,509570,513961,2024-03-06,Iron Rod,Auto,12.944206,77.583925,Low,Vehicle Lock Break,Under Investigation
1052,FIR/2025/001052,5,15,2,100149,523804,514193,2024-10-07,Iron Rod,Scooter,12.975702,77.587001,Low,Forced Entry,Charge Sheet Filed
1053,FIR/2026/001053,5,16,10,100824,501088,522205,2023-12-17,Pistol,Truck,12.972354,77.600597,Critical,Duplicate Key,Closed
1054,FIR/2023/001054,6,22,2,100104,520670,504211,2024-04-05,Iron Rod,None,12.951949,77.609622,High,Online Scam,Charge Sheet Filed
1055,FIR/2023/001055,1,4,17,101378,511353,522914,2024-08-13,Iron Rod,None,12.897261,74.843759,Critical,Duplicate Key,Closed
1056,FIR/2023/001056,8,26,14,101123,516203,504812,2026-05-22,Iron Rod,Van,12.296073,76.661399,High,Duplicate Key,Closed
1057,FIR/2025/001057,5,14,12,100965,515022,516651,2025-12-16,Hands,Scooter,12.335794,76.663883,High,Firearm,Under Investigation
1058,FIR/2026/001058,11,35,7,100607,503341,506512,2025-07-22,Pistol,Auto,12.931047,77.625781,Low,Vehicle Lock Break,Charge Sheet Filed
1059,FIR/2023/001059,1,4,6,100493,504310,520836,2026-10-13,Iron Rod,Motorcycle,13.011008,77.570649,Critical,Vehicle Lock Break,Under Investigation
1060,FIR/2026/001060,1,3,13,101064,502979,508255,2023-01-13,Pistol,Van,12.294478,76.651605,Low,Social Engineering,Under Investigation
1061,FIR/2022/001061,7,24,11,100931,514377,507360,2023-12-11,Knife,Car,12.354919,76.637399,Critical,Duplicate Key,Pending Trial
1062,FIR/2025/001062,8,26,14,101166,509935,518153,2024-10-07,Unknown,Scooter,12.249637,76.641171,Critical,Poisoning,Charge Sheet Filed
1063,FIR/2024/001063,7,25,11,100908,515711,509012,2024-01-16,Hands,Car,12.309759,76.604694,Low,Knife Attack,Charge Sheet Filed
1064,FIR/2026/001064,8,27,11,100895,511909,519556,2024-07-03,Pistol,Car,12.308461,76.583384,High,Knife Attack,Under Investigation
1065,FIR/2026/001065,8,27,15,101209,505776,504311,2022-02-18,Knife,None,12.316742,76.639915,Low,Firearm,Under Investigation
1066,FIR/2023/001066,8,27,18,101423,514540,523554,2023-10-13,Crowbar,Car,12.96221,74.83232,Low,Forced Entry,Under Investigation
1067,FIR/2024/001067,1,4,5,100424,520257,503912,2023-09-29,Stick,Scooter,12.964632,77.551121,High,Knife Attack,Under Investigation
1068,FIR/2025/001068,3,9,17,101354,520810,523520,2024-10-14,Unknown,Truck,12.909121,74.827627,Critical,Fake Identity,Pending Trial
1069,FIR/2022/001069,1,3,19,101471,520183,509693,2024-01-31,Iron Rod,Van,12.953757,74.825345,Critical,Physical Assault,Closed
1070,FIR/2022/001070,9,29,3,100239,504737,520300,2024-05-05,Pistol,None,12.98804,77.59266,High,Duplicate Key,Closed
1071,FIR/2024/001071,6,19,9,100765,504231,508331,2026-04-11,Iron Rod,Van,12.986917,77.553641,Medium,Physical Assault,Charge Sheet Filed
1072,FIR/2025/001072,5,15,5,100354,509658,517366,2025-04-27,Crowbar,Van,12.91611,77.572344,Medium,Physical Assault,Pending Trial
1073,FIR/2025/001073,3,8,1,100055,504914,523683,2024-09-25,Unknown,Van,13.003143,77.589137,Medium,Vehicle Lock Break,Closed
1074,FIR/2026/001074,6,22,17,101374,502157,517950,2025-04-12,Unknown,Auto,12.89402,74.836871,Critical,Firearm,Closed
1075,FIR/2023/001075,10,34,15,101234,509651,503266,2023-02-18,Stick,Auto,12.304641,76.629824,High,Vehicle Lock Break,Closed
1076,FIR/2024/001076,2,5,16,101271,505301,514717,2025-09-06,Pistol,Car,12.952125,74.876509,Low,Vehicle Lock Break,Under Investigation
1077,FIR/2026/001077,12,40,17,101402,510912,506038,2023-10-30,Pistol,Car,12.89856,74.837885,High,Physical Assault,Closed
1078,FIR/2025/001078,11,37,13,101117,514604,517551,2025-07-01,Hands,Car,12.313838,76.685282,Low,Fake Identity,Pending Trial
1079,FIR/2026/001079,7,25,17,101397,506939,520898,2022-07-23,Stick,Motorcycle,12.921385,74.865285,Low,Poisoning,Under Investigation
1080,FIR/2026/001080,9,31,20,101570,521064,515129,2024-05-13,Stick,Truck,12.902304,74.881865,Medium,Online Scam,Closed
1081,FIR/2025/001081,3,10,3,100222,508142,521119,2023-09-07,Iron Rod,Motorcycle,12.983557,77.581138,Medium,Forced Entry,Charge Sheet Filed
1082,FIR/2025/001082,3,8,9,100744,506293,505873,2022-10-17,Unknown,Motorcycle,12.994361,77.56233,Critical,Firearm,Charge Sheet Filed
1083,FIR/2022/001083,7,23,4,100262,515689,515257,2023-10-20,Crowbar,Van,12.9912,77.627256,Critical,ATM Skimming,Closed
1084,FIR/2024/001084,11,35,14,101147,522854,523653,2024-04-13,Crowbar,None,12.259222,76.678789,High,Forced Entry,Closed
1085,FIR/2024/001085,6,19,19,101537,503608,500503,2025-07-22,Hands,Motorcycle,12.951501,74.835094,Critical,Fake Identity,Closed
1086,FIR/2023/001086,8,27,19,101525,514029,507636,2023-10-13,Crowbar,Car,12.908035,74.851696,Medium,ATM Skimming,Under Investigation
1087,FIR/2024/001087,10,33,19,101523,510292,506302,2026-03-26,Crowbar,Van,12.902463,74.848198,Critical,Fake Identity,Under Investigation
1088,FIR/2023/001088,1,1,10,100825,510382,521900,2022-01-06,Unknown,Car,12.965931,77.596906,Low,Vehicle Lock Break,Pending Trial
1089,FIR/2023/001089,3,8,18,101407,506252,522372,2026-08-07,Unknown,Auto,12.915739,74.839093,High,Duplicate Key,Pending Trial
1090,FIR/2023/001090,12,39,10,100801,503522,511088,2026-03-17,Crowbar,Truck,12.957903,77.574573,High,Online Scam,Closed
1091,FIR/2024/001091,1,1,9,100753,500084,502433,2024-09-11,Stick,Motorcycle,12.972591,77.553386,Critical,Social Engineering,Closed
1092,FIR/2022/001092,10,33,8,100671,502185,522739,2024-11-16,Stick,Car,13.008992,77.569042,Low,Vehicle Lock Break,Closed
1093,FIR/2023/001093,12,39,16,101339,502454,517623,2026-08-20,Hands,Motorcycle,12.955193,74.873974,Medium,Physical Assault,Charge Sheet Filed
1094,FIR/2025/001094,1,4,11,100886,504251,520475,2024-10-11,Pistol,None,12.308688,76.635487,High,Firearm,Under Investigation
1095,FIR/2022/001095,1,3,9,100740,519565,502962,2026-12-19,Iron Rod,Car,12.997002,77.549653,Medium,Knife Attack,Charge Sheet Filed
1096,FIR/2024/001096,1,4,9,100709,500901,511054,2024-05-13,Hands,Motorcycle,13.013685,77.565957,High,Firearm,Charge Sheet Filed
1097,FIR/2026/001097,6,19,6,100438,516202,520789,2022-01-28,Crowbar,Truck,13.006146,77.579228,Low,ATM Skimming,Charge Sheet Filed
1098,FIR/2026/001098,3,10,5,100385,506502,506430,2023-06-07,Crowbar,Car,12.9534,77.57161,High,ATM Skimming,Closed
1099,FIR/2025/001099,2,5,1,100020,504360,514531,2023-05-13,Unknown,Auto,12.952354,77.592915,Medium,Duplicate Key,Charge Sheet Filed
1100,FIR/2022/001100,10,33,16,101313,507673,522742,2024-10-22,Knife,Auto,12.942133,74.842836,High,Knife Attack,Under Investigation
1101,FIR/2026/001101,1,3,9,100760,518946,523711,2023-05-27,Knife,Car,12.994438,77.573668,Low,Firearm,Pending Trial
1102,FIR/2023/001102,5,16,14,101154,523486,513456,2026-01-11,Iron Rod,Van,12.295366,76.688628,Low,Forced Entry,Closed
1103,FIR/2026/001103,6,20,16,101338,523142,509868,2026-02-27,Stick,None,12.969621,74.871787,High,Duplicate Key,Closed
1104,FIR/2026/001104,3,8,1,100054,512848,521955,2024-07-13,Crowbar,Scooter,12.986867,77.545439,Critical,Physical Assault,Under Investigation
1105,FIR/2025/001105,2,7,7,100562,502531,523085,2025-08-01,Crowbar,Van,12.949484,77.613552,High,Vehicle Lock Break,Under Investigation
1106,FIR/2025/001106,3,10,20,101592,517926,503049,2024-11-01,Unknown,Motorcycle,12.897841,74.863784,Critical,Forced Entry,Pending Trial
1107,FIR/2023/001107,10,32,15,101208,518877,501435,2026-01-16,Crowbar,Truck,12.292121,76.624511,Low,Online Scam,Charge Sheet Filed
1108,FIR/2026/001108,2,6,3,100230,503373,519913,2026-08-06,Crowbar,Car,12.988299,77.581997,Medium,Physical Assault,Charge Sheet Filed
1109,FIR/2022/001109,10,34,17,101387,507695,515334,2025-02-21,Unknown,Van,12.894199,74.835296,Medium,ATM Skimming,Closed
1110,FIR/2026/001110,12,40,5,100421,522769,508237,2022-08-23,Pistol,Truck,12.920393,77.564969,Low,Forced Entry,Under Investigation
1111,FIR/2026/001111,9,29,9,100728,506295,517404,2025-05-26,Pistol,Auto,13.021637,77.561537,High,Knife Attack,Closed
1112,FIR/2023/001112,1,2,17,101366,517487,512687,2026-10-20,Pistol,None,12.916233,74.844069,High,Firearm,Pending Trial
1113,FIR/2023/001113,7,25,15,101191,518293,514485,2024-04-21,Crowbar,None,12.300277,76.604213,Medium,Duplicate Key,Closed
1114,FIR/2026/001114,8,26,6,100448,502641,510335,2022-02-10,Pistol,Auto,12.967404,77.606869,High,Duplicate Key,Pending Trial
1115,FIR/2026/001115,3,8,3,100203,506353,524001,2023-09-23,Iron Rod,Auto,13.005414,77.613673,Critical,Duplicate Key,Under Investigation
1116,FIR/2024/001116,8,26,16,101305,515602,517815,2022-12-10,Stick,Scooter,12.922984,74.889408,Low,Poisoning,Closed
1117,FIR/2023/001117,4,12,1,100096,513040,509332,2024-05-10,Pistol,Auto,13.001498,77.571444,High,Online Scam,Pending Trial
1118,FIR/2026/001118,8,28,4,100273,504483,502900,2023-01-28,Pistol,Van,12.984197,77.64306,Critical,Firearm,Pending Trial
1119,FIR/2024/001119,6,22,20,101599,512746,502333,2026-01-09,Knife,None,12.932778,74.871146,Low,Firearm,Charge Sheet Filed
1120,FIR/2023/001120,10,32,14,101145,505099,508558,2025-05-08,Stick,Car,12.291674,76.690005,Medium,Firearm,Pending Trial
1121,FIR/2026/001121,1,4,16,101303,500297,507446,2026-09-23,Hands,Motorcycle,12.938235,74.88823,Low,Vehicle Lock Break,Closed
1122,FIR/2025/001122,4,11,5,100341,514464,503060,2024-12-07,Stick,Motorcycle,12.91113,77.592637,Medium,Online Scam,Closed
1123,FIR/2022/001123,10,33,11,100917,519464,513243,2024-02-28,Iron Rod,Motorcycle,12.304919,76.637426,Medium,Fake Identity,Closed
1124,FIR/2024/001124,6,19,2,100159,502480,524115,2026-07-22,Iron Rod,Auto,12.945759,77.587961,Critical,Online Scam,Under Investigation
1125,FIR/2022/001125,7,24,8,100622,508038,504191,2025-08-25,Crowbar,None,12.992345,77.603316,Medium,Duplicate Key,Under Investigation
1126,FIR/2026/001126,1,1,17,101391,504382,509423,2023-01-22,Stick,Van,12.92725,74.835721,Critical,ATM Skimming,Under Investigation
1127,FIR/2026/001127,1,1,8,100668,522286,514701,2024-02-22,Crowbar,Van,13.005238,77.615523,Low,Online Scam,Charge Sheet Filed
1128,FIR/2022/001128,1,1,7,100597,518589,522264,2023-03-28,Unknown,Scooter,12.920973,77.623692,Medium,ATM Skimming,Charge Sheet Filed
1129,FIR/2023/001129,9,29,6,100430,510735,511039,2022-01-12,Knife,Truck,12.974602,77.621043,Low,Knife Attack,Charge Sheet Filed
1130,FIR/2026/001130,11,35,8,100648,510552,507971,2024-05-09,Crowbar,Motorcycle,12.957528,77.619332,High,Duplicate Key,Charge Sheet Filed
1131,FIR/2024/001131,11,37,3,100213,522265,517124,2026-12-24,Pistol,Motorcycle,12.974969,77.573116,Critical,Poisoning,Charge Sheet Filed
1132,FIR/2025/001132,10,32,19,101538,518875,510858,2025-06-02,Hands,Motorcycle,12.921862,74.836061,High,Firearm,Charge Sheet Filed
1133,FIR/2026/001133,10,33,4,100275,505819,508627,2025-10-17,Hands,None,12.97642,77.605098,Critical,Vehicle Lock Break,Under Investigation
1134,FIR/2026/001134,3,9,7,100600,517361,524658,2023-12-20,Crowbar,Auto,12.96071,77.650481,Low,Knife Attack,Closed
1135,FIR/2023/001135,10,34,12,100987,512259,517440,2022-02-20,Crowbar,Motorcycle,12.316468,76.695542,High,Forced Entry,Closed
1136,FIR/2024/001136,1,4,6,100495,517930,522249,2026-06-03,Crowbar,None,12.964355,77.589567,Critical,Online Scam,Closed
1137,FIR/2024/001137,1,1,16,101319,501127,522123,2026-02-19,Hands,Truck,12.935964,74.8718,Medium,Duplicate Key,Closed
1138,FIR/2024/001138,1,2,4,100301,523327,505287,2024-03-10,Knife,Motorcycle,12.979575,77.621557,High,Poisoning,Closed
1139,FIR/2022/001139,12,40,16,101333,500195,522360,2022-06-25,Pistol,None,12.961408,74.890121,Medium,Vehicle Lock Break,Pending Trial
1140,FIR/2024/001140,5,16,3,100254,517108,501720,2024-10-29,Crowbar,None,12.984131,77.594993,Medium,Online Scam,Under Investigation
1141,FIR/2026/001141,2,5,5,100392,520938,516708,2024-09-05,Crowbar,Auto,12.9243,77.557999,Critical,Fake Identity,Under Investigation
1142,FIR/2026/001142,12,40,18,101427,506905,504333,2022-06-04,Hands,None,12.946607,74.872782,Medium,Forced Entry,Under Investigation
1143,FIR/2024/001143,1,4,5,100362,516218,515464,2022-01-30,Hands,Car,12.954261,77.582162,Low,Poisoning,Charge Sheet Filed
1144,FIR/2025/001144,1,2,4,100332,519161,504222,2024-04-04,Stick,Car,12.955633,77.599883,Low,Fake Identity,Under Investigation
1145,FIR/2022/001145,9,31,18,101452,516434,501569,2023-08-30,Iron Rod,Van,12.939795,74.853262,Low,Vehicle Lock Break,Closed
1146,FIR/2023/001146,12,40,5,100379,515652,524131,2026-10-04,Pistol,Motorcycle,12.924647,77.590664,Medium,ATM Skimming,Charge Sheet Filed
1147,FIR/2023/001147,2,6,11,100940,521634,517748,2022-02-03,Iron Rod,Truck,12.309811,76.602723,Critical,Duplicate Key,Closed
1148,FIR/2023/001148,8,28,20,101549,502730,515394,2024-04-01,Pistol,Auto,12.944754,74.863599,Low,Social Engineering,Pending Trial
1149,FIR/2026/001149,3,8,13,101084,517990,503794,2022-02-24,Stick,Motorcycle,12.33575,76.700718,Low,Forced Entry,Closed
1150,FIR/2023/001150,6,19,13,101099,508432,512871,2024-09-28,Stick,Scooter,12.285805,76.698879,Low,Firearm,Under Investigation
1151,FIR/2024/001151,11,36,7,100542,512653,501030,2024-04-01,Crowbar,Scooter,12.906607,77.621776,Critical,Forced Entry,Pending Trial
1152,FIR/2025/001152,9,30,12,101020,519728,508446,2026-04-10,Unknown,Scooter,12.290905,76.66949,Critical,Forced Entry,Charge Sheet Filed
1153,FIR/2022/001153,2,7,13,101082,523420,521646,2025-11-13,Hands,Motorcycle,12.315316,76.686595,Medium,Fake Identity,Pending Trial
1154,FIR/2023/001154,2,7,2,100112,502487,510399,2025-03-11,Hands,Motorcycle,12.982504,77.60153,High,Knife Attack,Charge Sheet Filed
1155,FIR/2023/001155,4,13,12,101011,517355,508096,2025-07-29,Pistol,Truck,12.302084,76.655458,High,Physical Assault,Charge Sheet Filed
1156,FIR/2024/001156,11,35,20,101596,518048,516828,2023-02-16,Knife,Motorcycle,12.926536,74.864172,Medium,Poisoning,Charge Sheet Filed
1157,FIR/2022/001157,7,23,14,101161,514898,519942,2024-04-26,Stick,Truck,12.259545,76.63608,High,Knife Attack,Under Investigation
1158,FIR/2024/001158,5,14,15,101225,507366,510521,2022-07-04,Stick,Auto,12.31928,76.635087,Low,ATM Skimming,Under Investigation
1159,FIR/2022/001159,5,14,5,100373,503351,503815,2024-03-31,Knife,None,12.92862,77.555799,Low,ATM Skimming,Under Investigation
1160,FIR/2022/001160,4,12,5,100402,524159,510155,2026-06-24,Stick,Motorcycle,12.929545,77.552471,Low,Physical Assault,Pending Trial
1161,FIR/2022/001161,8,28,11,100921,503484,510863,2023-08-27,Crowbar,Scooter,12.34387,76.582697,Low,Physical Assault,Charge Sheet Filed
1162,FIR/2025/001162,11,36,10,100859,523341,520786,2023-07-19,Pistol,Auto,12.979981,77.594348,Critical,Duplicate Key,Closed
1163,FIR/2023/001163,10,33,2,100137,501653,519030,2026-03-15,Unknown,None,12.924106,77.619389,Low,Forced Entry,Closed
1164,FIR/2026/001164,2,5,3,100200,503549,502257,2023-03-12,Iron Rod,Auto,12.958995,77.593741,Critical,Poisoning,Charge Sheet Filed
1165,FIR/2025/001165,6,21,20,101559,507776,511806,2024-03-06,Knife,Auto,12.910124,74.836376,Low,Firearm,Charge Sheet Filed
1166,FIR/2023/001166,8,26,2,100127,506039,523181,2022-11-03,Hands,Motorcycle,12.938833,77.600338,Medium,Poisoning,Under Investigation
1167,FIR/2024/001167,6,19,18,101412,515143,515117,2023-01-03,Hands,Auto,12.936908,74.848284,Critical,Poisoning,Charge Sheet Filed
1168,FIR/2022/001168,6,18,8,100649,507064,514460,2024-10-20,Stick,Motorcycle,12.958956,77.626336,Medium,Fake Identity,Pending Trial
1169,FIR/2024/001169,6,19,9,100721,503371,511861,2025-07-17,Hands,Van,12.986507,77.553117,Medium,Forced Entry,Under Investigation
1170,FIR/2025/001170,8,28,16,101325,521732,516047,2025-05-06,Stick,Scooter,12.934656,74.89589,Low,ATM Skimming,Pending Trial
1171,FIR/2024/001171,2,6,18,101438,516332,521056,2022-06-06,Stick,Car,12.931516,74.87151,Medium,Social Engineering,Pending Trial
1172,FIR/2023/001172,6,20,13,101103,521216,516273,2022-06-11,Knife,Motorcycle,12.29093,76.656239,High,Forced Entry,Pending Trial
1173,FIR/2025/001173,4,11,16,101265,524883,509819,2026-04-18,Iron Rod,Van,12.946044,74.901439,High,Firearm,Closed
1174,FIR/2023/001174,9,31,12,100972,515095,521955,2024-02-11,Hands,Van,12.284982,76.697356,High,Forced Entry,Closed
1175,FIR/2026/001175,3,9,14,101127,505204,508605,2024-02-01,Crowbar,Scooter,12.306077,76.645948,Medium,Knife Attack,Under Investigation
1176,FIR/2025/001176,2,5,10,100836,516494,502046,2023-03-02,Iron Rod,Truck,12.936775,77.611446,Medium,Fake Identity,Under Investigation
1177,FIR/2025/001177,8,28,18,101428,502335,519050,2022-06-05,Hands,Auto,12.952652,74.846318,High,Social Engineering,Closed
1178,FIR/2022/001178,12,39,20,101606,517913,519928,2026-05-27,Hands,Truck,12.917508,74.844091,High,Forced Entry,Under Investigation
1179,FIR/2022/001179,11,37,16,101265,500781,510632,2023-10-03,Crowbar,None,12.943418,74.846385,High,Social Engineering,Closed
1180,FIR/2022/001180,9,31,15,101210,523593,508771,2024-05-15,Iron Rod,Truck,12.270261,76.598587,Low,ATM Skimming,Pending Trial
1181,FIR/2022/001181,5,15,16,101290,513162,521871,2024-07-05,Knife,Van,12.935858,74.90125,Critical,ATM Skimming,Closed
1182,FIR/2026/001182,10,34,18,101444,504138,508365,2022-09-21,Crowbar,Car,12.940639,74.857122,Low,Social Engineering,Closed
1183,FIR/2026/001183,9,29,10,100832,519022,500320,2024-01-27,Unknown,Motorcycle,12.928397,77.573193,High,Social Engineering,Under Investigation
1184,FIR/2025/001184,3,9,5,100404,502183,507503,2025-06-25,Iron Rod,Truck,12.911097,77.565265,Medium,Online Scam,Closed
1185,FIR/2024/001185,1,2,8,100661,505529,520698,2023-09-06,Pistol,None,12.96318,77.619819,Low,Vehicle Lock Break,Pending Trial
1186,FIR/2025/001186,5,17,14,101163,506131,522647,2025-02-17,Hands,Truck,12.263845,76.660378,High,Poisoning,Pending Trial
1187,FIR/2024/001187,7,25,16,101286,503724,521759,2023-01-28,Unknown,Auto,12.971247,74.845952,Low,Firearm,Under Investigation
1188,FIR/2023/001188,4,12,12,101055,518127,510754,2025-07-22,Hands,None,12.342673,76.672501,Medium,Physical Assault,Closed
1189,FIR/2026/001189,10,33,9,100736,522656,517996,2025-12-23,Iron Rod,Auto,13.017404,77.54971,High,Online Scam,Charge Sheet Filed
1190,FIR/2026/001190,7,25,19,101534,524358,521991,2026-05-14,Iron Rod,Truck,12.955729,74.837488,High,Duplicate Key,Charge Sheet Filed
1191,FIR/2022/001191,2,5,7,100547,506200,511503,2022-04-09,Unknown,Motorcycle,12.958849,77.632574,High,Online Scam,Pending Trial
1192,FIR/2023/001192,1,2,14,101164,517864,512272,2023-10-15,Pistol,Truck,12.253135,76.664977,High,Fake Identity,Charge Sheet Filed
1193,FIR/2025/001193,4,12,19,101507,504397,502561,2023-09-10,Hands,Car,12.905042,74.829707,Medium,Online Scam,Closed
1194,FIR/2023/001194,7,23,16,101270,512124,522575,2023-04-01,Pistol,None,12.942061,74.889802,High,Knife Attack,Charge Sheet Filed
1195,FIR/2024/001195,10,33,15,101185,523452,514254,2022-11-30,Unknown,Truck,12.273785,76.613014,High,Duplicate Key,Closed
1196,FIR/2023/001196,6,21,7,100615,514486,502680,2025-12-26,Hands,None,12.914655,77.649148,Medium,Social Engineering,Under Investigation
1197,FIR/2025/001197,1,1,12,101017,512883,517632,2022-11-02,Knife,Van,12.291506,76.690246,Critical,ATM Skimming,Closed
1198,FIR/2026/001198,9,30,16,101280,520831,518455,2022-08-09,Iron Rod,None,12.938893,74.863693,Low,Forced Entry,Pending Trial
1199,FIR/2024/001199,11,36,8,100693,501490,518152,2025-05-21,Hands,Van,12.962898,77.592162,Medium,Poisoning,Under Investigation
1200,FIR/2025/001200,1,4,14,101166,503511,510047,2026-10-31,Knife,Motorcycle,12.286468,76.69131,Medium,Fake Identity,Charge Sheet Filed
1201,FIR/2025/001201,12,38,4,100273,502302,524043,2023-10-08,Pistol,Auto,12.988543,77.6415,Medium,Knife Attack,Pending Trial
1202,FIR/2025/001202,9,29,16,101331,505995,516011,2025-09-25,Crowbar,None,12.949127,74.898518,Low,Online Scam,Charge Sheet Filed
1203,FIR/2025/001203,6,22,18,101431,520625,505535,2024-07-23,Crowbar,Truck,12.942589,74.876518,Low,Vehicle Lock Break,Closed
1204,FIR/2022/001204,1,2,3,100217,501208,500989,2023-07-21,Unknown,Auto,12.987461,77.628163,Medium,Fake Identity,Charge Sheet Filed
1205,FIR/2022/001205,10,32,16,101271,506654,500007,2026-11-03,Stick,Van,12.927885,74.899052,Critical,ATM Skimming,Closed
1206,FIR/2022/001206,9,29,5,100352,515609,519778,2023-01-09,Stick,Scooter,12.948208,77.555435,High,Duplicate Key,Closed
1207,FIR/2023/001207,4,13,15,101191,505418,508965,2025-03-19,Hands,Motorcycle,12.315736,76.627056,Low,Fake Identity,Pending Trial
1208,FIR/2026/001208,6,20,3,100196,521274,518557,2024-09-01,Iron Rod,None,12.947466,77.6097,Medium,Firearm,Pending Trial
1209,FIR/2022/001209,1,3,13,101084,505139,500207,2025-01-11,Unknown,Van,12.305903,76.676402,Medium,Social Engineering,Under Investigation
1210,FIR/2023/001210,1,2,12,100986,520346,503280,2024-09-25,Crowbar,Motorcycle,12.300128,76.671579,Low,Vehicle Lock Break,Pending Trial
1211,FIR/2023/001211,8,27,3,100248,503727,524793,2025-01-21,Hands,Motorcycle,12.99218,77.603027,Critical,Knife Attack,Charge Sheet Filed
1212,FIR/2022/001212,6,21,4,100260,520883,503589,2022-02-04,Hands,Auto,12.969216,77.637565,High,Knife Attack,Closed
1213,FIR/2024/001213,1,3,16,101342,508296,516901,2025-03-14,Crowbar,Van,12.949357,74.852752,High,Knife Attack,Pending Trial
1214,FIR/2026/001214,9,29,12,100998,519968,515576,2024-12-31,Hands,Car,12.312427,76.644907,Medium,Vehicle Lock Break,Pending Trial
1215,FIR/2025/001215,12,39,20,101591,523598,505415,2023-03-02,Crowbar,Van,12.912518,74.8406,High,Fake Identity,Pending Trial
1216,FIR/2025/001216,11,36,11,100929,523520,512627,2023-05-26,Pistol,Scooter,12.324989,76.590202,Low,ATM Skimming,Closed
1217,FIR/2023/001217,7,24,5,100415,508612,520851,2022-01-02,Unknown,Car,12.967652,77.543352,Critical,Social Engineering,Pending Trial
1218,FIR/2024/001218,6,18,7,100604,510399,519363,2023-05-25,Knife,Truck,12.935159,77.63401,Low,Poisoning,Under Investigation
1219,FIR/2025/001219,12,39,16,101308,519089,509391,2026-11-07,Hands,Scooter,12.936949,74.884964,Medium,ATM Skimming,Closed
1220,FIR/2022/001220,10,32,1,100004,519160,509743,2022-08-12,Hands,Auto,12.980243,77.583561,High,Poisoning,Closed
1221,FIR/2022/001221,6,19,13,101118,511774,523108,2023-09-12,Stick,Scooter,12.327665,76.691818,Critical,Physical Assault,Under Investigation
1222,FIR/2023/001222,7,25,15,101217,506993,512899,2022-09-13,Iron Rod,Auto,12.292166,76.618333,Medium,ATM Skimming,Charge Sheet Filed
1223,FIR/2025/001223,6,20,5,100388,515340,510201,2026-01-15,Stick,Scooter,12.952249,77.596974,Low,ATM Skimming,Closed
1224,FIR/2026/001224,1,4,6,100511,507370,502078,2026-07-17,Knife,Scooter,13.002408,77.574387,Medium,Fake Identity,Under Investigation
1225,FIR/2023/001225,7,24,16,101339,513546,506873,2023-02-21,Unknown,Car,12.930925,74.866239,Critical,Firearm,Charge Sheet Filed
1226,FIR/2026/001226,8,26,19,101471,501849,503558,2024-12-24,Stick,Truck,12.924421,74.846002,Medium,Fake Identity,Closed
1227,FIR/2026/001227,2,6,12,100996,502906,506175,2024-04-18,Unknown,Auto,12.328226,76.672001,High,Online Scam,Closed
1228,FIR/2024/001228,7,25,15,101236,516934,510918,2022-03-13,Hands,Truck,12.300084,76.625899,Low,Vehicle Lock Break,Charge Sheet Filed
