VehicleID,RegistrationNumber,OwnerPersonID,VehicleType,Brand,Color,ManufactureYear,IsStolen
3048,KA04NU3481,503318,SUV,Hero,Grey,2013,True
3049,KA01XK4093,503320,Scooter,Kia,Green,2015,True
3050,KA01KX5663,503320,Bus,Royal Enfield,Yellow,2014,False
3051,KA03SU9634,503323,Bus,Tata,Red,2019,False
3052,KA05AR1195,503324,Bus,Mahindra,Yellow,2011,False
3053,KA09LL5780,503325,Car,Royal Enfield,Silver,2009,False
3054,KA09FS6376,503325,SUV,Maruti Suzuki,White,2014,True
3055,KA01GP7473,503326,Car,Tata,Black,2024,False
3056,KA02JW3676,503326,Motorcycle,Kia,Green,2019,False
3057,KA01LG4273,503327,Scooter,Honda,Yellow,2023,False
3058,KA01BN8537,503328,Truck,Hyundai,Grey,2009,False
3059,KA11HC9654,503328,Motorcycle,Hero,Yellow,2021,False
3060,KA05JM5264,503329,SUV,Honda,Blue,2010,True
3061,KA04FL4149,503329,Bus,Maruti Suzuki,Black,2014,True
3062,KA01KY3030,503330,Van,TVS,Yellow,2013,False
3063,KA09WQ5505,503330,Van,Bajaj,Grey,2021,True
3064,KA01PE1616,503332,Auto Rickshaw,Kia,Silver,2008,False
3065,KA03IV1723,503333,Van,Honda,Yellow,2021,False
3066,KA19RB8727,503333,Bus,Toyota,Yellow,2020,False
3067,KA11LI2626,503335,SUV,Toyota,Green,2016,False
3068,KA05DL8540,503335,Car,Kia,Yellow,2012,False
3069,KA19EC5298,503338,Van,Mahindra,Red,2015,False
3070,KA19UE6343,503339,Car,Honda,Green,2022,True
3071,KA09HA5982,503340,Scooter,Royal Enfield,White,2019,False
3072,KA11LF4985,503340,Scooter,Kia,Red,2010,True
3073,KA03MZ7825,503342,Auto Rickshaw,Kia,Green,2020,False
3074,KA19WP8476,503345,Car,Honda,Black,2012,True
3075,KA03ZI9465,503345,Bus,Mahindra,Blue,2011,False
3076,KA03VC4528,503346,Car,Tata,Blue,2014,True
3077,KA19SL2922,503347,Scooter,Toyota,Green,2016,False
3078,KA09EV9806,503347,Scooter,Maruti Suzuki,Blue,2015,False
3079,KA19TY1146,503348,Motorcycle,Hero,White,2012,True
3080,KA01EO9882,503348,Auto Rickshaw,Royal Enfield,Green,2009,False
3081,KA02HT4578,503349,Scooter,Toyota,White,2020,False
3082,KA19TZ5958,503349,Scooter,Hyundai,Blue,2011,True
3083,KA09PI4073,503350,Van,Hero,Blue,2009,False
3084,KA01OB4356,503351,SUV,Bajaj,Grey,2008,False
3085,KA02NA2913,503351,Motorcycle,Royal Enfield,Grey,2017,False
3086,KA09TT8887,503359,Scooter,Honda,Grey,2021,True
3087,KA03FK5415,503359,Motorcycle,Hero,Green,2023,False
3088,KA05WV8934,503361,Truck,Bajaj,Yellow,2025,False
3089,KA03GN2332,503362,Car,Bajaj,Silver,2011,False
3090,KA03RV5933,503363,Truck,Kia,Grey,2008,False
3091,KA19XJ7223,503363,Van,Toyota,Grey,2025,False
3092,KA09ZG8886,503364,Van,Mahindra,Blue,2022,False
3093,KA19DI4314,503365,Motorcycle,Honda,Silver,2023,False
3094,KA03XZ2535,503366,Truck,Mahindra,Black,2024,False
3095,KA11PV5145,503366,Motorcycle,Honda,Black,2010,True
3096,KA09KS7329,503367,Truck,Tata,Black,2016,False
3097,KA19CK2058,503367,Auto Rickshaw,Honda,Grey,2013,False
3098,KA09BC7425,503368,Truck,Toyota,Green,2023,False
3099,KA03WO6676,503369,Car,Honda,Grey,2018,False
3100,KA19KE4041,503369,Car,Kia,Grey,2020,False
3101,KA02AA5889,503370,Scooter,TVS,Blue,2023,False
3102,KA03XN5691,503371,Scooter,Tata,Green,2020,False
3103,KA01BB3732,503374,Car,Hyundai,Black,2015,False
3104,KA02BV3827,503374,Van,Kia,Silver,2024,False
3105,KA04VM1363,503377,Auto Rickshaw,Bajaj,Red,2018,False
3106,KA01EW3984,503377,Motorcycle,Toyota,Black,2024,False
3107,KA01EQ3222,503378,SUV,Hero,Green,2022,False
3108,KA05NI4606,503378,Van,Honda,Blue,2019,True
3109,KA11BR4184,503381,Van,Hero,Yellow,2021,True
3110,KA05FE5355,503381,Bus,Toyota,Black,2012,False
3111,KA05DW3681,503387,SUV,Honda,Blue,2010,True
3112,KA03ZS9529,503390,Truck,Toyota,Yellow,2013,False
3113,KA05VF6805,503391,Car,Hero,Red,2018,False
3114,KA04TN8925,503393,SUV,Royal Enfield,Green,2010,True
3115,KA02CB8083,503397,Truck,Bajaj,White,2020,False
3116,KA05XZ8433,503398,Motorcycle,Hyundai,Silver,2019,False
3117,KA04EI2404,503399,Van,Royal Enfield,Green,2019,False
3118,KA02PU3482,503399,SUV,Hyundai,Grey,2015,True
3119,KA03JJ7586,503402,Motorcycle,Hyundai,Green,2020,False
3120,KA09OV5419,503402,Auto Rickshaw,TVS,Blue,2009,False
3121,KA03YX5246,503403,Truck,Kia,Yellow,2016,False
3122,KA03QW9841,503403,Auto Rickshaw,Bajaj,White,2015,True
3123,KA04SW6378,503404,Bus,Honda,Silver,2019,False
3124,KA02AC9527,503404,Truck,TVS,Yellow,2025,False
3125,KA19NG8673,503406,Van,Bajaj,Blue,2024,False
3126,KA01OT3141,503406,SUV,Tata,Green,2021,False
3127,KA01KV4414,503407,Bus,Bajaj,Red,2011,False
3128,KA11HW8738,503408,Bus,Maruti Suzuki,White,2010,False
3129,KA03MI8029,503408,Bus,Maruti Suzuki,Yellow,2012,False
3130,KA02OY2484,503409,Bus,Honda,Blue,2013,True
3131,KA09AF4713,503409,Motorcycle,Tata,White,2010,False
3132,KA09CQ8273,503410,SUV,Hero,Grey,2011,False
3133,KA04WW2882,503412,Auto Rickshaw,Kia,Grey,2013,False
3134,KA09NZ4546,503412,Truck,Mahindra,Yellow,2023,True
3135,KA05QX6786,503413,Bus,Mahindra,Black,2016,False
3136,KA09WS2032,503413,Auto Rickshaw,Honda,Black,2010,True
3137,KA03EH3452,503418,Bus,TVS,Yellow,2022,False
3138,KA03BI8682,503419,Motorcycle,Honda,Blue,2017,False
3139,KA01GA5919,503420,Truck,Bajaj,Grey,2019,True
3140,KA09QH3541,503420,SUV,Kia,Yellow,2014,False
3141,KA11EW6752,503421,SUV,Maruti Suzuki,Blue,2024,False
3142,KA03SH9562,503423,Truck,Mahindra,Yellow,2012,True
3143,KA05MS8253,503423,Bus,Hero,Green,2025,False
3144,KA09OD7312,503424,Auto Rickshaw,Bajaj,Grey,2021,False
3145,KA11AV4654,503425,Motorcycle,Mahindra,Green,2015,False
3146,KA19AN2450,503427,Auto Rickshaw,Maruti Suzuki,Red,2024,False
3147,KA19KA3916,503430,Car,Honda,Blue,2018,False
3148,KA11ZX1632,503431,Scooter,Honda,Black,2011,True
3149,KA19HX1048,503431,SUV,Hero,Yellow,2020,False
3150,KA19PO6939,503434,Van,Mahindra,Silver,2015,False
3151,KA01CX4925,503434,Truck,Bajaj,Red,2021,False
3152,KA01ET7782,503435,Motorcycle,Maruti Suzuki,White,2024,False
3153,KA04SJ2748,503436,Truck,Tata,Silver,2024,False
3154,KA04BK8525,503436,SUV,Honda,Grey,2015,False
3155,KA04EJ6809,503439,Scooter,Bajaj,Grey,2009,True
3156,KA03KC1263,503439,Van,TVS,Red,2025,False
3157,KA11FG1783,503440,Motorcycle,Toyota,Silver,2010,False
3158,KA02VZ5269,503441,Bus,Kia,Red,2013,False
3159,KA19WK2508,503441,Motorcycle,Hyundai,Black,2016,False
3160,KA11PN2848,503443,Car,Royal Enfield,Yellow,2009,False
3161,KA01JX7547,503444,Scooter,TVS,Blue,2018,False
3162,KA03DY3505,503444,SUV,Toyota,Yellow,2019,False
3163,KA05YV5159,503445,Car,Tata,Grey,2021,False
3164,KA05IP7224,503447,Auto Rickshaw,Toyota,Red,2024,False
3165,KA11LX3422,503447,Motorcycle,Maruti Suzuki,White,2014,False
3166,KA09LE1569,503448,Auto Rickshaw,TVS,Blue,2025,True
3167,KA05FM7650,503450,Auto Rickshaw,Tata,Green,2016,False
3168,KA19BX9642,503451,Truck,Honda,Silver,2024,True
3169,KA04SX3887,503451,Auto Rickshaw,Kia,Yellow,2010,False
3170,KA03LF4953,503452,Car,Bajaj,White,2021,False
3171,KA09QY8238,503453,Scooter,Hyundai,White,2016,False
3172,KA11QA7226,503453,Bus,Royal Enfield,Red,2013,False
3173,KA04QX6323,503454,Van,Royal Enfield,Yellow,2010,False
3174,KA05MV4198,503454,Scooter,Toyota,Blue,2014,False
3175,KA03DY3009,503456,SUV,Kia,Black,2019,False
3176,KA03TJ2487,503458,Van,Hyundai,Green,2009,False
3177,KA02US8033,503459,Auto Rickshaw,Hero,Yellow,2013,False
3178,KA01WN1885,503459,Auto Rickshaw,Mahindra,Yellow,2012,False
3179,KA03BB7179,503461,Truck,Hyundai,Yellow,2015,False
3180,KA19OY3287,503464,Van,Toyota,Red,2009,True
3181,KA02YQ9442,503464,Scooter,Mahindra,Blue,2013,False
3182,KA09CG9396,503465,SUV,Maruti Suzuki,Silver,2014,True
3183,KA09EP4071,503465,Scooter,Maruti Suzuki,Grey,2009,False
3184,KA03PW7518,503466,Van,Bajaj,Red,2023,True
3185,KA01PQ5097,503466,Auto Rickshaw,Royal Enfield,Silver,2009,False
3186,KA01ZN3978,503467,Truck,Maruti Suzuki,Yellow,2018,False
3187,KA03DP9089,503468,Motorcycle,Kia,Blue,2025,True
3188,KA04WP4588,503469,Van,Bajaj,Grey,2025,False
3189,KA09WU4483,503470,Auto Rickshaw,Kia,Green,2018,True
3190,KA01FC3839,503470,Auto Rickshaw,Maruti Suzuki,Silver,2014,False
3191,KA05AL8047,503473,Van,Mahindra,Silver,2018,True
3192,KA03GF2323,503474,Auto Rickshaw,Maruti Suzuki,Grey,2021,True
3193,KA11MT7115,503474,Scooter,Honda,Silver,2023,True
3194,KA01FH6485,503475,Auto Rickshaw,Royal Enfield,Green,2014,False
3195,KA09PS9363,503477,SUV,Hyundai,Blue,2012,False
3196,KA03VX9124,503478,Van,Honda,Yellow,2025,False
3197,KA19ZS9133,503478,Scooter,Hero,Grey,2016,False
3198,KA19LA2989,503479,Bus,Mahindra,Red,2014,False
3199,KA11VY8757,503479,Car,Tata,Yellow,2024,False
3200,KA02HL2341,503480,Car,Bajaj,Grey,2008,False
3201,KA01HM3448,503480,Van,Tata,Green,2014,False
3202,KA19AQ8544,503481,Bus,Hyundai,Silver,2021,False
3203,KA02ZY1140,503481,Van,Hero,Yellow,2012,False
3204,KA02YA9427,503482,SUV,Hero,Blue,2010,False
3205,KA01JR7906,503482,Scooter,Royal Enfield,Green,2016,False
3206,KA04OV3035,503485,Car,Tata,Silver,2023,False
3207,KA05NH3027,503485,Van,Maruti Suzuki,White,2015,False
3208,KA01QD5966,503486,Auto Rickshaw,Mahindra,Yellow,2021,False
3209,KA19QR4577,503489,SUV,Hero,White,2025,False
3210,KA19VV4850,503489,Car,TVS,Green,2019,False
3211,KA19US8316,503490,Truck,Royal Enfield,Silver,2016,False
3212,KA03JO3322,503490,SUV,Mahindra,Yellow,2012,False
3213,KA11CY8240,503494,Bus,Kia,Green,2013,True
3214,KA19AM3844,503496,SUV,Hyundai,Silver,2012,False
3215,KA11ZZ7529,503497,Van,Royal Enfield,Green,2018,False
3216,KA19FJ4170,503497,Bus,Kia,Grey,2010,True
3217,KA05BI8733,503498,Motorcycle,Mahindra,Blue,2025,False
3218,KA03SJ9743,503498,Car,Hero,Black,2020,False
3219,KA04IG6657,503499,Truck,Hero,Silver,2011,True
3220,KA04YI5652,503501,Scooter,Royal Enfield,Red,2024,False
3221,KA04JK6393,503502,Truck,Hyundai,Yellow,2017,False
3222,KA02TG6395,503503,Scooter,Kia,Grey,2016,False
3223,KA11SM8966,503506,Scooter,Maruti Suzuki,Yellow,2014,False
3224,KA19TK9018,503506,SUV,Mahindra,Red,2021,False
3225,KA02FN5909,503507,SUV,TVS,White,2013,False
3226,KA05UI2095,503508,SUV,Toyota,Black,2020,False
3227,KA02ZC4856,503508,Auto Rickshaw,Hyundai,Green,2008,False
3228,KA02JI2449,503509,Truck,Tata,Green,2013,True
3229,KA01KK7053,503509,Truck,TVS,Black,2020,False
3230,KA05ST7103,503511,Bus,Royal Enfield,Yellow,2025,False
3231,KA09AW5887,503511,Car,Hero,Black,2016,True
3232,KA01LA7233,503513,SUV,Bajaj,Grey,2019,False
3233,KA02RZ7202,503516,SUV,Kia,Blue,2019,False
3234,KA11EY4463,503517,Van,Hyundai,Grey,2016,True
3235,KA05GV1653,503517,Truck,Royal Enfield,Yellow,2018,False
3236,KA09VT1810,503520,Auto Rickshaw,Maruti Suzuki,Green,2019,False
3237,KA01DX2121,503522,Bus,Kia,White,2014,False
3238,KA02EU4319,503524,Scooter,Hyundai,Silver,2021,True
3239,KA19GR2142,503524,SUV,Toyota,Red,2017,False
3240,KA05SE1366,503529,Car,Royal Enfield,White,2020,False
3241,KA04WN2110,503529,Van,Royal Enfield,Silver,2019,True
3242,KA19VS5086,503530,Truck,Hero,Green,2018,False
3243,KA09ZB9265,503531,Bus,Royal Enfield,Yellow,2011,False
3244,KA19XH9744,503532,Motorcycle,Bajaj,Green,2024,False
3245,KA05MK9667,503533,Truck,Hyundai,White,2017,False
3246,KA04ZL6557,503534,Auto Rickshaw,Hero,Red,2016,True
3247,KA03RX2512,503536,Motorcycle,Bajaj,Silver,2008,False
3248,KA11HO8851,503536,Van,Hero,Green,2025,False
3249,KA01BL2984,503537,SUV,Mahindra,White,2008,False
3250,KA02JE2190,503537,Scooter,Toyota,Black,2019,False
3251,KA04MM6247,503538,Auto Rickshaw,TVS,White,2011,False
3252,KA03EY1513,503541,Car,TVS,White,2008,True
3253,KA04KG4339,503542,SUV,Bajaj,Blue,2025,False
3254,KA09GJ5200,503542,Auto Rickshaw,Maruti Suzuki,Yellow,2024,False
3255,KA04EU2160,503544,Car,Bajaj,Red,2015,False
3256,KA05CB8441,503544,Scooter,Hyundai,Black,2010,False
3257,KA04CS4205,503545,Scooter,TVS,Blue,2011,False
3258,KA01RW8720,503547,Van,Honda,Black,2021,True
3259,KA09FR6256,503547,Auto Rickshaw,Hyundai,Silver,2022,False
3260,KA09DU3457,503549,Van,Royal Enfield,Green,2020,True
3261,KA19QS9441,503550,Bus,Maruti Suzuki,Red,2018,False
3262,KA04LQ9601,503550,Motorcycle,Honda,Red,2021,False
3263,KA02ZE7644,503551,Bus,Maruti Suzuki,Grey,2024,False
3264,KA01YW5633,503554,Bus,Hero,Silver,2008,False
3265,KA04PZ7428,503556,Bus,TVS,Grey,2022,False
3266,KA04BE4890,503556,Bus,Kia,Red,2022,False
3267,KA02GC4650,503558,Truck,Honda,Blue,2023,False
3268,KA05PL8023,503558,Scooter,TVS,Blue,2016,True
3269,KA02VS1602,503561,Van,Toyota,Silver,2020,False
3270,KA02GN3681,503561,Bus,Kia,Black,2021,False
3271,KA19JJ7791,503562,Van,Honda,Green,2020,False
3272,KA04KX7640,503562,Auto Rickshaw,Hyundai,White,2014,False
3273,KA05EZ4838,503563,Van,Hyundai,White,2014,False
3274,KA03PN9055,503563,Van,Mahindra,Silver,2025,False
3275,KA19OI2232,503565,SUV,Toyota,White,2008,False
3276,KA02AA7772,503565,Van,Mahindra,Silver,2024,False
3277,KA02PD5536,503567,Auto Rickshaw,Kia,Silver,2008,False
3278,KA03YW6238,503567,Scooter,Toyota,Silver,2019,True
3279,KA05AW8718,503568,Truck,Hyundai,Silver,2021,False
3280,KA11HL1119,503568,Van,Mahindra,Green,2018,False
3281,KA19MY6484,503570,Van,TVS,Green,2021,False
3282,KA03VU5394,503572,Van,Bajaj,Green,2008,False
3283,KA02XF4620,503573,Auto Rickshaw,Royal Enfield,Blue,2014,False
3284,KA09YR2456,503575,Scooter,Kia,Grey,2011,False
3285,KA03BP6491,503579,Scooter,Hyundai,White,2025,False
3286,KA11AD6159,503579,SUV,Royal Enfield,White,2009,True
3287,KA04HE3705,503580,Truck,Kia,Black,2023,False
3288,KA05PE7106,503581,Scooter,Mahindra,Silver,2008,True
3289,KA01TQ3160,503581,Bus,Royal Enfield,Yellow,2012,True
3290,KA09SZ7957,503584,Van,Hyundai,Black,2012,False
3291,KA03GD3136,503586,Van,Toyota,Yellow,2013,False
3292,KA01UZ3494,503588,Auto Rickshaw,Toyota,Red,2013,False
3293,KA11BJ3150,503590,Van,Honda,Silver,2018,False
3294,KA05MJ2233,503591,Scooter,TVS,Red,2015,False
3295,KA19PN5738,503592,Scooter,Kia,Blue,2018,False
3296,KA11IO7514,503593,Auto Rickshaw,TVS,Red,2011,True
3297,KA19OC4625,503593,Bus,Honda,Blue,2016,False
3298,KA19NM6521,503594,SUV,Toyota,White,2010,False
3299,KA05YZ8020,503595,Truck,Toyota,Red,2013,True
3300,KA11WA6420,503595,SUV,Hyundai,White,2013,True
3301,KA19WU4961,503597,Van,TVS,Blue,2023,False
3302,KA03VK9205,503597,Scooter,Royal Enfield,Green,2025,False
3303,KA19KL2074,503599,Car,Hero,Grey,2022,False
3304,KA19JF1863,503600,Motorcycle,Hero,Blue,2010,False
3305,KA04MO5809,503601,Auto Rickshaw,TVS,Blue,2013,True
3306,KA03OX1043,503601,Truck,Hero,Black,2008,False
3307,KA03QD6974,503602,Van,Hyundai,Black,2013,True
3308,KA03KQ6059,503602,Motorcycle,Mahindra,Red,2017,False
3309,KA03YE4466,503603,Bus,Kia,Red,2012,False
3310,KA02BT9516,503607,Auto Rickshaw,Hyundai,Silver,2021,False
3311,KA19DN6826,503608,Motorcycle,Maruti Suzuki,Yellow,2021,False
3312,KA09CE5537,503611,Motorcycle,Honda,Blue,2020,False
3313,KA03ZT5293,503612,Bus,Hero,Silver,2018,False
3314,KA05DO5206,503612,SUV,TVS,Black,2011,False
3315,KA04AS2781,503613,SUV,Royal Enfield,Black,2008,False
3316,KA02DG4713,503615,Car,Royal Enfield,Red,2010,False
3317,KA02HN6180,503615,Truck,TVS,Yellow,2025,False
3318,KA03NG5240,503616,Motorcycle,Royal Enfield,Yellow,2022,False
3319,KA19XE5430,503616,SUV,Hyundai,White,2017,False
3320,KA04ZP6141,503619,Auto Rickshaw,Hyundai,Yellow,2010,True
3321,KA05LR9364,503619,Auto Rickshaw,Bajaj,Black,2024,False
3322,KA01UC2369,503620,Truck,Royal Enfield,Red,2011,False
3323,KA09GS3253,503620,SUV,Toyota,Blue,2010,True
3324,KA01DI7610,503621,Car,Toyota,Black,2017,False
3325,KA19LS2574,503621,Motorcycle,Kia,Yellow,2008,False
3326,KA05XZ5303,503623,Scooter,TVS,Blue,2024,False
3327,KA11XW7327,503624,Car,Maruti Suzuki,Blue,2011,False
3328,KA02UP6189,503625,Motorcycle,Toyota,Silver,2012,False
3329,KA02KH6197,503627,Van,Maruti Suzuki,Red,2022,True
3330,KA02DB9003,503627,Auto Rickshaw,Tata,Grey,2022,False
3331,KA19HD8504,503628,Bus,Royal Enfield,Black,2010,False
3332,KA02LT5934,503629,Bus,Hyundai,Yellow,2016,False
3333,KA05OG7357,503630,Bus,Tata,Black,2016,False
3334,KA01EA1785,503631,Truck,Maruti Suzuki,Silver,2020,True
3335,KA01XL5191,503632,Truck,Hero,Yellow,2013,True
3336,KA03JF7777,503632,Truck,Maruti Suzuki,Blue,2020,False
3337,KA03AR7248,503633,Truck,Maruti Suzuki,Blue,2021,False
3338,KA01XD7683,503635,Van,Bajaj,Blue,2011,False
3339,KA02TE3621,503635,Bus,Hyundai,Blue,2009,False
3340,KA01LR5227,503637,Car,Maruti Suzuki,Blue,2025,False
3341,KA05KU5072,503638,Bus,Hyundai,Silver,2011,True
3342,KA03OJ3982,503640,Bus,Toyota,Grey,2010,False
3343,KA04AH6803,503640,Truck,TVS,Red,2018,False
3344,KA01LU6881,503641,SUV,Maruti Suzuki,Green,2015,False
3345,KA11GE4196,503641,Auto Rickshaw,Toyota,Black,2016,False
3346,KA05ZX1753,503642,Auto Rickshaw,Mahindra,White,2014,True
3347,KA11HZ6299,503643,Auto Rickshaw,Tata,Blue,2019,False
3348,KA01QB1826,503644,Auto Rickshaw,Bajaj,Silver,2017,False
3349,KA02AV1044,503644,Motorcycle,Honda,White,2019,False
3350,KA09LR5162,503646,Scooter,Tata,White,2021,False
3351,KA05VW5324,503647,Car,Toyota,Blue,2023,False
3352,KA09BJ3700,503647,Auto Rickshaw,Tata,Yellow,2022,False
3353,KA19AH6957,503651,Car,Tata,White,2025,False
3354,KA01NJ1991,503651,Auto Rickshaw,Bajaj,Grey,2011,False
3355,KA19QT8868,503652,Car,Bajaj,Blue,2024,False
3356,KA04QM2371,503653,Bus,TVS,Black,2021,False
3357,KA11CW9922,503654,Scooter,TVS,Black,2008,True
3358,KA19KF8086,503655,Scooter,Mahindra,Green,2018,True
3359,KA03TN6651,503656,Truck,TVS,Green,2019,False
3360,KA19WQ1300,503656,Van,Bajaj,Blue,2012,False
3361,KA11JX6824,503658,Van,Toyota,Blue,2009,False
3362,KA11UV8102,503659,Scooter,TVS,Silver,2011,True
3363,KA03ZJ2154,503659,Truck,Honda,Grey,2021,False
3364,KA02EF8538,503660,Truck,Kia,Red,2020,False
3365,KA19AQ9528,503660,Car,Toyota,Grey,2023,False
3366,KA04HE5983,503663,Auto Rickshaw,Hyundai,Silver,2016,False
3367,KA11BY7374,503664,Truck,Toyota,Green,2020,False
3368,KA11KJ9449,503667,Bus,Tata,Yellow,2022,False
3369,KA05XR2109,503668,Bus,Hyundai,Silver,2009,True
3370,KA09HI3305,503669,Scooter,Maruti Suzuki,Black,2023,True
3371,KA04IE3259,503669,Scooter,Honda,Grey,2016,False
3372,KA09ZJ9958,503671,SUV,TVS,Silver,2009,True
3373,KA09YS8898,503672,Motorcycle,Royal Enfield,Silver,2017,False
3374,KA01AO8656,503673,Van,Tata,Grey,2025,False
3375,KA04YM4854,503673,Car,Bajaj,Black,2019,False
3376,KA01MF4507,503674,Car,Hyundai,Grey,2017,False
3377,KA05IC5343,503674,Bus,Bajaj,Green,2013,False
3378,KA04BH6546,503675,Auto Rickshaw,Bajaj,Grey,2024,False
3379,KA09MS3663,503675,Auto Rickshaw,Kia,Yellow,2017,True
3380,KA01AT7496,503676,Scooter,Bajaj,Green,2008,False
3381,KA02BY1171,503676,Van,Hero,White,2023,False
3382,KA05QF4319,503677,Car,Honda,Grey,2016,False
3383,KA09AI9366,503678,Truck,Toyota,Black,2019,False
3384,KA11BE9688,503678,Car,Maruti Suzuki,Green,2010,False
3385,KA02ZO7993,503679,Auto Rickshaw,Maruti Suzuki,Silver,2025,False
3386,KA11FO1152,503680,Bus,Toyota,Blue,2016,False
3387,KA04QI9018,503680,Scooter,Toyota,Silver,2010,False
3388,KA04UU7869,503681,Van,Royal Enfield,Black,2017,False
3389,KA09IC8688,503681,Van,Bajaj,Black,2022,False
3390,KA19TY8294,503683,Van,Hyundai,Grey,2012,True
3391,KA02US3411,503685,Motorcycle,Hero,Yellow,2025,False
3392,KA19TS7028,503686,Auto Rickshaw,Bajaj,Grey,2023,False
3393,KA09FW3336,503688,Truck,Bajaj,Yellow,2017,False
3394,KA04NQ6015,503688,Van,Mahindra,Blue,2011,False
3395,KA03RN4307,503689,Scooter,Maruti Suzuki,Grey,2009,False
3396,KA11VV2533,503690,Motorcycle,Kia,Red,2010,False
3397,KA05YC3350,503690,Car,Toyota,Blue,2025,False
3398,KA04KJ7992,503691,Motorcycle,Hero,Green,2019,False
3399,KA05ZL3801,503693,Truck,TVS,Grey,2009,False
3400,KA01VJ4631,503695,Van,Honda,Silver,2008,True
3401,KA11GQ9511,503696,Truck,TVS,Black,2013,False
3402,KA04CK7759,503696,Truck,TVS,Green,2010,False
3403,KA05MX2794,503697,Motorcycle,Toyota,Silver,2014,False
3404,KA11QC1769,503699,Auto Rickshaw,Honda,Silver,2009,False
3405,KA05VC5309,503699,Van,Toyota,Grey,2018,False
3406,KA01AW5961,503700,Bus,TVS,Blue,2017,True
3407,KA05DL9536,503705,Truck,Maruti Suzuki,White,2010,False
3408,KA01RO8393,503705,Auto Rickshaw,Bajaj,Grey,2025,True
3409,KA01QX5172,503706,Motorcycle,Bajaj,Grey,2012,False
3410,KA19YZ3457,503707,Scooter,Toyota,White,2023,False
3411,KA04KY9552,503707,Truck,Hyundai,Blue,2021,False
3412,KA11CW9186,503708,Scooter,Mahindra,White,2024,False
3413,KA19YB7698,503709,Scooter,Tata,Yellow,2023,True
3414,KA02YO7194,503710,Truck,Maruti Suzuki,Red,2017,False
3415,KA11CP8710,503710,Auto Rickshaw,Hyundai,Blue,2025,False
3416,KA02LP6035,503711,Bus,Kia,Green,2021,False
3417,KA02UU9498,503711,Scooter,Hyundai,Red,2020,False
3418,KA05XC6564,503713,SUV,Hyundai,Red,2019,False
3419,KA02HR9091,503713,SUV,Maruti Suzuki,Red,2016,False
3420,KA05IQ5090,503714,Truck,Mahindra,Black,2018,True
3421,KA04VI7260,503717,Bus,Kia,White,2019,False
3422,KA11KO7122,503718,Truck,Mahindra,White,2010,False
3423,KA19TQ1152,503720,Truck,Maruti Suzuki,Red,2016,True
3424,KA02LG3876,503721,Motorcycle,Kia,Grey,2021,False
3425,KA01DC5194,503721,Car,Maruti Suzuki,Red,2011,False
3426,KA19UP9588,503722,SUV,Honda,Red,2016,False
3427,KA03JB9739,503722,Bus,Maruti Suzuki,Yellow,2019,True
3428,KA01XH2386,503724,Car,Tata,Green,2017,True
3429,KA19RA5384,503726,Scooter,Honda,Red,2017,False
3430,KA01DB3630,503726,Motorcycle,Hero,Green,2012,True
3431,KA09DU3419,503727,SUV,Tata,White,2025,False
3432,KA19GF6058,503727,Van,Kia,Red,2019,False
3433,KA09HA2429,503728,Van,Tata,Blue,2013,False
3434,KA11TD5869,503728,Motorcycle,Toyota,Blue,2014,False
3435,KA04VP2724,503729,Motorcycle,Kia,Red,2019,False
3436,KA19WD3007,503729,SUV,TVS,Red,2008,False
3437,KA04TO8536,503730,Bus,Hero,Yellow,2024,False
3438,KA11LH3474,503732,SUV,Kia,Red,2025,False
3439,KA05TW3722,503732,Auto Rickshaw,Tata,Blue,2025,False
3440,KA02UW8616,503735,SUV,Bajaj,Black,2025,False
3441,KA03KQ5657,503735,Scooter,Maruti Suzuki,Blue,2018,False
3442,KA04XR4803,503736,Auto Rickshaw,Bajaj,Black,2025,False
3443,KA11IR8426,503737,Motorcycle,Kia,Green,2010,False
3444,KA19AM9161,503739,Scooter,TVS,Black,2018,False
3445,KA01EQ3830,503740,Truck,Bajaj,Yellow,2014,False
3446,KA11XD5110,503740,SUV,Toyota,Green,2015,False
3447,KA04AI2051,503741,Car,Hyundai,Green,2022,True
3448,KA09EX6468,503741,Bus,Kia,Yellow,2018,False
3449,KA02YN7101,503742,Van,Hero,Green,2008,False
3450,KA19ZT8699,503743,Auto Rickshaw,Royal Enfield,Red,2018,False
3451,KA02ZD4347,503744,SUV,Honda,Red,2009,False
3452,KA02AM5134,503744,Van,Hyundai,Green,2011,False
3453,KA05WY8656,503746,SUV,Mahindra,White,2017,False
3454,KA09CA2571,503746,Van,Hero,Green,2023,True
3455,KA04HI1058,503748,Bus,Hero,Silver,2015,False
3456,KA04JB5892,503749,Motorcycle,Hero,Grey,2022,True
3457,KA03SM2318,503749,Truck,TVS,Blue,2016,False
3458,KA01AG9731,503750,Auto Rickshaw,Royal Enfield,Black,2009,False
3459,KA11II1491,503750,Truck,Maruti Suzuki,Black,2023,False
3460,KA02YX6624,503751,Van,Mahindra,Silver,2014,False
3461,KA01VY1350,503751,SUV,TVS,Red,2017,False
3462,KA01TR6441,503752,Car,TVS,Grey,2014,False
3463,KA03AP4166,503752,Scooter,Tata,Green,2024,False
3464,KA01AY5625,503753,Car,Honda,White,2009,True
3465,KA02KF8309,503756,Bus,Mahindra,Red,2018,True
