WitnessID,CaseID,PersonID,WitnessType,StatementRecorded
1558,813,507852,Eye Witness,True
1559,813,513897,Circumstantial Witness,False
1560,814,509404,Circumstantial Witness,False
1561,814,518147,Eye Witness,True
1562,814,515970,Eye Witness,True
1563,816,505110,Eye Witness,True
1564,816,518280,Eye Witness,False
1565,817,512407,Circumstantial Witness,True
1566,817,509908,Expert Witness,True
1567,818,520330,Circumstantial Witness,True
1568,818,519187,Expert Witness,False
1569,818,513481,Expert Witness,True
1570,818,523488,Circumstantial Witness,True
1571,819,519027,Expert Witness,True
1572,819,511916,Expert Witness,True
1573,820,516179,Expert Witness,False
1574,820,523251,Eye Witness,True
1575,820,512684,Expert Witness,True
1576,821,511838,Eye Witness,False
1577,821,521269,Eye Witness,True
1578,821,519943,Circumstantial Witness,False
1579,822,508634,Expert Witness,False
1580,823,506003,Circumstantial Witness,True
1581,823,502207,Circumstantial Witness,False
1582,823,516022,Expert Witness,True
1583,823,522677,Circumstantial Witness,False
1584,824,500482,Circumstantial Witness,False
1585,824,522014,Circumstantial Witness,False
1586,825,507282,Circumstantial Witness,False
1587,825,503508,Eye Witness,True
1588,827,504286,Eye Witness,True
1589,827,502639,Eye Witness,False
1590,827,504783,Eye Witness,False
1591,827,512355,Eye Witness,False
1592,828,512677,Eye Witness,True
1593,829,508040,Expert Witness,False
1594,829,512662,Expert Witness,False
1595,829,516414,Circumstantial Witness,False
1596,829,505090,Expert Witness,True
1597,830,520531,Circumstantial Witness,False
1598,831,503035,Expert Witness,False
1599,831,524586,Expert Witness,True
1600,831,507789,Circumstantial Witness,True
1601,832,510108,Eye Witness,False
1602,832,513406,Expert Witness,True
1603,832,507563,Expert Witness,True
1604,833,506010,Eye Witness,False
1605,835,512727,Circumstantial Witness,True
1606,835,513845,Eye Witness,True
1607,835,506210,Expert Witness,False
1608,835,500971,Circumstantial Witness,True
1609,838,523432,Expert Witness,True
1610,838,507452,Expert Witness,True
1611,838,518913,Eye Witness,True
1612,839,514497,Expert Witness,True
1613,839,509187,Circumstantial Witness,False
1614,839,500142,Circumstantial Witness,True
1615,841,518415,Expert Witness,True
1616,841,506389,Eye Witness,True
1617,841,511305,Circumstantial Witness,False
1618,841,501584,Circumstantial Witness,False
1619,842,515825,Circumstantial Witness,True
1620,842,517508,Circumstantial Witness,True
1621,844,508457,Circumstantial Witness,True
1622,844,500205,Eye Witness,False
1623,844,519721,Circumstantial Witness,True
1624,846,520916,Eye Witness,True
1625,846,508292,Circumstantial Witness,True
1626,846,521712,Circumstantial Witness,True
1627,847,518564,Expert Witness,False
1628,847,504526,Expert Witness,True
1629,847,504681,Circumstantial Witness,False
1630,847,500037,Expert Witness,False
1631,848,524919,Circumstantial Witness,False
1632,849,512653,Eye Witness,True
1633,849,518999,Circumstantial Witness,True
1634,851,509803,Eye Witness,True
1635,851,510197,Circumstantial Witness,True
1636,851,503114,Eye Witness,False
1637,851,521869,Expert Witness,True
1638,852,514377,Eye Witness,False
1639,852,503966,Eye Witness,True
1640,852,514908,Expert Witness,False
1641,853,506386,Eye Witness,True
1642,855,520837,Circumstantial Witness,False
1643,855,510287,Eye Witness,True
1644,856,519659,Circumstantial Witness,False
1645,856,515602,Eye Witness,True
1646,856,507794,Expert Witness,True
1647,856,502106,Expert Witness,False
1648,857,514274,Expert Witness,True
1649,857,505873,Circumstantial Witness,False
1650,857,500131,Eye Witness,False
1651,857,508492,Eye Witness,False
1652,860,515995,Eye Witness,True
1653,860,518454,Circumstantial Witness,False
1654,861,524896,Expert Witness,True
1655,861,516998,Eye Witness,False
1656,861,517136,Circumstantial Witness,False
1657,862,502262,Expert Witness,True
1658,862,521630,Expert Witness,False
1659,862,507405,Circumstantial Witness,True
1660,863,514386,Circumstantial Witness,False
1661,863,504886,Circumstantial Witness,False
1662,863,521024,Expert Witness,False
1663,865,513239,Circumstantial Witness,True
1664,867,501529,Expert Witness,True
1665,867,523818,Circumstantial Witness,True
1666,867,518523,Expert Witness,True
1667,868,522231,Circumstantial Witness,False
1668,869,512247,Circumstantial Witness,False
1669,869,517283,Eye Witness,False
1670,870,515268,Circumstantial Witness,True
1671,870,517602,Expert Witness,False
1672,870,523961,Eye Witness,True
1673,870,505711,Circumstantial Witness,False
1674,871,518253,Expert Witness,False
1675,871,522291,Circumstantial Witness,True
1676,872,500223,Eye Witness,True
1677,873,512075,Expert Witness,True
1678,873,523928,Circumstantial Witness,True
1679,873,501370,Eye Witness,False
1680,873,506884,Eye Witness,True
1681,874,516801,Eye Witness,False
1682,874,516666,Expert Witness,True
1683,874,505635,Eye Witness,False
1684,874,524490,Circumstantial Witness,False
1685,875,509390,Circumstantial Witness,True
1686,875,517786,Eye Witness,False
1687,876,505726,Circumstantial Witness,True
1688,877,523532,Circumstantial Witness,False
1689,877,511288,Eye Witness,True
1690,878,516156,Eye Witness,True
1691,879,503545,Expert Witness,True
1692,879,510352,Eye Witness,True
1693,879,504243,Circumstantial Witness,True
1694,880,514469,Eye Witness,False
1695,880,523723,Expert Witness,False
1696,880,518357,Eye Witness,False
1697,881,500187,Expert Witness,True
1698,881,523691,Expert Witness,True
1699,881,516656,Expert Witness,True
1700,882,501699,Expert Witness,True
1701,882,505052,Expert Witness,True
1702,883,506668,Expert Witness,False
1703,885,519737,Expert Witness,True
1704,885,504512,Circumstantial Witness,True
1705,885,504828,Expert Witness,False
1706,885,512572,Circumstantial Witness,True
1707,886,515460,Circumstantial Witness,False
1708,886,524519,Circumstantial Witness,False
1709,886,506804,Expert Witness,True
1710,887,521328,Expert Witness,True
1711,887,517494,Circumstantial Witness,False
1712,887,508715,Expert Witness,False
1713,888,511448,Eye Witness,False
1714,888,505530,Eye Witness,True
1715,888,524955,Eye Witness,False
1716,888,522351,Expert Witness,True
1717,889,511553,Eye Witness,False
1718,889,505818,Expert Witness,False
1719,889,519475,Circumstantial Witness,False
1720,890,500223,Eye Witness,False
1721,890,504898,Circumstantial Witness,True
1722,891,524918,Circumstantial Witness,False
1723,891,506290,Eye Witness,False
1724,893,513826,Eye Witness,False
1725,893,521739,Eye Witness,False
1726,893,517428,Eye Witness,True
1727,894,506548,Circumstantial Witness,False
1728,894,522767,Eye Witness,False
1729,894,519355,Eye Witness,False
1730,895,522293,Expert Witness,True
1731,895,521221,Eye Witness,True
1732,895,502229,Eye Witness,True
1733,897,517313,Circumstantial Witness,False
1734,897,501197,Circumstantial Witness,True
1735,898,517255,Eye Witness,False
1736,898,524313,Expert Witness,True
1737,898,509718,Expert Witness,True
1738,898,507251,Expert Witness,True
1739,899,513931,Expert Witness,True
1740,899,512391,Circumstantial Witness,True
1741,899,506537,Circumstantial Witness,False
1742,899,514888,Eye Witness,True
1743,900,522181,Circumstantial Witness,True
1744,900,519230,Eye Witness,False
1745,900,521190,Eye Witness,False
1746,901,518641,Circumstantial Witness,False
1747,901,514071,Expert Witness,False
1748,901,503986,Circumstantial Witness,True
1749,901,509273,Expert Witness,True
1750,902,503625,Eye Witness,True
1751,902,503276,Expert Witness,True
1752,902,523302,Circumstantial Witness,False
1753,903,518922,Circumstantial Witness,True
1754,903,510067,Expert Witness,False
1755,903,516525,Circumstantial Witness,True
1756,903,513633,Expert Witness,False
1757,904,503917,Eye Witness,True
1758,905,521492,Circumstantial Witness,False
1759,905,501670,Expert Witness,False
1760,906,515816,Circumstantial Witness,False
1761,906,509974,Eye Witness,False
1762,906,501174,Eye Witness,True
1763,907,514847,Eye Witness,True
1764,907,524032,Eye Witness,False
1765,907,511897,Eye Witness,True
1766,907,502211,Circumstantial Witness,True
1767,908,512713,Expert Witness,False
1768,908,511395,Expert Witness,False
1769,908,512273,Eye Witness,True
1770,908,511699,Eye Witness,True
1771,909,501952,Eye Witness,True
1772,910,523104,Eye Witness,False
1773,910,519758,Eye Witness,False
1774,910,517647,Eye Witness,False
1775,911,509406,Circumstantial Witness,False
1776,911,502661,Eye Witness,False
1777,913,516457,Circumstantial Witness,True
1778,914,524293,Circumstantial Witness,False
1779,914,523601,Circumstantial Witness,True
1780,915,500057,Expert Witness,False
1781,915,509255,Expert Witness,True
1782,916,506477,Circumstantial Witness,False
1783,918,500912,Circumstantial Witness,False
1784,919,516663,Circumstantial Witness,False
1785,919,524642,Eye Witness,False
1786,919,523117,Expert Witness,True
1787,920,522517,Eye Witness,False
1788,920,521071,Expert Witness,True
1789,920,512040,Eye Witness,True
1790,920,501435,Expert Witness,True
1791,921,524461,Circumstantial Witness,False
1792,922,521406,Circumstantial Witness,True
1793,924,524023,Eye Witness,False
1794,924,518498,Eye Witness,False
1795,924,517336,Eye Witness,False
1796,925,509600,Circumstantial Witness,True
1797,925,516258,Expert Witness,False
1798,925,523328,Expert Witness,False
1799,928,510576,Eye Witness,False
1800,929,505731,Eye Witness,False
1801,929,522342,Expert Witness,False
1802,929,506161,Eye Witness,False
1803,930,510912,Circumstantial Witness,True
1804,931,507870,Circumstantial Witness,False
1805,931,515307,Expert Witness,True
1806,932,504806,Circumstantial Witness,False
1807,932,517285,Circumstantial Witness,True
1808,932,503984,Circumstantial Witness,False
1809,932,520461,Eye Witness,False
1810,933,517510,Circumstantial Witness,False
1811,933,521531,Circumstantial Witness,True
1812,935,500844,Eye Witness,True
1813,935,504925,Expert Witness,True
1814,936,517822,Expert Witness,False
1815,936,518272,Eye Witness,False
1816,936,501262,Circumstantial Witness,True
1817,937,517786,Expert Witness,True
1818,937,513026,Circumstantial Witness,False
1819,938,519077,Eye Witness,True
1820,939,506230,Circumstantial Witness,True
1821,939,515427,Circumstantial Witness,True
1822,939,513165,Circumstantial Witness,False
1823,940,500978,Eye Witness,True
1824,940,514325,Eye Witness,True
1825,940,514422,Eye Witness,True
1826,940,511825,Expert Witness,False
1827,941,521314,Eye Witness,False
1828,942,507849,Circumstantial Witness,False
1829,942,514743,Circumstantial Witness,True
1830,942,511275,Expert Witness,True
1831,942,509095,Expert Witness,False
1832,944,506681,Expert Witness,True
1833,944,524425,Expert Witness,True
1834,944,509257,Expert Witness,True
1835,945,522705,Eye Witness,True
1836,945,518832,Expert Witness,False
1837,945,500851,Eye Witness,True
1838,945,501092,Expert Witness,False
1839,946,524880,Expert Witness,True
1840,947,502835,Circumstantial Witness,False
1841,947,516301,Circumstantial Witness,True
1842,947,504112,Expert Witness,False
1843,948,505756,Eye Witness,True
1844,948,506535,Expert Witness,False
1845,948,513660,Circumstantial Witness,False
1846,949,503984,Eye Witness,True
1847,949,502586,Circumstantial Witness,True
1848,949,508030,Eye Witness,True
1849,950,513990,Circumstantial Witness,True
1850,950,508359,Eye Witness,False
1851,950,508709,Eye Witness,True
1852,950,506449,Expert Witness,False
1853,951,510899,Expert Witness,False
1854,951,503088,Circumstantial Witness,True
1855,951,502457,Expert Witness,False
1856,952,524618,Eye Witness,False
1857,952,523216,Circumstantial Witness,False
1858,952,516418,Circumstantial Witness,False
1859,953,522898,Circumstantial Witness,False
1860,954,500996,Circumstantial Witness,True
1861,954,500511,Eye Witness,False
1862,954,504012,Eye Witness,True
1863,954,514800,Expert Witness,True
1864,955,523051,Expert Witness,False
1865,955,511069,Expert Witness,False
1866,957,522581,Circumstantial Witness,True
1867,960,506521,Eye Witness,True
1868,960,509835,Circumstantial Witness,False
1869,960,513753,Circumstantial Witness,False
1870,960,510008,Circumstantial Witness,False
1871,961,516384,Eye Witness,True
1872,962,505216,Expert Witness,True
1873,962,514948,Circumstantial Witness,False
1874,962,510931,Expert Witness,False
1875,962,503822,Eye Witness,False
1876,963,510965,Eye Witness,False
1877,963,523951,Eye Witness,False
1878,963,521884,Eye Witness,False
1879,963,500718,Circumstantial Witness,False
1880,964,517873,Expert Witness,False
1881,965,500156,Expert Witness,False
1882,966,501820,Eye Witness,False
1883,966,503049,Eye Witness,False
1884,967,504527,Expert Witness,False
1885,967,524481,Circumstantial Witness,True
1886,968,518079,Expert Witness,True
1887,968,517758,Eye Witness,False
1888,968,514262,Eye Witness,True
1889,968,505048,Expert Witness,True
1890,969,501311,Circumstantial Witness,True
1891,970,507264,Eye Witness,True
1892,970,509074,Circumstantial Witness,True
1893,971,501430,Expert Witness,False
1894,972,524715,Eye Witness,False
1895,973,523870,Circumstantial Witness,True
1896,973,501916,Eye Witness,True
1897,974,509277,Circumstantial Witness,False
1898,974,508810,Circumstantial Witness,True
1899,974,510510,Eye Witness,False
1900,974,516299,Circumstantial Witness,True
1901,975,504723,Eye Witness,True
1902,975,524989,Expert Witness,False
1903,975,509421,Expert Witness,True
1904,976,504706,Eye Witness,False
1905,976,505740,Eye Witness,True
1906,976,509982,Circumstantial Witness,True
1907,976,514537,Circumstantial Witness,False
1908,977,500743,Eye Witness,True
1909,977,510133,Expert Witness,True
1910,977,506268,Circumstantial Witness,True
1911,977,519540,Circumstantial Witness,True
1912,978,516761,Expert Witness,True
1913,979,500490,Eye Witness,False
1914,979,500711,Eye Witness,False
1915,980,504941,Circumstantial Witness,False
1916,980,509902,Expert Witness,False
1917,980,516220,Circumstantial Witness,False
1918,981,507377,Eye Witness,False
1919,981,516773,Eye Witness,False
1920,982,517178,Circumstantial Witness,True
1921,982,509748,Eye Witness,False
1922,982,520322,Expert Witness,False
1923,982,514442,Expert Witness,False
1924,983,516984,Circumstantial Witness,False
1925,983,509488,Eye Witness,True
1926,985,517381,Circumstantial Witness,True
1927,985,517374,Expert Witness,True
1928,985,504333,Eye Witness,True
1929,985,516429,Expert Witness,False
1930,986,517295,Expert Witness,True
1931,987,501347,Expert Witness,False
1932,987,509117,Eye Witness,False
1933,987,502413,Expert Witness,True
1934,988,507465,Circumstantial Witness,False
1935,988,515797,Eye Witness,True
1936,988,500590,Circumstantial Witness,True
1937,989,504568,Expert Witness,False
1938,989,520046,Eye Witness,True
1939,989,518220,Eye Witness,True
1940,990,523373,Expert Witness,True
1941,990,518378,Circumstantial Witness,True
1942,990,505024,Eye Witness,True
1943,990,518748,Eye Witness,False
1944,991,519544,Circumstantial Witness,False
1945,991,509252,Circumstantial Witness,True
1946,992,522514,Eye Witness,False
1947,992,505263,Circumstantial Witness,False
1948,992,523277,Circumstantial Witness,True
1949,992,502001,Circumstantial Witness,False
1950,993,500293,Circumstantial Witness,True
1951,993,506381,Circumstantial Witness,True
1952,994,515183,Eye Witness,False
1953,994,505499,Eye Witness,True
1954,994,502934,Eye Witness,True
1955,995,509496,Expert Witness,False
1956,996,522234,Eye Witness,False
1957,996,524113,Eye Witness,False
1958,996,521560,Circumstantial Witness,False
1959,996,522273,Circumstantial Witness,True
1960,997,501633,Expert Witness,True
1961,997,509371,Circumstantial Witness,True
1962,997,502652,Eye Witness,True
1963,997,514469,Expert Witness,False
1964,998,524151,Circumstantial Witness,True
1965,998,524589,Eye Witness,False
1966,998,501507,Eye Witness,True
1967,999,510138,Expert Witness,True
1968,1000,524182,Eye Witness,True
1969,1000,502685,Eye Witness,True
1970,1000,503850,Expert Witness,False
1971,1001,508789,Eye Witness,True
1972,1001,524326,Eye Witness,False
1973,1001,509243,Eye Witness,False
1974,1002,515722,Eye Witness,False
1975,1002,510813,Expert Witness,True
1976,1002,506422,Circumstantial Witness,False
1977,1003,522878,Circumstantial Witness,False
1978,1004,522670,Circumstantial Witness,False
1979,1004,520623,Eye Witness,False
1980,1004,501161,Circumstantial Witness,True
1981,1005,507267,Circumstantial Witness,True
1982,1005,501024,Circumstantial Witness,False
1983,1006,506913,Eye Witness,True
1984,1006,508839,Circumstantial Witness,False
1985,1007,519045,Eye Witness,False
1986,1007,507673,Circumstantial Witness,True
1987,1007,501567,Expert Witness,True
1988,1008,515961,Expert Witness,True
1989,1008,518898,Expert Witness,True
1990,1009,521510,Eye Witness,False
1991,1010,522987,Eye Witness,True
1992,1010,521687,Eye Witness,True
1993,1010,521665,Circumstantial Witness,False
1994,1011,503753,Expert Witness,False
1995,1011,508408,Circumstantial Witness,True
1996,1011,513917,Expert Witness,False
1997,1013,503354,Eye Witness,True
1998,1013,523204,Circumstantial Witness,False
1999,1014,507416,Circumstantial Witness,False
2000,1015,501940,Eye Witness,True
2001,1015,507330,Expert Witness,True
2002,1016,504242,Eye Witness,True
2003,1016,513072,Circumstantial Witness,True
2004,1016,518559,Circumstantial Witness,False
2005,1017,511663,Eye Witness,True
2006,1017,500344,Expert Witness,True
2007,1018,518002,Circumstantial Witness,True
2008,1018,516193,Expert Witness,True
2009,1019,508447,Eye Witness,True
2010,1019,502749,Eye Witness,False
2011,1019,511442,Eye Witness,False
2012,1019,511088,Circumstantial Witness,False
2013,1020,503269,Eye Witness,True
2014,1022,519135,Circumstantial Witness,False
2015,1022,518504,Circumstantial Witness,True
2016,1022,501625,Eye Witness,True
2017,1022,500941,Expert Witness,True
2018,1024,506499,Eye Witness,False
2019,1024,506985,Eye Witness,True
2020,1026,518329,Eye Witness,True
2021,1026,522761,Eye Witness,True
2022,1027,520883,Circumstantial Witness,False
2023,1027,512306,Circumstantial Witness,False
2024,1027,512062,Eye Witness,True
2025,1027,512823,Circumstantial Witness,True
2026,1028,522524,Eye Witness,False
2027,1028,520380,Expert Witness,True
2028,1028,505626,Circumstantial Witness,True
2029,1029,511026,Expert Witness,False
2030,1029,503644,Expert Witness,True
2031,1029,501540,Eye Witness,False
2032,1029,513718,Circumstantial Witness,False
2033,1030,505980,Expert Witness,False
2034,1030,519600,Eye Witness,True
2035,1031,507858,Expert Witness,False
2036,1031,522131,Circumstantial Witness,False
2037,1031,524171,Expert Witness,True
2038,1033,518337,Circumstantial Witness,False
2039,1033,521814,Circumstantial Witness,False
2040,1033,522231,Circumstantial Witness,False
2041,1033,507516,Eye Witness,True
2042,1035,524591,Circumstantial Witness,True
2043,1035,512783,Eye Witness,False
2044,1035,503597,Eye Witness,False
2045,1036,503240,Expert Witness,True
2046,1036,500704,Expert Witness,True
2047,1036,521667,Expert Witness,False
2048,1038,522091,Circumstantial Witness,True
2049,1038,508345,Circumstantial Witness,False
2050,1039,523100,Expert Witness,False
2051,1039,523407,Expert Witness,True
2052,1040,514768,Eye Witness,False
2053,1040,512272,Circumstantial Witness,False
2054,1040,508314,Eye Witness,True
2055,1041,509270,Circumstantial Witness,False
2056,1041,511772,Expert Witness,False
2057,1042,524860,Expert Witness,True
2058,1042,523133,Expert Witness,True
2059,1042,519105,Eye Witness,False
2060,1043,522688,Eye Witness,True
2061,1046,519049,Circumstantial Witness,False
2062,1047,518099,Circumstantial Witness,True
2063,1048,513819,Expert Witness,True
2064,1048,501496,Expert Witness,True
2065,1048,519081,Circumstantial Witness,False
2066,1049,513852,Eye Witness,True
2067,1049,523867,Eye Witness,True
2068,1049,506949,Expert Witness,True
2069,1051,520385,Circumstantial Witness,False
2070,1052,519243,Eye Witness,False
2071,1052,505952,Eye Witness,True
2072,1052,500284,Eye Witness,True
2073,1053,500066,Eye Witness,True
2074,1053,514031,Circumstantial Witness,True
2075,1053,521943,Eye Witness,False
2076,1053,501788,Circumstantial Witness,True
2077,1054,521165,Eye Witness,True
2078,1054,512409,Eye Witness,True
2079,1054,507089,Eye Witness,True
2080,1056,524394,Eye Witness,True
2081,1056,503136,Expert Witness,True
2082,1056,505328,Expert Witness,False
2083,1057,503421,Expert Witness,False
2084,1057,507587,Circumstantial Witness,False
2085,1057,510316,Expert Witness,True
2086,1058,501743,Expert Witness,True
2087,1058,501117,Eye Witness,False
2088,1058,507074,Eye Witness,False
2089,1058,520618,Expert Witness,False
2090,1059,514871,Eye Witness,False
2091,1059,520487,Expert Witness,False
2092,1059,502116,Circumstantial Witness,False
2093,1059,501009,Expert Witness,True
2094,1060,506420,Eye Witness,False
2095,1061,522212,Expert Witness,True
2096,1061,502795,Expert Witness,True
2097,1061,505846,Circumstantial Witness,False
2098,1061,516061,Expert Witness,False
2099,1062,507780,Expert Witness,False
2100,1062,521424,Eye Witness,False
2101,1062,513409,Circumstantial Witness,True
2102,1062,514195,Expert Witness,False
2103,1063,504334,Circumstantial Witness,True
2104,1064,518804,Expert Witness,False
2105,1065,505687,Eye Witness,False
2106,1065,500768,Eye Witness,True
2107,1065,509851,Circumstantial Witness,True
2108,1065,519725,Circumstantial Witness,False
2109,1066,515571,Eye Witness,True
2110,1066,500341,Eye Witness,True
2111,1066,514202,Circumstantial Witness,True
2112,1066,517175,Circumstantial Witness,False
2113,1067,524761,Eye Witness,False
2114,1068,515242,Circumstantial Witness,False
2115,1068,517731,Circumstantial Witness,False
2116,1068,509884,Circumstantial Witness,True
2117,1069,519374,Expert Witness,True
2118,1069,511994,Expert Witness,True
2119,1069,507400,Eye Witness,True
2120,1069,515792,Eye Witness,False
2121,1070,516437,Expert Witness,False
2122,1070,505066,Expert Witness,True
2123,1070,509758,Expert Witness,False
2124,1071,510809,Eye Witness,False
2125,1073,518065,Circumstantial Witness,True
2126,1073,507277,Circumstantial Witness,True
2127,1073,519594,Circumstantial Witness,True
2128,1075,500941,Eye Witness,False
2129,1075,521141,Eye Witness,False
2130,1076,505840,Expert Witness,True
2131,1076,514994,Eye Witness,False
2132,1078,516543,Eye Witness,False
2133,1079,506569,Circumstantial Witness,True
2134,1079,521215,Expert Witness,False
2135,1079,505680,Eye Witness,False
2136,1079,522454,Circumstantial Witness,True
2137,1080,508033,Eye Witness,False
2138,1080,517556,Circumstantial Witness,False
2139,1080,502151,Eye Witness,False
2140,1080,515909,Circumstantial Witness,True
2141,1081,510605,Expert Witness,True
2142,1082,522713,Circumstantial Witness,False
2143,1082,521215,Eye Witness,False
2144,1082,516817,Expert Witness,True
2145,1082,517533,Circumstantial Witness,True
2146,1084,519951,Eye Witness,False
2147,1085,508874,Expert Witness,False
2148,1086,500228,Expert Witness,True
2149,1087,516481,Eye Witness,True
2150,1087,502464,Eye Witness,False
2151,1088,505190,Circumstantial Witness,True
2152,1088,521714,Circumstantial Witness,False
2153,1088,520481,Expert Witness,False
2154,1088,502007,Eye Witness,False
2155,1089,501828,Eye Witness,False
2156,1089,511760,Circumstantial Witness,True
2157,1090,507165,Eye Witness,False
2158,1092,500755,Circumstantial Witness,True
2159,1092,508479,Circumstantial Witness,False
2160,1093,505934,Circumstantial Witness,False
2161,1093,511357,Expert Witness,True
2162,1094,503275,Expert Witness,True
2163,1095,502587,Eye Witness,True
2164,1096,511529,Eye Witness,False
2165,1096,500322,Expert Witness,False
2166,1096,501605,Eye Witness,False
2167,1098,511290,Eye Witness,False
2168,1099,519385,Expert Witness,True
2169,1099,514876,Circumstantial Witness,True
2170,1099,519508,Circumstantial Witness,True
2171,1100,504464,Circumstantial Witness,True
2172,1100,514884,Eye Witness,False
2173,1101,509791,Eye Witness,False
2174,1102,504728,Expert Witness,False
2175,1102,513392,Circumstantial Witness,False
2176,1102,517688,Circumstantial Witness,True
2177,1102,502320,Expert Witness,False
2178,1103,514905,Eye Witness,False
2179,1103,502826,Eye Witness,True
2180,1103,514802,Expert Witness,False
2181,1103,519998,Eye Witness,False
2182,1104,513022,Expert Witness,True
2183,1105,512821,Expert Witness,False
2184,1105,523019,Expert Witness,True
2185,1106,509911,Circumstantial Witness,True
2186,1106,503906,Expert Witness,True
2187,1106,509135,Circumstantial Witness,False
2188,1106,515642,Expert Witness,False
2189,1107,502856,Eye Witness,True
2190,1107,509366,Eye Witness,True
2191,1107,504475,Circumstantial Witness,True
2192,1107,518738,Expert Witness,True
2193,1109,507276,Eye Witness,True
2194,1109,519608,Circumstantial Witness,True
2195,1109,504957,Circumstantial Witness,False
2196,1110,513417,Eye Witness,True
2197,1111,510420,Circumstantial Witness,True
2198,1111,504055,Eye Witness,True
2199,1111,507567,Expert Witness,False
2200,1111,501196,Expert Witness,True
2201,1112,504825,Circumstantial Witness,True
2202,1112,518155,Eye Witness,True
2203,1113,506682,Eye Witness,True
2204,1113,521559,Circumstantial Witness,False
2205,1114,500737,Circumstantial Witness,False
2206,1114,518657,Expert Witness,True
2207,1114,519570,Eye Witness,True
2208,1115,512786,Expert Witness,False
2209,1116,504952,Expert Witness,True
2210,1116,506796,Circumstantial Witness,True
2211,1116,505826,Eye Witness,False
2212,1117,515824,Eye Witness,True
2213,1117,513826,Circumstantial Witness,False
2214,1117,513085,Expert Witness,True
2215,1118,504238,Eye Witness,True
2216,1118,518640,Eye Witness,True
2217,1118,514061,Expert Witness,True
2218,1119,519353,Eye Witness,False
2219,1119,503362,Expert Witness,True
2220,1119,511269,Circumstantial Witness,True
2221,1120,512825,Expert Witness,True
2222,1120,517512,Eye Witness,False
2223,1120,519935,Expert Witness,False
2224,1121,511941,Expert Witness,True
2225,1121,523695,Expert Witness,False
2226,1121,513932,Eye Witness,True
2227,1122,523435,Expert Witness,False
2228,1122,522288,Expert Witness,False
2229,1122,502038,Circumstantial Witness,False
2230,1122,507018,Eye Witness,False
2231,1123,522367,Eye Witness,False
2232,1123,502735,Circumstantial Witness,False
2233,1123,503112,Expert Witness,True
2234,1125,516851,Eye Witness,False
2235,1128,506620,Eye Witness,False
2236,1128,506757,Eye Witness,False
2237,1128,508351,Circumstantial Witness,False
2238,1128,519765,Expert Witness,False
2239,1129,523440,Eye Witness,True
2240,1129,505034,Expert Witness,False
2241,1130,519148,Expert Witness,False
2242,1130,513391,Eye Witness,True
2243,1130,524890,Expert Witness,False
2244,1131,515981,Eye Witness,False
2245,1132,514927,Expert Witness,False
2246,1133,510863,Eye Witness,True
2247,1134,518216,Circumstantial Witness,True
2248,1135,516748,Eye Witness,False
2249,1135,502174,Expert Witness,False
2250,1135,507292,Circumstantial Witness,False
2251,1135,518597,Expert Witness,True
2252,1136,513522,Expert Witness,True
2253,1136,506011,Expert Witness,True
2254,1136,502333,Expert Witness,False
2255,1136,521711,Expert Witness,True
2256,1137,513135,Expert Witness,False
2257,1137,511877,Expert Witness,False
2258,1137,519085,Eye Witness,False
2259,1137,505427,Expert Witness,True
2260,1138,516959,Circumstantial Witness,True
2261,1138,514910,Circumstantial Witness,False
2262,1138,512996,Expert Witness,True
2263,1139,506061,Eye Witness,True
2264,1139,517455,Expert Witness,True
2265,1139,520716,Circumstantial Witness,False
2266,1140,511502,Eye Witness,False
2267,1140,502775,Eye Witness,True
2268,1140,506872,Expert Witness,True
2269,1140,518993,Eye Witness,False
2270,1141,522034,Circumstantial Witness,True
2271,1141,503035,Circumstantial Witness,True
2272,1141,522211,Circumstantial Witness,True
2273,1141,522023,Expert Witness,True
2274,1142,511653,Eye Witness,False
2275,1143,511216,Expert Witness,False
2276,1143,506847,Expert Witness,True
2277,1143,516890,Eye Witness,False
2278,1144,523958,Eye Witness,False
2279,1144,505942,Circumstantial Witness,True
2280,1144,513572,Circumstantial Witness,True
2281,1145,509525,Circumstantial Witness,False
2282,1145,517840,Circumstantial Witness,True
2283,1147,503948,Circumstantial Witness,False
2284,1147,503698,Expert Witness,True
2285,1148,521234,Circumstantial Witness,True
2286,1148,522847,Expert Witness,False
2287,1148,512253,Eye Witness,False
2288,1148,506287,Eye Witness,True
2289,1150,501188,Expert Witness,False
2290,1150,524159,Circumstantial Witness,True
2291,1152,500549,Eye Witness,True
2292,1152,519107,Eye Witness,False
2293,1152,504113,Circumstantial Witness,False
2294,1152,521732,Eye Witness,False
2295,1153,511076,Eye Witness,False
2296,1153,524056,Eye Witness,True
2297,1153,517098,Expert Witness,False
2298,1153,514425,Circumstantial Witness,False
2299,1154,519183,Circumstantial Witness,False
2300,1154,510847,Eye Witness,True
2301,1154,512071,Eye Witness,True
2302,1155,512804,Expert Witness,False
2303,1155,510574,Eye Witness,True
2304,1155,520248,Expert Witness,False
2305,1155,522835,Expert Witness,True
2306,1156,504578,Expert Witness,True
2307,1158,503346,Eye Witness,False
2308,1158,504326,Expert Witness,True
2309,1158,501669,Eye Witness,True
2310,1158,503221,Eye Witness,True
2311,1159,511339,Expert Witness,True
2312,1160,522027,Eye Witness,False
2313,1160,515050,Expert Witness,False
2314,1161,521864,Expert Witness,False
