CourtCaseID,CaseID,CourtName,JudgeName,HearingCount,Judgement
1063,1063,Belagavi Sessions Court,Justice 303,3,Convicted
1064,1064,Bengaluru Sessions Court,Justice 90,17,Pending
1065,1065,Belagavi Sessions Court,Justice 403,20,Convicted
1066,1066,Hubballi District Court,Justice 292,18,Convicted
1067,1067,Belagavi Sessions Court,Justice 331,17,Acquitted
1068,1068,Mangaluru District Court,Justice 401,4,Acquitted
1069,1069,Hubballi District Court,Justice 280,2,Pending
1070,1070,Hubballi District Court,Justice 497,7,Convicted
1071,1071,Kalaburagi District Court,Justice 455,16,Pending
1072,1072,Belagavi Sessions Court,Justice 300,13,Acquitted
1073,1073,Bengaluru Sessions Court,Justice 179,5,Pending
1074,1074,Mysuru District Court,Justice 49,6,Pending
1075,1075,Bengaluru Sessions Court,Justice 96,19,Convicted
1076,1076,Mangaluru District Court,Justice 23,6,Convicted
1077,1077,Bengaluru Sessions Court,Justice 8,6,Pending
1078,1078,Mangaluru District Court,Justice 303,14,Convicted
1079,1079,Bengaluru Sessions Court,Justice 329,14,Acquitted
1080,1080,Hubballi District Court,Justice 81,17,Pending
1081,1081,Mysuru District Court,Justice 474,9,Acquitted
1082,1082,Bengaluru Sessions Court,Justice 414,11,Acquitted
1083,1083,Mangaluru District Court,Justice 159,10,Convicted
1084,1084,Mysuru District Court,Justice 23,16,Acquitted
1085,1085,Belagavi Sessions Court,Justice 233,2,Convicted
1086,1086,Belagavi Sessions Court,Justice 463,20,Pending
1087,1087,Mangaluru District Court,Justice 236,2,Pending
1088,1088,Mysuru District Court,Justice 275,15,Acquitted
1089,1089,Mysuru District Court,Justice 301,11,Acquitted
1090,1090,Bengaluru Sessions Court,Justice 23,5,Convicted
1091,1091,Hubballi District Court,Justice 346,4,Convicted
1092,1092,Kalaburagi District Court,Justice 151,6,Pending
1093,1093,Hubballi District Court,Justice 173,12,Convicted
1094,1094,Mysuru District Court,Justice 252,13,Pending
1095,1095,Belagavi Sessions Court,Justice 93,10,Convicted
1096,1096,Kalaburagi District Court,Justice 247,7,Acquitted
1097,1097,Mysuru District Court,Justice 250,20,Convicted
1098,1098,Kalaburagi District Court,Justice 423,10,Convicted
1099,1099,Mysuru District Court,Justice 448,2,Acquitted
1100,1100,Mangaluru District Court,Justice 420,14,Convicted
1101,1101,Hubballi District Court,Justice 173,15,Convicted
1102,1102,Belagavi Sessions Court,Justice 229,1,Pending
1103,1103,Mysuru District Court,Justice 4,19,Acquitted
1104,1104,Kalaburagi District Court,Justice 358,17,Acquitted
1105,1105,Hubballi District Court,Justice 205,11,Acquitted
1106,1106,Bengaluru Sessions Court,Justice 397,1,Pending
1107,1107,Bengaluru Sessions Court,Justice 398,19,Acquitted
1108,1108,Bengaluru Sessions Court,Justice 41,12,Pending
1109,1109,Mangaluru District Court,Justice 497,20,Acquitted
1110,1110,Kalaburagi District Court,Justice 107,15,Acquitted
1111,1111,Hubballi District Court,Justice 47,10,Convicted
1112,1112,Mysuru District Court,Justice 64,9,Convicted
1113,1113,Mysuru District Court,Justice 499,3,Acquitted
1114,1114,Bengaluru Sessions Court,Justice 256,5,Pending
1115,1115,Mysuru District Court,Justice 323,19,Acquitted
1116,1116,Mysuru District Court,Justice 321,3,Acquitted
1117,1117,Kalaburagi District Court,Justice 429,16,Acquitted
1118,1118,Belagavi Sessions Court,Justice 84,5,Acquitted
1119,1119,Bengaluru Sessions Court,Justice 31,2,Acquitted
1120,1120,Bengaluru Sessions Court,Justice 312,2,Convicted
1121,1121,Belagavi Sessions Court,Justice 59,19,Acquitted
1122,1122,Belagavi Sessions Court,Justice 379,16,Acquitted
1123,1123,Belagavi Sessions Court,Justice 302,5,Convicted
1124,1124,Belagavi Sessions Court,Justice 74,4,Convicted
1125,1125,Mysuru District Court,Justice 355,5,Convicted
1126,1126,Hubballi District Court,Justice 416,20,Convicted
1127,1127,Belagavi Sessions Court,Justice 333,17,Pending
1128,1128,Hubballi District Court,Justice 75,3,Convicted
1129,1129,Mangaluru District Court,Justice 251,3,Pending
1130,1130,Belagavi Sessions Court,Justice 119,13,Convicted
1131,1131,Kalaburagi District Court,Justice 159,7,Acquitted
1132,1132,Mangaluru District Court,Justice 129,15,Convicted
1133,1133,Kalaburagi District Court,Justice 358,17,Acquitted
1134,1134,Belagavi Sessions Court,Justice 311,9,Acquitted
1135,1135,Kalaburagi District Court,Justice 228,3,Convicted
1136,1136,Mangaluru District Court,Justice 409,18,Acquitted
1137,1137,Mangaluru District Court,Justice 393,4,Acquitted
1138,1138,Bengaluru Sessions Court,Justice 325,9,Acquitted
1139,1139,Hubballi District Court,Justice 429,18,Convicted
1140,1140,Mangaluru District Court,Justice 157,15,Convicted
1141,1141,Bengaluru Sessions Court,Justice 150,8,Pending
1142,1142,Belagavi Sessions Court,Justice 267,19,Pending
1143,1143,Belagavi Sessions Court,Justice 90,2,Acquitted
1144,1144,Mangaluru District Court,Justice 424,9,Convicted
1145,1145,Hubballi District Court,Justice 331,20,Pending
1146,1146,Mangaluru District Court,Justice 142,20,Acquitted
1147,1147,Kalaburagi District Court,Justice 249,17,Acquitted
1148,1148,Mangaluru District Court,Justice 78,7,Pending
1149,1149,Mysuru District Court,Justice 212,17,Pending
1150,1150,Mangaluru District Court,Justice 495,17,Pending
1151,1151,Bengaluru Sessions Court,Justice 190,1,Convicted
1152,1152,Bengaluru Sessions Court,Justice 295,13,Convicted
1153,1153,Bengaluru Sessions Court,Justice 204,6,Pending
1154,1154,Mysuru District Court,Justice 44,5,Convicted
1155,1155,Belagavi Sessions Court,Justice 276,6,Convicted
1156,1156,Hubballi District Court,Justice 180,20,Pending
1157,1157,Bengaluru Sessions Court,Justice 295,4,Acquitted
1158,1158,Mysuru District Court,Justice 287,3,Convicted
1159,1159,Belagavi Sessions Court,Justice 208,17,Convicted
1160,1160,Mysuru District Court,Justice 353,1,Acquitted
1161,1161,Hubballi District Court,Justice 471,7,Pending
1162,1162,Mysuru District Court,Justice 309,6,Acquitted
1163,1163,Belagavi Sessions Court,Justice 347,15,Pending
1164,1164,Belagavi Sessions Court,Justice 107,8,Pending
1165,1165,Belagavi Sessions Court,Justice 421,4,Convicted
1166,1166,Bengaluru Sessions Court,Justice 420,6,Convicted
1167,1167,Hubballi District Court,Justice 62,17,Pending
1168,1168,Kalaburagi District Court,Justice 450,17,Acquitted
1169,1169,Bengaluru Sessions Court,Justice 155,6,Convicted
1170,1170,Kalaburagi District Court,Justice 153,11,Pending
1171,1171,Hubballi District Court,Justice 298,16,Pending
1172,1172,Hubballi District Court,Justice 223,11,Acquitted
1173,1173,Kalaburagi District Court,Justice 39,13,Convicted
1174,1174,Kalaburagi District Court,Justice 68,4,Convicted
1175,1175,Mysuru District Court,Justice 72,7,Pending
1176,1176,Belagavi Sessions Court,Justice 128,6,Convicted
1177,1177,Kalaburagi District Court,Justice 165,13,Convicted
1178,1178,Hubballi District Court,Justice 481,18,Acquitted
1179,1179,Kalaburagi District Court,Justice 304,13,Pending
1180,1180,Mysuru District Court,Justice 439,7,Acquitted
1181,1181,Bengaluru Sessions Court,Justice 358,10,Acquitted
1182,1182,Kalaburagi District Court,Justice 492,8,Convicted
1183,1183,Belagavi Sessions Court,Justice 184,12,Acquitted
1184,1184,Hubballi District Court,Justice 316,15,Convicted
1185,1185,Bengaluru Sessions Court,Justice 102,8,Pending
1186,1186,Mangaluru District Court,Justice 11,16,Convicted
1187,1187,Kalaburagi District Court,Justice 92,17,Convicted
1188,1188,Mangaluru District Court,Justice 389,14,Convicted
1189,1189,Hubballi District Court,Justice 286,11,Convicted
1190,1190,Mangaluru District Court,Justice 303,20,Acquitted
1191,1191,Belagavi Sessions Court,Justice 168,16,Acquitted
1192,1192,Bengaluru Sessions Court,Justice 352,3,Pending
1193,1193,Mangaluru District Court,Justice 48,15,Convicted
1194,1194,Kalaburagi District Court,Justice 300,11,Acquitted
1195,1195,Belagavi Sessions Court,Justice 403,12,Pending
1196,1196,Kalaburagi District Court,Justice 350,5,Pending
1197,1197,Mangaluru District Court,Justice 344,5,Convicted
1198,1198,Mysuru District Court,Justice 280,14,Pending
1199,1199,Bengaluru Sessions Court,Justice 113,9,Acquitted
1200,1200,Belagavi Sessions Court,Justice 451,14,Acquitted
1201,1201,Kalaburagi District Court,Justice 493,1,Convicted
1202,1202,Kalaburagi District Court,Justice 204,2,Pending
1203,1203,Belagavi Sessions Court,Justice 360,13,Pending
1204,1204,Bengaluru Sessions Court,Justice 283,6,Acquitted
1205,1205,Mangaluru District Court,Justice 480,1,Acquitted
1206,1206,Hubballi District Court,Justice 232,13,Acquitted
1207,1207,Mangaluru District Court,Justice 419,16,Pending
1208,1208,Mangaluru District Court,Justice 432,20,Acquitted
1209,1209,Hubballi District Court,Justice 138,4,Acquitted
1210,1210,Mysuru District Court,Justice 452,1,Acquitted
1211,1211,Mangaluru District Court,Justice 398,2,Acquitted
1212,1212,Mangaluru District Court,Justice 255,18,Convicted
1213,1213,Kalaburagi District Court,Justice 14,3,Acquitted
1214,1214,Mysuru District Court,Justice 73,6,Acquitted
1215,1215,Belagavi Sessions Court,Justice 387,17,Acquitted
1216,1216,Hubballi District Court,Justice 112,11,Convicted
1217,1217,Mysuru District Court,Justice 322,18,Acquitted
1218,1218,Hubballi District Court,Justice 219,11,Convicted
1219,1219,Mysuru District Court,Justice 249,20,Acquitted
1220,1220,Belagavi Sessions Court,Justice 394,5,Convicted
1221,1221,Hubballi District Court,Justice 320,13,Acquitted
1222,1222,Bengaluru Sessions Court,Justice 302,11,Convicted
1223,1223,Kalaburagi District Court,Justice 354,14,Pending
1224,1224,Kalaburagi District Court,Justice 263,11,Pending
1225,1225,Hubballi District Court,Justice 103,7,Convicted
1226,1226,Kalaburagi District Court,Justice 273,5,Pending
1227,1227,Mysuru District Court,Justice 409,8,Pending
1228,1228,Mysuru District Court,Justice 12,20,Convicted
1229,1229,Mangaluru District Court,Justice 450,9,Pending
1230,1230,Bengaluru Sessions Court,Justice 66,8,Convicted
1231,1231,Bengaluru Sessions Court,Justice 10,3,Pending
1232,1232,Mangaluru District Court,Justice 381,14,Pending
1233,1233,Belagavi Sessions Court,Justice 139,19,Convicted
1234,1234,Kalaburagi District Court,Justice 79,19,Convicted
1235,1235,Belagavi Sessions Court,Justice 412,7,Acquitted
1236,1236,Mysuru District Court,Justice 155,2,Pending
1237,1237,Mysuru District Court,Justice 150,8,Acquitted
1238,1238,Belagavi Sessions Court,Justice 245,16,Pending
1239,1239,Belagavi Sessions Court,Justice 17,13,Convicted
1240,1240,Mangaluru District Court,Justice 423,12,Convicted
1241,1241,Mangaluru District Court,Justice 443,2,Pending
1242,1242,Mangaluru District Court,Justice 468,18,Pending
1243,1243,Hubballi District Court,Justice 127,6,Convicted
1244,1244,Belagavi Sessions Court,Justice 356,9,Pending
1245,1245,Mangaluru District Court,Justice 273,18,Convicted
1246,1246,Mangaluru District Court,Justice 23,16,Acquitted
1247,1247,Hubballi District Court,Justice 159,13,Pending
1248,1248,Belagavi Sessions Court,Justice 311,10,Acquitted
1249,1249,Mysuru District Court,Justice 331,17,Acquitted
1250,1250,Mangaluru District Court,Justice 360,5,Pending
1251,1251,Hubballi District Court,Justice 55,1,Convicted
1252,1252,Kalaburagi District Court,Justice 406,16,Acquitted
1253,1253,Belagavi Sessions Court,Justice 76,16,Acquitted
1254,1254,Hubballi District Court,Justice 481,2,Convicted
1255,1255,Belagavi Sessions Court,Justice 250,14,Pending
1256,1256,Kalaburagi District Court,Justice 138,4,Acquitted
1257,1257,Bengaluru Sessions Court,Justice 212,6,Acquitted
1258,1258,Bengaluru Sessions Court,Justice 330,9,Pending
1259,1259,Mangaluru District Court,Justice 152,7,Pending
1260,1260,Mysuru District Court,Justice 228,13,Acquitted
1261,1261,Mysuru District Court,Justice 297,2,Convicted
1262,1262,Kalaburagi District Court,Justice 340,7,Acquitted
1263,1263,Bengaluru Sessions Court,Justice 467,13,Pending
1264,1264,Bengaluru Sessions Court,Justice 440,20,Pending
1265,1265,Bengaluru Sessions Court,Justice 112,8,Convicted
1266,1266,Bengaluru Sessions Court,Justice 186,1,Pending
1267,1267,Hubballi District Court,Justice 11,11,Convicted
1268,1268,Bengaluru Sessions Court,Justice 216,2,Pending
1269,1269,Kalaburagi District Court,Justice 448,4,Pending
1270,1270,Mangaluru District Court,Justice 403,16,Convicted
1271,1271,Bengaluru Sessions Court,Justice 421,8,Pending
1272,1272,Mangaluru District Court,Justice 128,11,Pending
1273,1273,Bengaluru Sessions Court,Justice 63,18,Acquitted
1274,1274,Bengaluru Sessions Court,Justice 304,2,Acquitted
1275,1275,Hubballi District Court,Justice 367,1,Acquitted
1276,1276,Hubballi District Court,Justice 28,9,Acquitted
1277,1277,Bengaluru Sessions Court,Justice 130,9,Acquitted
1278,1278,Bengaluru Sessions Court,Justice 490,14,Acquitted
1279,1279,Mysuru District Court,Justice 449,13,Acquitted
1280,1280,Bengaluru Sessions Court,Justice 291,12,Acquitted
1281,1281,Mysuru District Court,Justice 192,17,Acquitted
1282,1282,Mangaluru District Court,Justice 422,18,Convicted
1283,1283,Bengaluru Sessions Court,Justice 341,12,Acquitted
1284,1284,Mysuru District Court,Justice 14,4,Acquitted
1285,1285,Mysuru District Court,Justice 345,12,Convicted
1286,1286,Mysuru District Court,Justice 338,17,Acquitted
1287,1287,Bengaluru Sessions Court,Justice 333,12,Pending
1288,1288,Hubballi District Court,Justice 305,1,Acquitted
1289,1289,Kalaburagi District Court,Justice 150,18,Convicted
1290,1290,Belagavi Sessions Court,Justice 440,13,Pending
1291,1291,Mangaluru District Court,Justice 239,17,Acquitted
1292,1292,Hubballi District Court,Justice 395,19,Convicted
1293,1293,Belagavi Sessions Court,Justice 486,5,Convicted
1294,1294,Kalaburagi District Court,Justice 102,15,Pending
1295,1295,Kalaburagi District Court,Justice 99,19,Pending
1296,1296,Kalaburagi District Court,Justice 386,14,Pending
1297,1297,Mysuru District Court,Justice 446,5,Pending
1298,1298,Bengaluru Sessions Court,Justice 156,4,Acquitted
1299,1299,Bengaluru Sessions Court,Justice 77,12,Convicted
1300,1300,Kalaburagi District Court,Justice 180,19,Pending
1301,1301,Mangaluru District Court,Justice 497,10,Pending
1302,1302,Bengaluru Sessions Court,Justice 305,16,Acquitted
1303,1303,Mysuru District Court,Justice 465,8,Convicted
1304,1304,Belagavi Sessions Court,Justice 269,14,Convicted
1305,1305,Belagavi Sessions Court,Justice 363,5,Convicted
1306,1306,Mysuru District Court,Justice 69,7,Pending
1307,1307,Bengaluru Sessions Court,Justice 413,4,Acquitted
1308,1308,Belagavi Sessions Court,Justice 319,6,Acquitted
1309,1309,Belagavi Sessions Court,Justice 491,17,Convicted
1310,1310,Mangaluru District Court,Justice 450,1,Acquitted
1311,1311,Belagavi Sessions Court,Justice 138,8,Acquitted
1312,1312,Mangaluru District Court,Justice 360,10,Acquitted
1313,1313,Mangaluru District Court,Justice 154,5,Acquitted
1314,1314,Hubballi District Court,Justice 190,18,Acquitted
1315,1315,Kalaburagi District Court,Justice 68,15,Pending
1316,1316,Belagavi Sessions Court,Justice 275,2,Pending
1317,1317,Kalaburagi District Court,Justice 43,18,Convicted
1318,1318,Bengaluru Sessions Court,Justice 497,11,Acquitted
1319,1319,Mangaluru District Court,Justice 231,16,Pending
1320,1320,Mysuru District Court,Justice 270,15,Convicted
1321,1321,Hubballi District Court,Justice 106,20,Acquitted
1322,1322,Belagavi Sessions Court,Justice 350,14,Acquitted
1323,1323,Belagavi Sessions Court,Justice 280,3,Pending
1324,1324,Kalaburagi District Court,Justice 105,20,Pending
1325,1325,Belagavi Sessions Court,Justice 153,20,Convicted
1326,1326,Hubballi District Court,Justice 367,5,Convicted
1327,1327,Mysuru District Court,Justice 229,19,Convicted
1328,1328,Mangaluru District Court,Justice 415,10,Convicted
1329,1329,Hubballi District Court,Justice 157,16,Convicted
1330,1330,Belagavi Sessions Court,Justice 477,9,Convicted
1331,1331,Mangaluru District Court,Justice 123,17,Pending
1332,1332,Mysuru District Court,Justice 214,6,Pending
1333,1333,Kalaburagi District Court,Justice 413,5,Acquitted
1334,1334,Kalaburagi District Court,Justice 111,14,Convicted
1335,1335,Kalaburagi District Court,Justice 139,7,Convicted
1336,1336,Kalaburagi District Court,Justice 279,1,Convicted
1337,1337,Mysuru District Court,Justice 362,17,Acquitted
1338,1338,Belagavi Sessions Court,Justice 231,16,Pending
1339,1339,Kalaburagi District Court,Justice 146,4,Convicted
1340,1340,Bengaluru Sessions Court,Justice 365,1,Acquitted
1341,1341,Mangaluru District Court,Justice 274,16,Pending
1342,1342,Hubballi District Court,Justice 409,10,Acquitted
1343,1343,Kalaburagi District Court,Justice 286,6,Convicted
1344,1344,Bengaluru Sessions Court,Justice 289,15,Convicted
1345,1345,Belagavi Sessions Court,Justice 373,16,Convicted
1346,1346,Mysuru District Court,Justice 11,13,Convicted
1347,1347,Bengaluru Sessions Court,Justice 297,14,Convicted
1348,1348,Belagavi Sessions Court,Justice 450,8,Convicted
1349,1349,Belagavi Sessions Court,Justice 160,2,Pending
1350,1350,Bengaluru Sessions Court,Justice 414,20,Pending
1351,1351,Mangaluru District Court,Justice 496,16,Convicted
1352,1352,Mangaluru District Court,Justice 428,4,Pending
1353,1353,Mysuru District Court,Justice 159,3,Convicted
1354,1354,Mangaluru District Court,Justice 260,3,Convicted
1355,1355,Mysuru District Court,Justice 199,7,Convicted
1356,1356,Hubballi District Court,Justice 218,6,Pending
1357,1357,Mangaluru District Court,Justice 10,18,Acquitted
1358,1358,Mysuru District Court,Justice 334,19,Convicted
1359,1359,Mangaluru District Court,Justice 460,13,Acquitted
1360,1360,Kalaburagi District Court,Justice 321,11,Convicted
1361,1361,Mysuru District Court,Justice 125,5,Pending
1362,1362,Belagavi Sessions Court,Justice 416,11,Acquitted
1363,1363,Hubballi District Court,Justice 60,10,Acquitted
1364,1364,Belagavi Sessions Court,Justice 211,8,Pending
1365,1365,Belagavi Sessions Court,Justice 404,19,Pending
1366,1366,Hubballi District Court,Justice 49,3,Convicted
1367,1367,Bengaluru Sessions Court,Justice 299,9,Acquitted
1368,1368,Mangaluru District Court,Justice 151,19,Pending
1369,1369,Mangaluru District Court,Justice 279,1,Convicted
1370,1370,Bengaluru Sessions Court,Justice 287,2,Acquitted
1371,1371,Mangaluru District Court,Justice 83,13,Convicted
1372,1372,Kalaburagi District Court,Justice 314,15,Pending
1373,1373,Mangaluru District Court,Justice 171,13,Acquitted
1374,1374,Mangaluru District Court,Justice 188,2,Convicted
1375,1375,Mysuru District Court,Justice 495,16,Pending
1376,1376,Kalaburagi District Court,Justice 27,3,Acquitted
1377,1377,Mangaluru District Court,Justice 227,15,Convicted
1378,1378,Hubballi District Court,Justice 165,11,Acquitted
1379,1379,Bengaluru Sessions Court,Justice 93,1,Pending
1380,1380,Belagavi Sessions Court,Justice 229,10,Acquitted
1381,1381,Mangaluru District Court,Justice 146,15,Acquitted
1382,1382,Hubballi District Court,Justice 422,2,Convicted
1383,1383,Mysuru District Court,Justice 273,12,Pending
1384,1384,Mysuru District Court,Justice 160,8,Convicted
1385,1385,Bengaluru Sessions Court,Justice 196,3,Acquitted
1386,1386,Mysuru District Court,Justice 311,16,Pending
1387,1387,Kalaburagi District Court,Justice 124,13,Acquitted
1388,1388,Mysuru District Court,Justice 111,12,Acquitted
1389,1389,Belagavi Sessions Court,Justice 210,5,Acquitted
1390,1390,Bengaluru Sessions Court,Justice 364,13,Convicted
1391,1391,Belagavi Sessions Court,Justice 173,8,Acquitted
1392,1392,Mysuru District Court,Justice 9,2,Pending
1393,1393,Kalaburagi District Court,Justice 476,14,Pending
1394,1394,Mysuru District Court,Justice 95,13,Convicted
1395,1395,Bengaluru Sessions Court,Justice 363,20,Convicted
1396,1396,Kalaburagi District Court,Justice 66,6,Convicted
1397,1397,Hubballi District Court,Justice 292,9,Pending
1398,1398,Kalaburagi District Court,Justice 299,3,Pending
1399,1399,Kalaburagi District Court,Justice 168,15,Pending
1400,1400,Belagavi Sessions Court,Justice 49,9,Acquitted
1401,1401,Bengaluru Sessions Court,Justice 314,1,Pending
1402,1402,Hubballi District Court,Justice 491,20,Acquitted
1403,1403,Mysuru District Court,Justice 374,12,Pending
1404,1404,Bengaluru Sessions Court,Justice 250,18,Pending
1405,1405,Mangaluru District Court,Justice 271,5,Acquitted
1406,1406,Belagavi Sessions Court,Justice 247,6,Pending
1407,1407,Bengaluru Sessions Court,Justice 277,18,Convicted
1408,1408,Mysuru District Court,Justice 414,12,Convicted
1409,1409,Mysuru District Court,Justice 220,5,Pending
1410,1410,Hubballi District Court,Justice 26,6,Convicted
1411,1411,Hubballi District Court,Justice 405,7,Pending
1412,1412,Hubballi District Court,Justice 323,9,Convicted
1413,1413,Kalaburagi District Court,Justice 423,13,Acquitted
1414,1414,Mysuru District Court,Justice 322,16,Acquitted
1415,1415,Bengaluru Sessions Court,Justice 157,16,Acquitted
1416,1416,Mysuru District Court,Justice 276,17,Convicted
1417,1417,Kalaburagi District Court,Justice 285,7,Pending
1418,1418,Kalaburagi District Court,Justice 259,15,Acquitted
1419,1419,Hubballi District Court,Justice 236,12,Acquitted
1420,1420,Belagavi Sessions Court,Justice 388,5,Convicted
1421,1421,Kalaburagi District Court,Justice 360,12,Acquitted
1422,1422,Belagavi Sessions Court,Justice 243,9,Convicted
1423,1423,Mangaluru District Court,Justice 405,4,Convicted
1424,1424,Mangaluru District Court,Justice 285,4,Convicted
1425,1425,Bengaluru Sessions Court,Justice 409,14,Pending
1426,1426,Mysuru District Court,Justice 102,6,Pending
1427,1427,Bengaluru Sessions Court,Justice 345,17,Pending
1428,1428,Mangaluru District Court,Justice 266,18,Convicted
1429,1429,Hubballi District Court,Justice 315,18,Convicted
1430,1430,Kalaburagi District Court,Justice 184,12,Pending
1431,1431,Hubballi District Court,Justice 119,13,Convicted
1432,1432,Bengaluru Sessions Court,Justice 486,9,Convicted
1433,1433,Mysuru District Court,Justice 36,15,Acquitted
1434,1434,Mysuru District Court,Justice 179,6,Convicted
1435,1435,Mangaluru District Court,Justice 110,7,Pending
1436,1436,Mangaluru District Court,Justice 90,10,Convicted
1437,1437,Mangaluru District Court,Justice 472,19,Pending
1438,1438,Bengaluru Sessions Court,Justice 26,8,Pending
1439,1439,Kalaburagi District Court,Justice 402,5,Acquitted
1440,1440,Belagavi Sessions Court,Justice 22,8,Pending
1441,1441,Belagavi Sessions Court,Justice 263,7,Acquitted
1442,1442,Mangaluru District Court,Justice 153,20,Convicted
1443,1443,Hubballi District Court,Justice 274,2,Convicted
1444,1444,Bengaluru Sessions Court,Justice 405,8,Convicted
1445,1445,Kalaburagi District Court,Justice 378,18,Acquitted
1446,1446,Kalaburagi District Court,Justice 23,17,Pending
1447,1447,Hubballi District Court,Justice 48,13,Pending
1448,1448,Hubballi District Court,Justice 318,15,Pending
1449,1449,Bengaluru Sessions Court,Justice 54,11,Acquitted
1450,1450,Mysuru District Court,Justice 120,6,Acquitted
1451,1451,Kalaburagi District Court,Justice 239,3,Acquitted
1452,1452,Kalaburagi District Court,Justice 296,2,Convicted
1453,1453,Mangaluru District Court,Justice 335,2,Convicted
1454,1454,Bengaluru Sessions Court,Justice 178,9,Acquitted
1455,1455,Bengaluru Sessions Court,Justice 431,6,Acquitted
1456,1456,Bengaluru Sessions Court,Justice 56,16,Acquitted
1457,1457,Bengaluru Sessions Court,Justice 292,15,Pending
1458,1458,Hubballi District Court,Justice 198,12,Pending
1459,1459,Kalaburagi District Court,Justice 421,9,Convicted
1460,1460,Bengaluru Sessions Court,Justice 64,12,Convicted
1461,1461,Bengaluru Sessions Court,Justice 183,9,Acquitted
1462,1462,Mangaluru District Court,Justice 85,14,Acquitted
1463,1463,Mysuru District Court,Justice 392,13,Pending
1464,1464,Mangaluru District Court,Justice 48,15,Pending
1465,1465,Mysuru District Court,Justice 337,19,Convicted
1466,1466,Mysuru District Court,Justice 20,2,Acquitted
1467,1467,Mangaluru District Court,Justice 388,13,Acquitted
1468,1468,Mangaluru District Court,Justice 365,5,Pending
1469,1469,Hubballi District Court,Justice 307,11,Convicted
1470,1470,Mangaluru District Court,Justice 211,8,Pending
1471,1471,Belagavi Sessions Court,Justice 317,5,Pending
1472,1472,Mysuru District Court,Justice 46,7,Acquitted
1473,1473,Mangaluru District Court,Justice 197,7,Pending
1474,1474,Mangaluru District Court,Justice 212,4,Convicted
1475,1475,Kalaburagi District Court,Justice 57,4,Pending
1476,1476,Mysuru District Court,Justice 345,2,Convicted
1477,1477,Kalaburagi District Court,Justice 355,19,Acquitted
1478,1478,Belagavi Sessions Court,Justice 82,5,Convicted
1479,1479,Mangaluru District Court,Justice 350,4,Acquitted
1480,1480,Bengaluru Sessions Court,Justice 411,16,Pending
1481,1481,Kalaburagi District Court,Justice 146,10,Acquitted
1482,1482,Belagavi Sessions Court,Justice 336,3,Convicted
1483,1483,Mysuru District Court,Justice 195,5,Acquitted
1484,1484,Bengaluru Sessions Court,Justice 434,12,Acquitted
1485,1485,Kalaburagi District Court,Justice 463,17,Pending
1486,1486,Mangaluru District Court,Justice 467,17,Convicted
1487,1487,Belagavi Sessions Court,Justice 240,1,Convicted
1488,1488,Hubballi District Court,Justice 343,7,Convicted
1489,1489,Hubballi District Court,Justice 351,3,Pending
1490,1490,Kalaburagi District Court,Justice 355,8,Pending
1491,1491,Mangaluru District Court,Justice 475,8,Acquitted
1492,1492,Kalaburagi District Court,Justice 330,1,Pending
1493,1493,Mangaluru District Court,Justice 65,6,Convicted
1494,1494,Kalaburagi District Court,Justice 300,11,Pending
1495,1495,Bengaluru Sessions Court,Justice 66,20,Pending
1496,1496,Bengaluru Sessions Court,Justice 66,2,Pending
1497,1497,Kalaburagi District Court,Justice 271,14,Convicted
1498,1498,Mangaluru District Court,Justice 68,3,Pending
1499,1499,Mysuru District Court,Justice 266,18,Pending
1500,1500,Mangaluru District Court,Justice 95,12,Acquitted
1501,1501,Kalaburagi District Court,Justice 267,20,Pending
1502,1502,Mangaluru District Court,Justice 272,3,Acquitted
1503,1503,Kalaburagi District Court,Justice 61,14,Pending
1504,1504,Belagavi Sessions Court,Justice 372,20,Convicted
1505,1505,Kalaburagi District Court,Justice 107,15,Convicted
1506,1506,Belagavi Sessions Court,Justice 263,5,Pending
1507,1507,Belagavi Sessions Court,Justice 200,10,Convicted
1508,1508,Belagavi Sessions Court,Justice 360,16,Acquitted
1509,1509,Mysuru District Court,Justice 213,2,Convicted
1510,1510,Mysuru District Court,Justice 343,9,Convicted
1511,1511,Mysuru District Court,Justice 22,13,Pending
1512,1512,Hubballi District Court,Justice 317,6,Acquitted
1513,1513,Mangaluru District Court,Justice 26,17,Pending
1514,1514,Bengaluru Sessions Court,Justice 124,4,Convicted
1515,1515,Kalaburagi District Court,Justice 81,11,Acquitted
1516,1516,Hubballi District Court,Justice 367,11,Convicted
1517,1517,Kalaburagi District Court,Justice 44,19,Pending
1518,1518,Belagavi Sessions Court,Justice 187,15,Pending
1519,1519,Kalaburagi District Court,Justice 270,3,Acquitted
1520,1520,Bengaluru Sessions Court,Justice 437,8,Convicted
1521,1521,Hubballi District Court,Justice 141,11,Pending
1522,1522,Kalaburagi District Court,Justice 234,10,Pending
1523,1523,Kalaburagi District Court,Justice 134,19,Pending
1524,1524,Bengaluru Sessions Court,Justice 45,12,Convicted
1525,1525,Hubballi District Court,Justice 409,5,Convicted
1526,1526,Kalaburagi District Court,Justice 426,17,Convicted
1527,1527,Hubballi District Court,Justice 48,12,Acquitted
1528,1528,Mysuru District Court,Justice 275,3,Acquitted
1529,1529,Mysuru District Court,Justice 272,8,Pending
1530,1530,Belagavi Sessions Court,Justice 248,18,Acquitted
1531,1531,Hubballi District Court,Justice 114,18,Pending
