RecordID,CaseID,PersonID,VictimType
2155,1078,501232,Secondary
2156,1078,515824,Secondary
2157,1079,516971,Secondary
2158,1079,514780,Primary
2159,1079,503808,Secondary
2160,1080,502054,Secondary
2161,1080,513253,Primary
2162,1081,503286,Secondary
2163,1082,512278,Primary
2164,1083,510418,Primary
2165,1084,522261,Secondary
2166,1084,508587,Secondary
2167,1085,507097,Primary
2168,1085,513439,Primary
2169,1085,519867,Secondary
2170,1086,523610,Primary
2171,1086,514404,Primary
2172,1087,514510,Secondary
2173,1087,501516,Secondary
2174,1087,520812,Primary
2175,1088,515122,Secondary
2176,1088,515638,Secondary
2177,1089,521284,Primary
2178,1089,518393,Secondary
2179,1090,500843,Primary
2180,1090,514530,Primary
2181,1090,512330,Secondary
2182,1091,508952,Secondary
2183,1092,500072,Secondary
2184,1092,521274,Secondary
2185,1093,521957,Primary
2186,1093,518225,Primary
2187,1093,523882,Secondary
2188,1094,512301,Primary
2189,1094,512035,Primary
2190,1094,507628,Secondary
2191,1095,523977,Primary
2192,1095,516790,Secondary
2193,1096,516624,Secondary
2194,1096,509390,Secondary
2195,1097,509404,Primary
2196,1097,510753,Secondary
2197,1097,524442,Secondary
2198,1098,523691,Secondary
2199,1099,516197,Secondary
2200,1099,511865,Primary
2201,1100,524995,Primary
2202,1100,521238,Secondary
2203,1101,501399,Primary
2204,1101,524125,Secondary
2205,1102,520479,Primary
2206,1103,505330,Primary
2207,1104,512333,Secondary
2208,1104,500814,Primary
2209,1105,524509,Secondary
2210,1106,503775,Primary
2211,1107,504519,Primary
2212,1107,514085,Primary
2213,1107,518697,Secondary
2214,1108,519031,Secondary
2215,1108,524663,Secondary
2216,1108,506032,Primary
2217,1109,509189,Primary
2218,1110,524925,Primary
2219,1110,516668,Secondary
2220,1110,515958,Primary
2221,1111,510945,Primary
2222,1111,507362,Primary
2223,1112,510825,Primary
2224,1113,507638,Primary
2225,1114,509569,Secondary
2226,1115,506380,Secondary
2227,1115,503263,Primary
2228,1116,507529,Secondary
2229,1117,505593,Secondary
2230,1117,510140,Primary
2231,1118,511606,Secondary
2232,1118,504794,Primary
2233,1119,509226,Primary
2234,1120,518754,Secondary
2235,1120,501057,Secondary
2236,1120,500562,Secondary
2237,1121,518032,Secondary
2238,1122,522748,Primary
2239,1122,509012,Primary
2240,1122,516106,Primary
2241,1123,519126,Primary
2242,1123,523069,Secondary
2243,1124,516517,Primary
2244,1124,517905,Secondary
2245,1125,518861,Primary
2246,1125,520614,Primary
2247,1126,516401,Secondary
2248,1126,523283,Secondary
2249,1127,519280,Secondary
2250,1128,514815,Primary
2251,1129,505344,Secondary
2252,1130,508552,Secondary
2253,1130,517639,Primary
2254,1131,518509,Secondary
2255,1131,511365,Primary
2256,1132,510660,Primary
2257,1132,518527,Secondary
2258,1132,506600,Secondary
2259,1133,524380,Secondary
2260,1133,513628,Secondary
2261,1133,513378,Primary
2262,1134,519152,Primary
2263,1134,510355,Secondary
2264,1135,524838,Primary
2265,1135,516157,Secondary
2266,1136,513076,Secondary
2267,1137,516841,Primary
2268,1137,504927,Secondary
2269,1137,502069,Secondary
2270,1138,509464,Secondary
2271,1138,511647,Secondary
2272,1139,514479,Secondary
2273,1139,517255,Primary
2274,1140,513610,Primary
2275,1140,524167,Primary
2276,1140,515027,Secondary
2277,1141,513793,Secondary
2278,1141,516833,Secondary
2279,1142,518375,Secondary
2280,1142,505251,Primary
2281,1142,502464,Secondary
2282,1143,519889,Secondary
2283,1143,516620,Secondary
2284,1144,508725,Secondary
2285,1144,507624,Secondary
2286,1144,503018,Secondary
2287,1145,503747,Secondary
2288,1146,524176,Primary
2289,1146,502095,Secondary
2290,1146,523009,Secondary
2291,1147,519173,Secondary
2292,1147,509713,Primary
2293,1147,514728,Primary
2294,1148,522100,Secondary
2295,1149,522550,Secondary
2296,1150,513789,Primary
2297,1150,514727,Primary
2298,1150,511256,Primary
2299,1151,518600,Primary
2300,1152,524146,Primary
2301,1152,522670,Secondary
2302,1152,509629,Secondary
2303,1153,518620,Secondary
2304,1153,512216,Primary
2305,1154,514484,Secondary
2306,1154,512307,Secondary
2307,1155,509255,Secondary
2308,1155,519246,Primary
2309,1155,516466,Primary
2310,1156,518754,Primary
2311,1156,514123,Secondary
2312,1156,521008,Primary
2313,1157,506746,Primary
2314,1157,523044,Primary
2315,1158,513722,Primary
2316,1159,512177,Secondary
2317,1160,514625,Primary
2318,1160,517259,Primary
2319,1160,520707,Secondary
2320,1161,506724,Secondary
2321,1162,503172,Secondary
2322,1162,515890,Secondary
2323,1163,512474,Primary
2324,1164,509821,Primary
2325,1164,517228,Primary
2326,1165,504321,Secondary
2327,1165,519954,Secondary
2328,1165,504673,Primary
2329,1166,521828,Primary
2330,1166,500479,Primary
2331,1167,510953,Primary
2332,1167,513317,Secondary
2333,1168,515438,Secondary
2334,1168,502185,Primary
2335,1169,500379,Secondary
2336,1169,513293,Primary
2337,1170,520487,Secondary
2338,1170,507949,Primary
2339,1170,510015,Primary
2340,1171,518064,Secondary
2341,1172,515697,Secondary
2342,1173,522700,Secondary
2343,1173,504111,Primary
2344,1173,517636,Primary
2345,1174,523486,Secondary
2346,1174,505258,Secondary
2347,1175,502416,Secondary
2348,1176,524389,Secondary
2349,1177,521227,Primary
2350,1177,511027,Primary
2351,1178,523904,Secondary
2352,1178,513164,Secondary
2353,1178,523057,Secondary
2354,1179,510792,Primary
2355,1179,513277,Secondary
2356,1180,506154,Secondary
2357,1180,509600,Primary
2358,1181,507205,Secondary
2359,1182,511642,Primary
2360,1182,505770,Secondary
2361,1182,515636,Secondary
2362,1183,502031,Primary
2363,1183,513827,Secondary
2364,1184,511362,Primary
2365,1184,517247,Secondary
2366,1185,511043,Secondary
2367,1185,524446,Primary
2368,1185,519577,Primary
2369,1186,505938,Primary
2370,1186,510639,Primary
2371,1186,523194,Primary
2372,1187,500264,Primary
2373,1187,514750,Primary
2374,1187,503463,Primary
2375,1188,513552,Primary
2376,1188,512938,Secondary
2377,1188,507352,Primary
2378,1189,505547,Secondary
2379,1189,501460,Primary
2380,1190,516465,Secondary
2381,1191,519779,Primary
2382,1191,519206,Primary
2383,1191,523709,Primary
2384,1192,517231,Secondary
2385,1192,500393,Secondary
2386,1192,505870,Primary
2387,1193,505308,Secondary
2388,1193,517917,Primary
2389,1194,506939,Primary
2390,1194,512018,Primary
2391,1194,522243,Secondary
2392,1195,512072,Primary
2393,1195,511086,Secondary
2394,1196,524397,Primary
2395,1196,501050,Primary
2396,1197,520137,Primary
2397,1197,500016,Primary
2398,1197,507498,Secondary
2399,1198,521005,Primary
2400,1198,515733,Primary
2401,1199,510030,Secondary
2402,1200,512122,Secondary
2403,1201,504579,Secondary
2404,1202,520220,Primary
2405,1203,524447,Primary
2406,1203,522889,Primary
2407,1204,510523,Primary
2408,1205,517210,Secondary
2409,1205,516325,Secondary
2410,1205,514721,Secondary
2411,1206,523851,Primary
2412,1206,514587,Primary
2413,1207,512256,Primary
2414,1208,513276,Primary
2415,1208,521836,Secondary
2416,1208,517836,Secondary
2417,1209,513062,Secondary
2418,1209,510438,Primary
2419,1210,522610,Secondary
2420,1210,503572,Primary
2421,1211,518788,Primary
2422,1211,524385,Secondary
2423,1211,510648,Primary
2424,1212,519015,Secondary
2425,1212,513379,Primary
2426,1213,516333,Primary
2427,1213,504669,Primary
2428,1214,512364,Secondary
2429,1215,505637,Secondary
2430,1215,521585,Primary
2431,1215,507441,Primary
2432,1216,502574,Secondary
2433,1217,506776,Secondary
2434,1217,514296,Secondary
2435,1218,504844,Secondary
2436,1218,520374,Secondary
2437,1218,503114,Secondary
2438,1219,513490,Secondary
2439,1220,515575,Secondary
2440,1220,507584,Primary
2441,1220,520270,Primary
2442,1221,508664,Primary
2443,1221,515998,Secondary
2444,1222,519879,Primary
2445,1222,519154,Primary
2446,1223,505858,Secondary
2447,1224,500849,Secondary
2448,1224,500188,Secondary
2449,1225,512581,Primary
2450,1225,507371,Secondary
2451,1225,517278,Secondary
2452,1226,508410,Secondary
2453,1226,510065,Secondary
2454,1227,524064,Secondary
2455,1227,518848,Secondary
2456,1228,511306,Primary
2457,1228,509512,Primary
2458,1228,501057,Primary
2459,1229,502080,Secondary
2460,1230,522323,Primary
2461,1231,505591,Primary
2462,1231,524029,Primary
2463,1232,520771,Primary
2464,1233,512651,Secondary
2465,1234,512141,Primary
2466,1234,513719,Secondary
2467,1234,519442,Secondary
2468,1235,501342,Primary
2469,1235,506395,Primary
2470,1236,515882,Secondary
2471,1236,501531,Primary
2472,1236,516897,Secondary
2473,1237,505713,Secondary
2474,1238,517032,Secondary
2475,1238,502374,Primary
2476,1239,515147,Primary
2477,1239,524866,Primary
2478,1240,519403,Primary
2479,1241,503293,Primary
2480,1242,521020,Secondary
2481,1242,502842,Secondary
2482,1243,502689,Secondary
2483,1243,518102,Primary
2484,1243,523857,Secondary
2485,1244,508747,Secondary
2486,1244,521449,Secondary
2487,1244,517289,Secondary
2488,1245,513278,Primary
2489,1245,501117,Secondary
2490,1245,501754,Secondary
2491,1246,503544,Primary
2492,1246,500832,Primary
2493,1247,518872,Primary
2494,1248,523342,Primary
2495,1248,523742,Secondary
2496,1248,521936,Secondary
2497,1249,515067,Primary
2498,1249,518261,Secondary
2499,1250,522448,Primary
2500,1250,522010,Secondary
2501,1251,518561,Primary
2502,1251,520507,Secondary
2503,1251,518895,Secondary
2504,1252,524341,Primary
2505,1252,505706,Primary
2506,1253,518870,Primary
2507,1253,518689,Secondary
2508,1254,503784,Primary
2509,1255,502755,Primary
2510,1256,515874,Secondary
2511,1257,520955,Secondary
2512,1257,514740,Primary
2513,1257,510846,Secondary
2514,1258,517067,Primary
2515,1258,524206,Secondary
2516,1259,501877,Primary
2517,1259,524443,Secondary
2518,1260,517095,Secondary
2519,1261,503279,Primary
2520,1261,521177,Primary
2521,1262,521330,Primary
2522,1262,506961,Secondary
2523,1262,508216,Secondary
2524,1263,502362,Primary
2525,1263,508212,Secondary
2526,1264,523460,Primary
2527,1264,517019,Secondary
2528,1265,512276,Primary
2529,1266,518528,Primary
2530,1266,524472,Secondary
2531,1266,519414,Secondary
2532,1267,509547,Secondary
2533,1267,524553,Primary
2534,1267,521227,Primary
2535,1268,517236,Secondary
2536,1268,519898,Primary
2537,1268,500821,Primary
2538,1269,514178,Primary
2539,1269,512384,Secondary
2540,1270,507100,Secondary
2541,1271,500459,Secondary
2542,1272,524957,Secondary
2543,1272,513734,Secondary
2544,1273,507930,Secondary
2545,1273,522647,Primary
2546,1273,522403,Secondary
2547,1274,524783,Secondary
2548,1274,522488,Secondary
2549,1275,516619,Primary
2550,1275,506208,Secondary
2551,1275,514869,Secondary
2552,1276,505965,Secondary
2553,1276,507670,Secondary
2554,1277,521638,Primary
2555,1277,503364,Secondary
2556,1278,500545,Secondary
2557,1278,524386,Primary
2558,1279,500621,Primary
2559,1279,510489,Primary
2560,1279,512306,Primary
2561,1280,522296,Secondary
2562,1280,501024,Primary
2563,1281,522424,Primary
2564,1281,505371,Primary
2565,1282,500709,Secondary
2566,1282,501931,Secondary
2567,1282,520399,Secondary
2568,1283,518404,Primary
2569,1283,513643,Secondary
2570,1284,504094,Primary
2571,1284,520094,Primary
2572,1285,512202,Secondary
2573,1285,514539,Primary
2574,1285,502316,Primary
2575,1286,501874,Secondary
2576,1286,509912,Primary
2577,1286,501799,Primary
2578,1287,506517,Primary
2579,1288,508494,Secondary
2580,1288,500042,Secondary
2581,1288,502805,Secondary
2582,1289,523574,Primary
2583,1289,505858,Secondary
2584,1290,502454,Primary
2585,1290,518548,Secondary
2586,1291,502961,Primary
2587,1292,509280,Primary
2588,1292,514071,Secondary
2589,1293,513905,Secondary
2590,1293,506848,Secondary
2591,1294,510153,Secondary
2592,1294,502767,Primary
2593,1294,519142,Secondary
2594,1295,513149,Secondary
2595,1296,519166,Secondary
2596,1297,524025,Primary
2597,1297,519409,Secondary
2598,1298,521352,Primary
2599,1298,508630,Primary
2600,1299,519037,Primary
2601,1299,506691,Secondary
2602,1299,522766,Secondary
2603,1300,510229,Secondary
2604,1300,500188,Primary
2605,1301,508347,Primary
2606,1302,524442,Primary
2607,1302,516366,Secondary
2608,1302,509188,Primary
2609,1303,513687,Secondary
2610,1303,522807,Primary
2611,1304,524083,Secondary
2612,1304,509843,Primary
2613,1304,515152,Primary
2614,1305,515778,Primary
2615,1305,510951,Secondary
2616,1305,501893,Primary
2617,1306,511271,Secondary
2618,1306,502335,Primary
2619,1306,512450,Primary
2620,1307,520775,Secondary
2621,1308,511633,Primary
2622,1308,513920,Secondary
2623,1309,500303,Primary
2624,1310,502318,Secondary
2625,1310,516240,Secondary
2626,1311,509422,Primary
2627,1311,505310,Secondary
2628,1312,512373,Secondary
2629,1312,516653,Primary
2630,1312,511901,Secondary
2631,1313,508710,Secondary
2632,1314,515465,Secondary
2633,1315,503502,Secondary
2634,1316,523395,Primary
2635,1317,500945,Secondary
2636,1317,516437,Primary
2637,1317,504257,Primary
2638,1318,513780,Primary
2639,1318,510148,Primary
2640,1319,518558,Secondary
2641,1320,521742,Primary
2642,1320,513698,Primary
2643,1321,517591,Secondary
2644,1322,521437,Secondary
2645,1322,500159,Primary
2646,1323,519867,Primary
2647,1323,514497,Primary
2648,1323,524062,Primary
2649,1324,512431,Secondary
2650,1325,511437,Secondary
2651,1326,503941,Secondary
2652,1327,506654,Primary
2653,1327,513878,Primary
2654,1328,524661,Primary
2655,1328,521919,Primary
2656,1328,503525,Primary
2657,1329,508876,Secondary
2658,1330,500739,Secondary
2659,1331,510410,Primary
2660,1332,507089,Primary
2661,1332,514981,Primary
2662,1333,515608,Secondary
2663,1333,515585,Secondary
2664,1333,512901,Secondary
2665,1334,524487,Secondary
2666,1334,524725,Primary
2667,1335,512019,Primary
2668,1335,504062,Primary
2669,1336,521104,Secondary
2670,1336,514441,Secondary
2671,1337,516602,Primary
2672,1338,510733,Secondary
2673,1338,504219,Secondary
2674,1339,517249,Primary
2675,1339,523569,Secondary
2676,1339,513680,Primary
2677,1340,521328,Secondary
2678,1341,513289,Primary
2679,1341,501675,Primary
2680,1341,523807,Primary
2681,1342,518459,Secondary
2682,1343,516916,Secondary
2683,1343,515840,Primary
2684,1343,523666,Primary
2685,1344,512905,Primary
2686,1344,512274,Primary
2687,1344,516031,Secondary
2688,1345,508576,Primary
2689,1345,503907,Secondary
2690,1345,511521,Secondary
2691,1346,516104,Primary
2692,1346,510285,Primary
2693,1346,502384,Secondary
2694,1347,509006,Primary
2695,1347,518670,Secondary
2696,1348,511030,Primary
2697,1349,512496,Primary
2698,1349,503925,Primary
2699,1350,516928,Primary
2700,1350,506209,Secondary
2701,1350,502876,Primary
2702,1351,510282,Secondary
2703,1352,519138,Secondary
2704,1352,515968,Primary
2705,1352,509854,Secondary
2706,1353,501777,Primary
2707,1353,504969,Primary
2708,1353,501647,Primary
2709,1354,517644,Primary
2710,1355,515626,Primary
2711,1355,517973,Secondary
2712,1356,516472,Secondary
2713,1356,521325,Secondary
2714,1356,519040,Secondary
2715,1357,506204,Secondary
2716,1358,512457,Primary
2717,1358,512234,Secondary
2718,1359,516503,Primary
2719,1359,511083,Secondary
2720,1359,522796,Primary
2721,1360,500964,Primary
2722,1360,507563,Secondary
2723,1360,501193,Secondary
2724,1361,508882,Primary
2725,1361,513620,Primary
2726,1361,524750,Secondary
2727,1362,500148,Secondary
2728,1362,519928,Secondary
2729,1362,507334,Secondary
2730,1363,512835,Primary
2731,1364,509375,Primary
2732,1364,512260,Secondary
2733,1365,518059,Primary
2734,1365,521260,Secondary
2735,1365,504066,Secondary
2736,1366,501548,Primary
2737,1366,515348,Secondary
2738,1366,514101,Primary
2739,1367,516069,Secondary
2740,1368,508662,Primary
2741,1368,522122,Secondary
2742,1368,514959,Primary
2743,1369,523316,Primary
2744,1370,500998,Secondary
2745,1370,517101,Secondary
2746,1370,509465,Secondary
2747,1371,520288,Secondary
2748,1372,521651,Primary
2749,1372,505640,Secondary
2750,1372,509685,Primary
2751,1373,501915,Primary
2752,1374,513728,Secondary
2753,1375,503514,Primary
2754,1375,522086,Secondary
2755,1375,501243,Primary
2756,1376,518206,Secondary
2757,1376,519729,Primary
2758,1377,524843,Primary
2759,1377,522248,Secondary
2760,1378,511124,Primary
2761,1378,510981,Primary
2762,1378,523294,Primary
2763,1379,508054,Secondary
2764,1379,520624,Secondary
2765,1379,521599,Secondary
2766,1380,522909,Secondary
2767,1381,510039,Secondary
2768,1381,524127,Secondary
2769,1382,523775,Secondary
2770,1382,523180,Primary
2771,1383,511855,Primary
2772,1383,510616,Primary
2773,1383,511622,Secondary
2774,1384,519922,Primary
2775,1385,517394,Secondary
2776,1385,509815,Secondary
2777,1385,504678,Secondary
2778,1386,508153,Primary
2779,1386,504230,Primary
2780,1387,503447,Primary
2781,1388,501020,Primary
2782,1388,502877,Primary
2783,1388,517819,Secondary
2784,1389,506635,Primary
2785,1389,501028,Secondary
2786,1389,512363,Secondary
2787,1390,523140,Primary
2788,1390,514149,Secondary
2789,1390,523892,Secondary
2790,1391,504051,Secondary
2791,1392,519448,Secondary
2792,1392,522934,Secondary
2793,1393,518471,Primary
2794,1394,516748,Primary
2795,1394,524739,Secondary
2796,1395,521943,Secondary
2797,1395,503229,Primary
2798,1395,508957,Primary
2799,1396,506892,Primary
2800,1396,516595,Primary
2801,1397,505744,Secondary
2802,1397,501759,Secondary
2803,1397,517903,Secondary
2804,1398,518063,Primary
2805,1398,518491,Primary
2806,1398,510697,Primary
2807,1399,500768,Primary
2808,1399,505803,Primary
2809,1400,519328,Primary
2810,1400,520887,Primary
2811,1401,519981,Secondary
2812,1401,506227,Primary
2813,1402,518717,Secondary
2814,1402,523211,Secondary
2815,1403,515131,Primary
2816,1403,515151,Secondary
2817,1403,520601,Primary
2818,1404,508789,Primary
2819,1404,519449,Secondary
2820,1404,506947,Secondary
2821,1405,521039,Secondary
2822,1406,512221,Primary
2823,1406,510851,Secondary
2824,1406,514820,Primary
2825,1407,506405,Secondary
2826,1407,510028,Secondary
2827,1408,505064,Secondary
2828,1408,521244,Secondary
2829,1408,510909,Primary
2830,1409,503710,Secondary
2831,1410,520256,Secondary
2832,1410,508834,Primary
2833,1410,511550,Primary
2834,1411,504128,Primary
2835,1412,504204,Secondary
2836,1412,505338,Secondary
2837,1412,524644,Primary
2838,1413,512363,Secondary
2839,1413,512173,Secondary
2840,1414,504496,Primary
2841,1415,523859,Primary
2842,1415,516957,Primary
2843,1415,504794,Primary
2844,1416,515125,Primary
2845,1416,508953,Primary
2846,1416,524917,Secondary
2847,1417,503703,Primary
2848,1418,514827,Primary
2849,1418,508736,Primary
2850,1419,512929,Primary
2851,1420,514760,Primary
2852,1421,500600,Primary
2853,1422,509769,Secondary
2854,1423,516463,Secondary
2855,1423,508942,Primary
2856,1423,519495,Primary
2857,1424,507000,Secondary
2858,1425,524889,Primary
2859,1426,505008,Secondary
2860,1427,523894,Secondary
2861,1427,511102,Primary
2862,1428,521093,Secondary
2863,1429,518273,Primary
2864,1429,507627,Secondary
2865,1430,505247,Secondary
2866,1431,518229,Primary
2867,1431,503777,Primary
2868,1432,522606,Primary
2869,1432,518331,Primary
2870,1432,515143,Primary
2871,1433,500501,Secondary
2872,1433,505950,Primary
2873,1434,522444,Primary
2874,1434,516907,Primary
2875,1435,502993,Secondary
2876,1435,516950,Secondary
2877,1436,510978,Secondary
2878,1436,513539,Primary
2879,1437,508045,Secondary
2880,1437,500710,Secondary
2881,1437,521597,Secondary
2882,1438,502252,Secondary
2883,1438,516839,Secondary
2884,1439,516231,Secondary
2885,1439,515683,Secondary
2886,1440,501125,Secondary
2887,1440,510882,Secondary
2888,1441,502473,Secondary
2889,1441,515582,Primary
2890,1441,513793,Secondary
2891,1442,500927,Secondary
2892,1442,500508,Primary
2893,1442,518040,Primary
2894,1443,500177,Primary
2895,1443,520279,Secondary
2896,1444,503735,Primary
2897,1445,518183,Secondary
2898,1445,505384,Primary
2899,1446,504551,Primary
2900,1446,500516,Secondary
2901,1447,520238,Secondary
2902,1448,517730,Primary
2903,1448,500862,Primary
2904,1448,522456,Secondary
2905,1449,512853,Primary
2906,1450,517729,Secondary
2907,1450,517911,Secondary
2908,1450,517717,Secondary
2909,1451,500169,Secondary
2910,1451,500650,Primary
2911,1452,516158,Secondary
2912,1453,505462,Primary
2913,1453,500502,Primary
2914,1453,520375,Primary
2915,1454,522748,Primary
2916,1454,521556,Secondary
2917,1455,521633,Secondary
2918,1455,502900,Secondary
2919,1456,517611,Primary
2920,1457,521078,Primary
2921,1457,520114,Primary
2922,1457,507104,Primary
2923,1458,518874,Secondary
2924,1459,507604,Secondary
2925,1460,524614,Primary
2926,1460,517889,Secondary
2927,1461,504016,Secondary
2928,1462,521602,Primary
2929,1462,515630,Secondary
2930,1462,501683,Secondary
2931,1463,509174,Secondary
2932,1464,513542,Primary
2933,1465,519995,Primary
2934,1465,519854,Secondary
2935,1466,521258,Primary
2936,1466,523705,Primary
2937,1467,517513,Primary
2938,1468,505795,Primary
2939,1469,504130,Primary
2940,1469,522154,Secondary
2941,1470,516718,Secondary
2942,1471,507169,Primary
2943,1471,517722,Primary
2944,1471,519143,Secondary
2945,1472,504531,Secondary
2946,1472,518685,Secondary
2947,1473,514176,Secondary
2948,1474,519518,Primary
2949,1474,524027,Secondary
2950,1475,505630,Primary
2951,1475,513116,Secondary
2952,1476,518586,Secondary
2953,1476,518508,Secondary
2954,1477,513058,Primary
2955,1477,502750,Primary
2956,1478,502068,Secondary
2957,1479,505048,Primary
2958,1479,524930,Primary
2959,1479,512621,Secondary
2960,1480,519944,Primary
2961,1480,515382,Secondary
2962,1481,509104,Secondary
2963,1482,523397,Secondary
2964,1482,502391,Primary
2965,1483,502758,Primary
2966,1483,509380,Primary
2967,1483,517831,Secondary
2968,1484,503194,Secondary
2969,1484,524733,Secondary
2970,1484,502648,Primary
2971,1485,508950,Primary
2972,1486,517877,Secondary
2973,1486,506767,Primary
2974,1487,504465,Secondary
2975,1487,503616,Secondary
2976,1488,512625,Secondary
2977,1488,504473,Primary
2978,1488,502749,Secondary
2979,1489,519772,Primary
2980,1489,502171,Primary
2981,1489,518866,Primary
2982,1490,521229,Secondary
2983,1491,510677,Primary
2984,1491,513020,Secondary
2985,1491,520047,Primary
2986,1492,521866,Primary
2987,1492,522446,Secondary
2988,1492,518481,Secondary
2989,1493,519577,Primary
2990,1493,505852,Primary
2991,1493,517820,Secondary
2992,1494,521114,Primary
2993,1495,518214,Primary
2994,1495,500251,Primary
2995,1496,514632,Primary
2996,1496,524142,Primary
2997,1497,507748,Primary
2998,1497,504057,Secondary
2999,1497,512724,Primary
3000,1498,516252,Primary
3001,1498,509029,Secondary
3002,1498,501759,Secondary
3003,1499,523510,Primary
3004,1499,505985,Secondary
3005,1499,516360,Primary
3006,1500,503210,Primary
3007,1500,502950,Secondary
3008,1501,503770,Primary
3009,1502,523229,Secondary
3010,1502,522470,Primary
3011,1502,509176,Secondary
3012,1503,512785,Secondary
3013,1503,512270,Secondary
3014,1503,512639,Secondary
3015,1504,516819,Secondary
3016,1504,512692,Primary
3017,1504,500568,Primary
3018,1505,522920,Secondary
3019,1506,515616,Primary
3020,1506,510772,Secondary
3021,1507,506252,Secondary
3022,1508,514766,Secondary
3023,1508,501636,Primary
3024,1508,510858,Primary
3025,1509,517977,Secondary
3026,1509,500034,Secondary
3027,1510,506244,Primary
3028,1511,514560,Secondary
3029,1511,514274,Primary
3030,1511,502286,Secondary
3031,1512,516972,Primary
3032,1512,513607,Secondary
3033,1512,521785,Primary
3034,1513,503746,Secondary
3035,1513,521683,Secondary
3036,1513,510870,Primary
3037,1514,503271,Secondary
3038,1515,523356,Primary
3039,1515,501562,Secondary
3040,1515,505059,Secondary
3041,1516,505638,Primary
3042,1516,522818,Secondary
3043,1517,522555,Secondary
3044,1517,514401,Primary
3045,1517,514254,Secondary
3046,1518,514763,Primary
3047,1518,517708,Primary
3048,1518,520654,Primary
3049,1519,502004,Primary
3050,1519,520222,Primary
3051,1519,501634,Primary
3052,1520,518398,Secondary
3053,1520,503517,Secondary
3054,1520,510226,Secondary
3055,1521,520721,Primary
3056,1521,519264,Secondary
3057,1521,500510,Primary
3058,1522,510265,Secondary
3059,1523,511314,Primary
3060,1523,523113,Primary
3061,1524,516566,Secondary
3062,1525,512049,Primary
3063,1525,518331,Secondary
3064,1525,503902,Secondary
3065,1526,516532,Secondary
3066,1526,506225,Primary
3067,1527,524684,Primary
3068,1528,517558,Secondary
3069,1529,515008,Secondary
3070,1529,521321,Secondary
3071,1530,521431,Primary
3072,1530,505024,Secondary
3073,1530,520203,Secondary
3074,1531,509407,Primary
3075,1531,518736,Secondary
3076,1532,500364,Primary
3077,1532,513452,Primary
3078,1532,504982,Primary
3079,1533,515124,Secondary
3080,1533,515764,Secondary
3081,1534,518487,Primary
3082,1534,524291,Primary
3083,1534,524898,Secondary
3084,1535,500178,Secondary
3085,1535,518474,Primary
3086,1535,512314,Secondary
3087,1536,514318,Secondary
3088,1536,514849,Primary
3089,1537,502764,Secondary
3090,1538,506155,Primary
3091,1538,513557,Primary
3092,1538,522174,Secondary
3093,1539,501098,Primary
3094,1539,503544,Primary
3095,1540,524514,Primary
3096,1541,523680,Primary
3097,1541,510863,Primary
3098,1541,515823,Secondary
3099,1542,522823,Primary
3100,1542,500072,Primary
3101,1542,512760,Secondary
3102,1543,517837,Secondary
3103,1543,505881,Primary
3104,1544,501817,Primary
3105,1544,513592,Secondary
3106,1545,510737,Secondary
3107,1545,521901,Secondary
3108,1546,522621,Primary
3109,1546,518923,Primary
3110,1546,523437,Primary
3111,1547,524026,Secondary
3112,1547,506720,Secondary
3113,1548,501417,Secondary
3114,1548,500307,Secondary
3115,1548,502605,Secondary
3116,1549,523433,Primary
3117,1550,500705,Primary
3118,1550,507567,Primary
3119,1550,514818,Primary
3120,1551,504729,Primary
3121,1551,512747,Primary
3122,1551,504687,Primary
3123,1552,522693,Secondary
3124,1553,524599,Primary
3125,1553,515340,Secondary
3126,1554,515668,Primary
3127,1554,516634,Secondary
3128,1554,501687,Primary
3129,1555,502937,Primary
3130,1555,500915,Primary
3131,1556,510773,Primary
3132,1557,508157,Primary
3133,1558,524756,Primary
3134,1558,509192,Secondary
3135,1558,500741,Secondary
3136,1559,500668,Primary
3137,1560,517509,Secondary
3138,1560,520093,Primary
3139,1560,522679,Primary
3140,1561,504956,Secondary
3141,1561,519492,Primary
3142,1562,509500,Primary
3143,1562,520350,Secondary
3144,1563,504526,Primary
3145,1564,516042,Primary
3146,1564,518600,Primary
3147,1564,521826,Primary
3148,1565,513649,Secondary
3149,1565,503646,Secondary
3150,1565,513473,Primary
3151,1566,501791,Primary
3152,1566,517689,Primary
3153,1566,506784,Primary
3154,1567,504136,Primary
3155,1567,510657,Primary
3156,1567,521854,Secondary
3157,1568,507524,Secondary
3158,1569,519210,Secondary
3159,1570,505119,Primary
3160,1570,512206,Primary
3161,1571,524679,Primary
3162,1571,522225,Primary
3163,1571,511818,Primary
3164,1572,502199,Primary
3165,1572,517538,Secondary
3166,1572,501896,Primary
3167,1573,513998,Secondary
3168,1573,508974,Primary
3169,1573,522771,Primary
3170,1574,523557,Primary
3171,1574,523336,Primary
3172,1575,516211,Secondary
3173,1575,509100,Primary
3174,1575,514540,Secondary
3175,1576,517226,Primary
3176,1577,504667,Secondary
3177,1577,516759,Secondary
3178,1578,505125,Secondary
3179,1578,511868,Secondary
3180,1579,517166,Primary
3181,1580,513639,Secondary
3182,1581,508521,Primary
3183,1581,524557,Primary
3184,1582,517701,Secondary
3185,1582,514251,Secondary
3186,1583,522479,Secondary
3187,1584,506276,Primary
3188,1585,509716,Primary
3189,1586,503807,Primary
3190,1587,521571,Secondary
