EvidenceID,CaseID,EvidenceType,CollectedDate,Status,ForensicLab,Verified
4367,1469,Mobile Phone,2025-11-25,Collected,Mangaluru FSL,True
4368,1469,Fingerprint,2025-11-25,Verified,Mysuru FSL,True
4369,1469,Firearm,2025-11-25,Sent to FSL,Mysuru FSL,True
4370,1470,Vehicle,2022-10-17,Verified,Mysuru FSL,True
4371,1470,Hard Disk,2022-10-17,Verified,Bengaluru FSL,True
4372,1470,CCTV Footage,2022-10-17,Rejected,Mangaluru FSL,True
4373,1470,USB Drive,2022-10-17,Verified,Mangaluru FSL,False
4374,1470,SIM Card,2022-10-17,Sent to FSL,Mysuru FSL,False
4375,1471,Knife,2026-03-02,Collected,Mangaluru FSL,True
4376,1471,Laptop,2026-03-02,Sent to FSL,Bengaluru FSL,False
4377,1472,Fingerprint,2022-08-10,Sent to FSL,Mangaluru FSL,True
4378,1472,Hard Disk,2022-08-10,Sent to FSL,Mangaluru FSL,False
4379,1472,Document,2022-08-10,Pending Analysis,Mysuru FSL,False
4380,1473,DNA Sample,2026-09-23,Pending Analysis,Mysuru FSL,False
4381,1473,Laptop,2026-09-23,Verified,Mysuru FSL,False
4382,1473,Firearm,2026-09-23,Sent to FSL,Mysuru FSL,True
4383,1473,Vehicle,2026-09-23,Verified,Mangaluru FSL,True
4384,1473,SIM Card,2026-09-23,Rejected,Mysuru FSL,False
4385,1474,Clothing,2022-10-11,Collected,Mangaluru FSL,True
4386,1474,DNA Sample,2022-10-11,Sent to FSL,Mysuru FSL,False
4387,1474,Drug Sample,2022-10-11,Sent to FSL,Bengaluru FSL,False
4388,1475,CCTV Footage,2024-10-22,Pending Analysis,Mysuru FSL,False
4389,1476,CCTV Footage,2026-07-09,Pending Analysis,Bengaluru FSL,False
4390,1477,Firearm,2026-02-04,Pending Analysis,Mangaluru FSL,True
4391,1478,Blood Sample,2023-06-09,Verified,Bengaluru FSL,False
4392,1478,Firearm,2023-06-09,Sent to FSL,Bengaluru FSL,False
4393,1478,Fingerprint,2023-06-09,Sent to FSL,Bengaluru FSL,False
4394,1478,SIM Card,2023-06-09,Collected,Mysuru FSL,False
4395,1479,Blood Sample,2023-03-12,Verified,Mangaluru FSL,False
4396,1479,Drug Sample,2023-03-12,Rejected,Mangaluru FSL,False
4397,1479,Mobile Phone,2023-03-12,Rejected,Mysuru FSL,True
4398,1479,DNA Sample,2023-03-12,Sent to FSL,Mangaluru FSL,False
4399,1479,Knife,2023-03-12,Verified,Bengaluru FSL,True
4400,1480,CCTV Footage,2025-03-29,Verified,Mysuru FSL,True
4401,1480,Mobile Phone,2025-03-29,Pending Analysis,Bengaluru FSL,True
4402,1480,Knife,2025-03-29,Verified,Mysuru FSL,False
4403,1480,Hard Disk,2025-03-29,Verified,Mysuru FSL,False
4404,1480,Vehicle,2025-03-29,Sent to FSL,Mysuru FSL,True
4405,1481,DNA Sample,2024-07-29,Sent to FSL,Mangaluru FSL,True
4406,1482,Laptop,2026-10-14,Rejected,Mysuru FSL,False
4407,1482,Blood Sample,2026-10-14,Verified,Mangaluru FSL,True
4408,1482,SIM Card,2026-10-14,Rejected,Mangaluru FSL,False
4409,1482,DNA Sample,2026-10-14,Verified,Mangaluru FSL,True
4410,1482,Vehicle,2026-10-14,Sent to FSL,Bengaluru FSL,True
4411,1483,Clothing,2022-09-16,Verified,Mangaluru FSL,True
4412,1483,Document,2022-09-16,Rejected,Bengaluru FSL,False
4413,1483,Vehicle,2022-09-16,Verified,Mangaluru FSL,False
4414,1484,Laptop,2024-09-01,Collected,Bengaluru FSL,True
4415,1484,Blood Sample,2024-09-01,Sent to FSL,Bengaluru FSL,True
4416,1484,DNA Sample,2024-09-01,Verified,Mangaluru FSL,False
4417,1484,Mobile Phone,2024-09-01,Rejected,Mysuru FSL,True
4418,1484,Clothing,2024-09-01,Sent to FSL,Mangaluru FSL,False
4419,1485,Blood Sample,2023-02-24,Sent to FSL,Bengaluru FSL,True
4420,1486,Vehicle,2025-02-01,Sent to FSL,Mangaluru FSL,True
4421,1486,Laptop,2025-02-01,Pending Analysis,Mangaluru FSL,True
4422,1486,Fingerprint,2025-02-01,Sent to FSL,Bengaluru FSL,True
4423,1487,Drug Sample,2026-08-17,Collected,Bengaluru FSL,True
4424,1487,CCTV Footage,2026-08-17,Sent to FSL,Mysuru FSL,True
4425,1488,Knife,2024-01-19,Collected,Mangaluru FSL,True
4426,1488,Drug Sample,2024-01-19,Rejected,Mysuru FSL,False
4427,1488,Vehicle,2024-01-19,Pending Analysis,Mysuru FSL,False
4428,1488,Fingerprint,2024-01-19,Verified,Mysuru FSL,False
4429,1489,Document,2025-03-10,Pending Analysis,Mysuru FSL,False
4430,1489,Hard Disk,2025-03-10,Verified,Mangaluru FSL,True
4431,1489,Fingerprint,2025-03-10,Pending Analysis,Bengaluru FSL,False
4432,1489,CCTV Footage,2025-03-10,Pending Analysis,Bengaluru FSL,False
4433,1489,Knife,2025-03-10,Rejected,Mysuru FSL,False
4434,1490,Document,2024-01-17,Rejected,Mysuru FSL,True
4435,1490,USB Drive,2024-01-17,Collected,Mangaluru FSL,True
4436,1490,CCTV Footage,2024-01-17,Sent to FSL,Bengaluru FSL,False
4437,1491,DNA Sample,2024-10-13,Pending Analysis,Mangaluru FSL,False
4438,1492,SIM Card,2026-04-20,Sent to FSL,Mangaluru FSL,True
4439,1492,Drug Sample,2026-04-20,Verified,Mangaluru FSL,False
4440,1493,Document,2022-01-06,Pending Analysis,Bengaluru FSL,False
4441,1493,Drug Sample,2022-01-06,Pending Analysis,Mangaluru FSL,True
4442,1494,Document,2026-01-19,Pending Analysis,Mysuru FSL,False
4443,1495,Laptop,2024-01-30,Verified,Mangaluru FSL,False
4444,1495,Vehicle,2024-01-30,Pending Analysis,Mysuru FSL,False
4445,1496,USB Drive,2023-09-21,Pending Analysis,Mangaluru FSL,True
4446,1496,Drug Sample,2023-09-21,Rejected,Mangaluru FSL,False
4447,1497,Mobile Phone,2024-09-29,Collected,Mangaluru FSL,True
4448,1497,Clothing,2024-09-29,Rejected,Mangaluru FSL,False
4449,1498,Hard Disk,2025-01-04,Rejected,Mysuru FSL,False
4450,1498,Document,2025-01-04,Collected,Mangaluru FSL,False
4451,1499,Drug Sample,2022-04-17,Collected,Bengaluru FSL,True
4452,1499,Firearm,2022-04-17,Sent to FSL,Mysuru FSL,False
4453,1499,Document,2022-04-17,Rejected,Mangaluru FSL,True
4454,1499,Vehicle,2022-04-17,Pending Analysis,Mangaluru FSL,True
4455,1499,Clothing,2022-04-17,Collected,Mysuru FSL,False
4456,1500,Laptop,2025-12-22,Verified,Mysuru FSL,False
4457,1500,Firearm,2025-12-22,Pending Analysis,Mysuru FSL,False
4458,1500,Hard Disk,2025-12-22,Collected,Bengaluru FSL,True
4459,1501,USB Drive,2024-01-12,Rejected,Mysuru FSL,True
4460,1501,Knife,2024-01-12,Sent to FSL,Mysuru FSL,True
4461,1502,Fingerprint,2024-03-30,Pending Analysis,Bengaluru FSL,False
4462,1503,Blood Sample,2023-01-07,Rejected,Mangaluru FSL,True
4463,1503,Hard Disk,2023-01-07,Collected,Mangaluru FSL,False
4464,1503,Firearm,2023-01-07,Collected,Bengaluru FSL,True
4465,1503,Drug Sample,2023-01-07,Verified,Bengaluru FSL,False
4466,1504,Mobile Phone,2023-07-06,Sent to FSL,Bengaluru FSL,True
4467,1504,Blood Sample,2023-07-06,Sent to FSL,Bengaluru FSL,False
4468,1505,CCTV Footage,2026-12-18,Sent to FSL,Mangaluru FSL,False
4469,1505,Knife,2026-12-18,Collected,Bengaluru FSL,False
4470,1505,Document,2026-12-18,Pending Analysis,Mangaluru FSL,False
4471,1506,Vehicle,2023-03-02,Collected,Mysuru FSL,False
4472,1506,Clothing,2023-03-02,Sent to FSL,Mangaluru FSL,False
4473,1506,Mobile Phone,2023-03-02,Verified,Bengaluru FSL,False
4474,1507,Clothing,2023-08-15,Rejected,Mysuru FSL,True
4475,1507,Drug Sample,2023-08-15,Rejected,Mysuru FSL,False
4476,1507,DNA Sample,2023-08-15,Collected,Mangaluru FSL,True
4477,1507,Laptop,2023-08-15,Collected,Mysuru FSL,False
4478,1508,CCTV Footage,2025-09-24,Sent to FSL,Mysuru FSL,False
4479,1508,Laptop,2025-09-24,Collected,Mysuru FSL,False
4480,1508,Knife,2025-09-24,Sent to FSL,Mangaluru FSL,False
4481,1508,DNA Sample,2025-09-24,Verified,Mysuru FSL,True
4482,1508,SIM Card,2025-09-24,Sent to FSL,Mangaluru FSL,True
4483,1509,DNA Sample,2024-03-28,Verified,Mysuru FSL,False
4484,1509,Firearm,2024-03-28,Rejected,Mysuru FSL,False
4485,1509,Drug Sample,2024-03-28,Pending Analysis,Mangaluru FSL,False
4486,1509,Fingerprint,2024-03-28,Rejected,Mysuru FSL,True
4487,1510,Clothing,2025-09-27,Sent to FSL,Bengaluru FSL,True
4488,1510,SIM Card,2025-09-27,Rejected,Mangaluru FSL,False
4489,1511,CCTV Footage,2022-04-23,Collected,Mysuru FSL,False
4490,1511,Document,2022-04-23,Sent to FSL,Bengaluru FSL,True
4491,1511,SIM Card,2022-04-23,Verified,Bengaluru FSL,False
4492,1511,Laptop,2022-04-23,Collected,Bengaluru FSL,True
4493,1512,Blood Sample,2022-10-13,Rejected,Bengaluru FSL,False
4494,1512,Vehicle,2022-10-13,Pending Analysis,Bengaluru FSL,True
4495,1512,Drug Sample,2022-10-13,Pending Analysis,Bengaluru FSL,False
4496,1512,Document,2022-10-13,Verified,Bengaluru FSL,True
4497,1512,USB Drive,2022-10-13,Rejected,Mangaluru FSL,True
4498,1513,Blood Sample,2024-07-30,Verified,Mangaluru FSL,False
4499,1513,USB Drive,2024-07-30,Sent to FSL,Bengaluru FSL,False
4500,1513,Knife,2024-07-30,Sent to FSL,Bengaluru FSL,True
4501,1513,SIM Card,2024-07-30,Pending Analysis,Mysuru FSL,True
4502,1513,Vehicle,2024-07-30,Pending Analysis,Mysuru FSL,False
4503,1514,DNA Sample,2026-07-28,Sent to FSL,Mysuru FSL,True
4504,1514,Mobile Phone,2026-07-28,Rejected,Bengaluru FSL,False
4505,1515,USB Drive,2023-04-01,Rejected,Mangaluru FSL,False
4506,1515,Mobile Phone,2023-04-01,Collected,Mangaluru FSL,True
4507,1515,Firearm,2023-04-01,Collected,Mysuru FSL,True
4508,1516,USB Drive,2024-12-05,Collected,Mangaluru FSL,True
4509,1516,Knife,2024-12-05,Rejected,Mysuru FSL,False
4510,1516,Fingerprint,2024-12-05,Rejected,Mysuru FSL,True
4511,1516,SIM Card,2024-12-05,Verified,Mysuru FSL,False
4512,1516,Clothing,2024-12-05,Sent to FSL,Mangaluru FSL,False
4513,1517,Fingerprint,2025-08-31,Collected,Mangaluru FSL,True
4514,1518,Firearm,2025-10-06,Collected,Mysuru FSL,True
4515,1519,Blood Sample,2022-03-21,Verified,Mysuru FSL,True
4516,1520,Fingerprint,2025-05-20,Collected,Bengaluru FSL,True
4517,1521,Blood Sample,2022-03-24,Rejected,Mysuru FSL,False
4518,1522,Vehicle,2025-01-15,Sent to FSL,Mysuru FSL,True
4519,1522,Knife,2025-01-15,Pending Analysis,Mysuru FSL,True
4520,1522,Document,2025-01-15,Verified,Mangaluru FSL,False
4521,1523,Vehicle,2025-02-21,Collected,Bengaluru FSL,False
4522,1524,USB Drive,2026-04-02,Rejected,Mangaluru FSL,True
4523,1525,Mobile Phone,2026-06-30,Verified,Bengaluru FSL,False
4524,1525,Vehicle,2026-06-30,Rejected,Mangaluru FSL,True
4525,1525,Hard Disk,2026-06-30,Rejected,Mysuru FSL,True
4526,1525,CCTV Footage,2026-06-30,Sent to FSL,Mangaluru FSL,False
4527,1526,Hard Disk,2025-06-15,Sent to FSL,Mangaluru FSL,True
4528,1526,Laptop,2025-06-15,Pending Analysis,Mysuru FSL,True
4529,1526,Vehicle,2025-06-15,Collected,Mysuru FSL,False
4530,1526,Blood Sample,2025-06-15,Verified,Mysuru FSL,False
4531,1527,Hard Disk,2025-01-27,Collected,Mysuru FSL,False
4532,1527,Knife,2025-01-27,Pending Analysis,Mangaluru FSL,False
4533,1527,SIM Card,2025-01-27,Pending Analysis,Mangaluru FSL,True
4534,1527,Mobile Phone,2025-01-27,Sent to FSL,Bengaluru FSL,True
4535,1528,Fingerprint,2022-06-07,Sent to FSL,Mangaluru FSL,False
4536,1528,SIM Card,2022-06-07,Rejected,Mangaluru FSL,False
4537,1529,DNA Sample,2025-10-04,Pending Analysis,Bengaluru FSL,False
4538,1529,CCTV Footage,2025-10-04,Rejected,Bengaluru FSL,False
4539,1529,Vehicle,2025-10-04,Rejected,Mysuru FSL,False
4540,1530,Document,2024-02-21,Collected,Bengaluru FSL,False
4541,1530,Hard Disk,2024-02-21,Verified,Mysuru FSL,False
4542,1531,SIM Card,2024-04-23,Sent to FSL,Mangaluru FSL,False
4543,1531,USB Drive,2024-04-23,Collected,Mangaluru FSL,False
4544,1531,Mobile Phone,2024-04-23,Rejected,Bengaluru FSL,True
4545,1531,DNA Sample,2024-04-23,Rejected,Mangaluru FSL,True
4546,1532,Knife,2026-11-17,Pending Analysis,Bengaluru FSL,False
4547,1532,DNA Sample,2026-11-17,Pending Analysis,Mysuru FSL,True
4548,1533,Knife,2026-04-07,Pending Analysis,Bengaluru FSL,False
4549,1533,Mobile Phone,2026-04-07,Verified,Mangaluru FSL,True
4550,1534,DNA Sample,2025-04-05,Pending Analysis,Mangaluru FSL,True
4551,1534,Fingerprint,2025-04-05,Pending Analysis,Bengaluru FSL,True
4552,1534,Document,2025-04-05,Rejected,Mangaluru FSL,False
4553,1534,Firearm,2025-04-05,Rejected,Bengaluru FSL,False
4554,1534,Clothing,2025-04-05,Verified,Mangaluru FSL,True
4555,1535,Vehicle,2026-06-05,Rejected,Bengaluru FSL,False
4556,1535,Knife,2026-06-05,Verified,Mangaluru FSL,True
4557,1535,Fingerprint,2026-06-05,Sent to FSL,Bengaluru FSL,True
4558,1535,SIM Card,2026-06-05,Collected,Bengaluru FSL,True
4559,1535,Blood Sample,2026-06-05,Verified,Mysuru FSL,False
4560,1536,Laptop,2026-09-17,Collected,Bengaluru FSL,True
4561,1536,SIM Card,2026-09-17,Collected,Mysuru FSL,True
4562,1536,USB Drive,2026-09-17,Sent to FSL,Bengaluru FSL,True
4563,1536,Drug Sample,2026-09-17,Rejected,Bengaluru FSL,False
4564,1536,Blood Sample,2026-09-17,Sent to FSL,Mangaluru FSL,False
4565,1537,Hard Disk,2026-06-26,Collected,Mangaluru FSL,False
4566,1537,Drug Sample,2026-06-26,Pending Analysis,Bengaluru FSL,True
4567,1537,Mobile Phone,2026-06-26,Rejected,Mysuru FSL,False
4568,1537,Blood Sample,2026-06-26,Sent to FSL,Bengaluru FSL,False
4569,1537,Fingerprint,2026-06-26,Pending Analysis,Mangaluru FSL,True
4570,1538,Knife,2022-06-02,Pending Analysis,Mangaluru FSL,False
4571,1538,Blood Sample,2022-06-02,Sent to FSL,Mysuru FSL,False
4572,1538,Laptop,2022-06-02,Rejected,Mysuru FSL,True
4573,1538,Mobile Phone,2022-06-02,Sent to FSL,Mangaluru FSL,False
4574,1539,Document,2023-12-15,Collected,Mangaluru FSL,True
4575,1539,Mobile Phone,2023-12-15,Pending Analysis,Bengaluru FSL,True
4576,1540,Knife,2022-03-29,Collected,Bengaluru FSL,True
4577,1540,Blood Sample,2022-03-29,Verified,Bengaluru FSL,True
4578,1540,SIM Card,2022-03-29,Sent to FSL,Mysuru FSL,True
4579,1540,Laptop,2022-03-29,Pending Analysis,Mangaluru FSL,True
4580,1541,Drug Sample,2024-12-27,Rejected,Mangaluru FSL,False
4581,1541,Document,2024-12-27,Verified,Mysuru FSL,False
4582,1542,DNA Sample,2023-06-10,Sent to FSL,Mysuru FSL,True
4583,1542,USB Drive,2023-06-10,Pending Analysis,Mangaluru FSL,True
4584,1543,CCTV Footage,2025-10-13,Verified,Bengaluru FSL,True
4585,1544,SIM Card,2022-01-04,Verified,Bengaluru FSL,True
4586,1545,Clothing,2025-07-31,Sent to FSL,Mangaluru FSL,False
4587,1545,Firearm,2025-07-31,Verified,Bengaluru FSL,False
4588,1545,Drug Sample,2025-07-31,Rejected,Bengaluru FSL,False
4589,1545,Knife,2025-07-31,Collected,Mysuru FSL,False
4590,1545,Vehicle,2025-07-31,Sent to FSL,Bengaluru FSL,True
4591,1546,Mobile Phone,2026-09-10,Collected,Mangaluru FSL,False
4592,1547,Laptop,2022-05-30,Sent to FSL,Mangaluru FSL,False
4593,1547,Blood Sample,2022-05-30,Rejected,Bengaluru FSL,False
4594,1547,Vehicle,2022-05-30,Sent to FSL,Mysuru FSL,False
4595,1547,Hard Disk,2022-05-30,Verified,Bengaluru FSL,False
4596,1547,SIM Card,2022-05-30,Pending Analysis,Mangaluru FSL,False
4597,1548,Clothing,2022-05-04,Rejected,Mangaluru FSL,False
4598,1548,Knife,2022-05-04,Sent to FSL,Bengaluru FSL,False
4599,1548,CCTV Footage,2022-05-04,Collected,Bengaluru FSL,False
4600,1548,Hard Disk,2022-05-04,Sent to FSL,Mangaluru FSL,True
4601,1549,DNA Sample,2022-07-28,Rejected,Mangaluru FSL,True
4602,1549,Firearm,2022-07-28,Verified,Bengaluru FSL,True
4603,1549,Drug Sample,2022-07-28,Collected,Mangaluru FSL,False
4604,1549,Knife,2022-07-28,Pending Analysis,Mangaluru FSL,True
4605,1550,Mobile Phone,2025-09-28,Verified,Bengaluru FSL,False
4606,1550,Clothing,2025-09-28,Collected,Bengaluru FSL,False
4607,1551,Hard Disk,2022-12-29,Sent to FSL,Mysuru FSL,False
4608,1552,Hard Disk,2024-06-19,Sent to FSL,Bengaluru FSL,True
4609,1553,Firearm,2022-11-30,Pending Analysis,Mangaluru FSL,True
4610,1554,Drug Sample,2022-11-05,Collected,Bengaluru FSL,False
4611,1554,USB Drive,2022-11-05,Collected,Mangaluru FSL,True
4612,1554,Firearm,2022-11-05,Rejected,Mangaluru FSL,True
4613,1555,Laptop,2023-11-01,Rejected,Mangaluru FSL,False
4614,1555,Hard Disk,2023-11-01,Verified,Mangaluru FSL,True
4615,1555,Firearm,2023-11-01,Collected,Mangaluru FSL,False
4616,1555,Knife,2023-11-01,Verified,Mysuru FSL,True
4617,1555,Clothing,2023-11-01,Collected,Bengaluru FSL,False
4618,1556,Blood Sample,2026-11-21,Collected,Bengaluru FSL,False
4619,1556,USB Drive,2026-11-21,Sent to FSL,Mangaluru FSL,True
4620,1556,Drug Sample,2026-11-21,Collected,Mangaluru FSL,True
4621,1556,Vehicle,2026-11-21,Pending Analysis,Bengaluru FSL,True
4622,1557,Fingerprint,2022-01-18,Rejected,Mysuru FSL,True
4623,1557,Drug Sample,2022-01-18,Rejected,Mangaluru FSL,True
4624,1558,Knife,2025-07-02,Sent to FSL,Bengaluru FSL,True
4625,1558,Drug Sample,2025-07-02,Verified,Bengaluru FSL,True
4626,1558,Hard Disk,2025-07-02,Verified,Bengaluru FSL,True
4627,1558,Blood Sample,2025-07-02,Sent to FSL,Mysuru FSL,False
4628,1559,SIM Card,2023-05-19,Rejected,Mysuru FSL,False
4629,1560,Knife,2023-03-12,Rejected,Mangaluru FSL,True
4630,1560,Hard Disk,2023-03-12,Collected,Mysuru FSL,True
4631,1560,Vehicle,2023-03-12,Pending Analysis,Mysuru FSL,False
4632,1561,Document,2024-09-08,Rejected,Bengaluru FSL,False
4633,1561,Drug Sample,2024-09-08,Verified,Mangaluru FSL,True
4634,1562,Hard Disk,2025-07-22,Rejected,Mangaluru FSL,False
4635,1562,Fingerprint,2025-07-22,Rejected,Bengaluru FSL,False
4636,1562,Firearm,2025-07-22,Sent to FSL,Bengaluru FSL,True
4637,1563,SIM Card,2026-07-03,Verified,Mysuru FSL,False
4638,1563,DNA Sample,2026-07-03,Collected,Mysuru FSL,True
4639,1563,Fingerprint,2026-07-03,Sent to FSL,Mysuru FSL,True
4640,1563,USB Drive,2026-07-03,Pending Analysis,Mysuru FSL,False
4641,1564,Document,2026-05-23,Rejected,Bengaluru FSL,True
4642,1565,Blood Sample,2025-06-15,Rejected,Mangaluru FSL,True
4643,1565,Fingerprint,2025-06-15,Sent to FSL,Mangaluru FSL,False
4644,1565,DNA Sample,2025-06-15,Pending Analysis,Bengaluru FSL,False
4645,1566,CCTV Footage,2023-05-28,Rejected,Mangaluru FSL,True
4646,1566,USB Drive,2023-05-28,Pending Analysis,Bengaluru FSL,False
4647,1566,Mobile Phone,2023-05-28,Pending Analysis,Mysuru FSL,True
4648,1566,Drug Sample,2023-05-28,Collected,Bengaluru FSL,False
4649,1566,DNA Sample,2023-05-28,Pending Analysis,Mangaluru FSL,True
4650,1567,CCTV Footage,2022-03-22,Verified,Mangaluru FSL,False
4651,1567,Clothing,2022-03-22,Rejected,Bengaluru FSL,False
4652,1567,DNA Sample,2022-03-22,Verified,Mangaluru FSL,True
4653,1568,SIM Card,2025-04-08,Pending Analysis,Mangaluru FSL,True
4654,1569,Document,2025-03-16,Rejected,Bengaluru FSL,False
4655,1570,DNA Sample,2023-12-02,Verified,Mysuru FSL,True
4656,1570,Mobile Phone,2023-12-02,Verified,Mangaluru FSL,True
4657,1570,Knife,2023-12-02,Pending Analysis,Mysuru FSL,False
4658,1571,DNA Sample,2025-01-23,Sent to FSL,Bengaluru FSL,True
4659,1571,Clothing,2025-01-23,Sent to FSL,Bengaluru FSL,True
4660,1571,Firearm,2025-01-23,Sent to FSL,Mangaluru FSL,False
4661,1571,Drug Sample,2025-01-23,Rejected,Bengaluru FSL,False
4662,1571,Laptop,2025-01-23,Collected,Mangaluru FSL,True
4663,1572,Hard Disk,2022-12-05,Collected,Bengaluru FSL,True
4664,1572,SIM Card,2022-12-05,Pending Analysis,Bengaluru FSL,True
4665,1572,Clothing,2022-12-05,Verified,Bengaluru FSL,False
4666,1572,DNA Sample,2022-12-05,Pending Analysis,Mysuru FSL,False
4667,1573,Hard Disk,2025-12-27,Pending Analysis,Mysuru FSL,True
4668,1573,Fingerprint,2025-12-27,Pending Analysis,Bengaluru FSL,False
4669,1573,USB Drive,2025-12-27,Pending Analysis,Mysuru FSL,True
4670,1573,Document,2025-12-27,Sent to FSL,Mysuru FSL,True
4671,1573,Blood Sample,2025-12-27,Rejected,Mysuru FSL,False
4672,1574,Hard Disk,2025-01-05,Verified,Mangaluru FSL,True
4673,1574,Document,2025-01-05,Pending Analysis,Mysuru FSL,True
4674,1575,DNA Sample,2026-06-04,Rejected,Mysuru FSL,True
4675,1576,DNA Sample,2022-08-04,Sent to FSL,Mangaluru FSL,False
4676,1577,Laptop,2026-03-06,Pending Analysis,Bengaluru FSL,False
4677,1577,USB Drive,2026-03-06,Collected,Mysuru FSL,True
4678,1577,Blood Sample,2026-03-06,Verified,Bengaluru FSL,False
4679,1577,Hard Disk,2026-03-06,Pending Analysis,Mangaluru FSL,False
4680,1577,Fingerprint,2026-03-06,Collected,Bengaluru FSL,True
4681,1578,Vehicle,2023-02-06,Pending Analysis,Mangaluru FSL,False
4682,1578,Knife,2023-02-06,Sent to FSL,Mangaluru FSL,False
4683,1578,Fingerprint,2023-02-06,Pending Analysis,Mysuru FSL,False
4684,1578,Document,2023-02-06,Collected,Mangaluru FSL,False
4685,1579,Fingerprint,2022-06-09,Sent to FSL,Mysuru FSL,False
4686,1579,Firearm,2022-06-09,Rejected,Mangaluru FSL,False
4687,1579,DNA Sample,2022-06-09,Rejected,Mangaluru FSL,False
4688,1580,Firearm,2026-07-20,Rejected,Mangaluru FSL,True
4689,1580,Hard Disk,2026-07-20,Verified,Bengaluru FSL,True
4690,1580,DNA Sample,2026-07-20,Collected,Bengaluru FSL,True
4691,1580,CCTV Footage,2026-07-20,Collected,Mangaluru FSL,False
4692,1581,Firearm,2024-12-22,Rejected,Mysuru FSL,True
4693,1581,Laptop,2024-12-22,Rejected,Bengaluru FSL,False
4694,1582,SIM Card,2022-12-09,Rejected,Mangaluru FSL,False
4695,1582,USB Drive,2022-12-09,Pending Analysis,Mangaluru FSL,False
4696,1582,CCTV Footage,2022-12-09,Verified,Mysuru FSL,True
4697,1582,Vehicle,2022-12-09,Rejected,Mysuru FSL,False
4698,1583,Drug Sample,2023-06-17,Pending Analysis,Bengaluru FSL,True
4699,1583,Fingerprint,2023-06-17,Collected,Mysuru FSL,True
4700,1583,USB Drive,2023-06-17,Pending Analysis,Mangaluru FSL,False
4701,1583,Vehicle,2023-06-17,Sent to FSL,Bengaluru FSL,True
4702,1583,Laptop,2023-06-17,Pending Analysis,Mangaluru FSL,True
4703,1584,Hard Disk,2024-12-29,Verified,Mysuru FSL,True
4704,1584,Blood Sample,2024-12-29,Rejected,Bengaluru FSL,False
4705,1584,USB Drive,2024-12-29,Rejected,Mysuru FSL,True
4706,1584,Vehicle,2024-12-29,Verified,Mangaluru FSL,False
4707,1584,Knife,2024-12-29,Verified,Mysuru FSL,False
4708,1585,Knife,2026-12-24,Rejected,Mangaluru FSL,True
4709,1585,CCTV Footage,2026-12-24,Sent to FSL,Mysuru FSL,True
4710,1585,USB Drive,2026-12-24,Rejected,Mangaluru FSL,False
4711,1585,Fingerprint,2026-12-24,Sent to FSL,Bengaluru FSL,False
4712,1586,SIM Card,2024-12-23,Sent to FSL,Mangaluru FSL,False
4713,1587,Knife,2025-04-05,Collected,Mangaluru FSL,False
4714,1587,Drug Sample,2025-04-05,Collected,Mangaluru FSL,False
4715,1587,Vehicle,2025-04-05,Rejected,Mangaluru FSL,False
4716,1587,Document,2025-04-05,Sent to FSL,Mangaluru FSL,False
4717,1587,SIM Card,2025-04-05,Collected,Mangaluru FSL,True
4718,1588,Laptop,2023-02-21,Collected,Bengaluru FSL,True
4719,1588,CCTV Footage,2023-02-21,Sent to FSL,Mysuru FSL,False
4720,1589,Hard Disk,2026-12-14,Verified,Mangaluru FSL,False
4721,1589,CCTV Footage,2026-12-14,Collected,Mangaluru FSL,True
4722,1590,Firearm,2023-08-26,Sent to FSL,Bengaluru FSL,True
4723,1590,Document,2023-08-26,Rejected,Mysuru FSL,False
4724,1590,Clothing,2023-08-26,Verified,Mysuru FSL,False
4725,1591,Mobile Phone,2022-11-27,Pending Analysis,Bengaluru FSL,False
4726,1592,Drug Sample,2022-03-24,Verified,Bengaluru FSL,False
4727,1592,Clothing,2022-03-24,Sent to FSL,Mangaluru FSL,False
4728,1592,Mobile Phone,2022-03-24,Rejected,Mysuru FSL,True
4729,1592,Hard Disk,2022-03-24,Sent to FSL,Mangaluru FSL,False
4730,1592,CCTV Footage,2022-03-24,Sent to FSL,Mysuru FSL,True
4731,1593,DNA Sample,2023-11-23,Collected,Mysuru FSL,False
4732,1594,Clothing,2026-01-14,Collected,Bengaluru FSL,True
4733,1594,Fingerprint,2026-01-14,Rejected,Mysuru FSL,False
4734,1594,Laptop,2026-01-14,Verified,Bengaluru FSL,False
4735,1595,DNA Sample,2023-09-13,Verified,Mangaluru FSL,False
4736,1595,Laptop,2023-09-13,Pending Analysis,Mysuru FSL,True
4737,1596,Clothing,2025-06-16,Rejected,Mysuru FSL,True
4738,1596,Fingerprint,2025-06-16,Verified,Mysuru FSL,True
4739,1596,SIM Card,2025-06-16,Collected,Mangaluru FSL,False
4740,1596,Knife,2025-06-16,Pending Analysis,Mysuru FSL,True
4741,1597,Hard Disk,2026-10-10,Sent to FSL,Mysuru FSL,False
4742,1597,Knife,2026-10-10,Collected,Mysuru FSL,False
4743,1597,Drug Sample,2026-10-10,Collected,Mangaluru FSL,False
4744,1597,CCTV Footage,2026-10-10,Pending Analysis,Mangaluru FSL,True
4745,1598,Knife,2023-01-27,Pending Analysis,Mysuru FSL,True
4746,1598,Vehicle,2023-01-27,Rejected,Bengaluru FSL,False
4747,1599,SIM Card,2026-04-10,Collected,Mysuru FSL,True
